https://docs.google.com/spreadsheets/d/170xrcWDdTMvTLSJyCw3yGBWxqOOSfZkesGWunqKr8Rw/edit?gid=1817895758#gid=1817895758,,,,,,,,,,,,1-Jun-2026,WEEK-1,,7-Jun-2026,8-Jun-2026,WEEK-2,,14-Jun-2026,15-Jun-2026,WEEK-3,,21-Jun-2026,22-Jun-2026,WEEK-4,,30-Jun-2026
REPORT 2!B17:Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SELECT Col1,Col20,Col21,Col22,Col23,Col24",,,,,,,,"26,951",0,0,0,"23,925",0,0,0,898,0,0,0,"1,027",0,0,0,591,0,0,0
ITEM CODE,TOTAL PLAN,WEEK-1,WEEK-2,WEEK-3,WEEK-4,,ITEM CODE,TOTAL PLAN,TOTAL PROD,TOTAL ORDER,TOTAL SALE,PLANNED,PRODUCED,ORDER,SALE,PLANNED,PRODUCED,ORDER,SALE,PLANNED,PRODUCED,ORDER,SALE,PLANNED,PRODUCED,ORDER,SALE
124-HW,-34,0,0,0,-34,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-QG,-2,0,0,0,-2,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-RW,-3,0,0,0,-3,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-HN,-32,0,0,0,-32,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-FH,-159,0,0,0,-159,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-SW,-21,0,0,0,-21,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-RW,-5,0,0,0,-5,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-QG,-5,0,0,0,-5,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-HW,-5,0,0,0,-5,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-NW,-51,0,0,0,0,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-DP,-13,0,0,0,-13,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-HG,-78,0,0,0,-78,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-NW,-11,0,0,0,-11,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-NB,-21,0,0,0,-21,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-IR,113,0,0,0,113,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-HP,-10,0,0,0,-10,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-UW,-23,0,0,0,-23,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-DP,-16,0,0,0,-16,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-VP,-18,0,0,0,0,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-RR,-4,0,0,0,0,-,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-SG,-19,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-QG,-84,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-FHW,-89,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-VR,-20,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-HW,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HG,-95,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-HW,-484,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-QR,-11,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-SG,-153,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-DW,-64,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
131-HW,-29,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-QP,-23,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-UR,-148,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-RR,-14,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-IR,-16,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-UR,-100,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HP,-85,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-QW,-143,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-HW,-90,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-VG,-36,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
149-SG,-16,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-RW,-79,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-HR,-475,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-DW,-82,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RN,-36,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-HW,-36,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-DR,-89,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
127-HR,-107,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-QW,-522,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-QG,-85,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-UW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-LR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-LR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-DP,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-VW,-38,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-HQ,-4,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-SW,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-LR,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-UG,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RG,53,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-UW,-14,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-NP,49,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-UW,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-UW,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-DW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-SW,-56,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-RG,52,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-DW,-14,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-DW,-18,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-UR,-8,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-SP,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1322-DW,-21,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-UW,-55,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-NP,2,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-NP,-35,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-NP,24,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-RG,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-UR,-23,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-HR,-134,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-QW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-NP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-UW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-RG,-2,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-NNP,54,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-UW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-RG,26,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-HW,-265,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-UR,-29,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-NNG,-137,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-NG,-3,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-HP,-8,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-IR,-12,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-NG,-30,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-DR,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-NG,-19,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
134-QG,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-UR,-67,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-HR,-208,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-NG,-91,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
135-QW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-HP,-113,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-UW,-207,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-NG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-QG,-51,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-QW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-IG,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RNG,-13,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
129-IG,-10,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RR,-11,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RQG,-33,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-IG,-40,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-DP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-RW,-22,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-IG,-11,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-RR,-28,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
146-HB,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
132-IG,-13,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-RG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
133-DP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
121-RG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1491-HG,-54,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
130-IP,-63,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-NP,6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
124-VR,-133,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-IG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
123-IG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-RW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-RR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-RP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-RG,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-QW,-7,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-QP,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-QG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-IR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-IP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
400-IG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-UP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-UG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-RW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-RR,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-RP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-QW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-QP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-QG,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-IP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-IG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-HW,-3,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-HR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-HP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-HG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-DW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-DP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
150-DG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1491-HW,-50,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1491-HR,-311,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1491-HP,-76,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
149-VW,-33,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
149-VR,-198,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
149-VG,-25,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
149-SW,-186,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
149-SP,-83,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
148-HW,-12,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
148-HR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
148-HP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
148-HG,-11,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
148-HB,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-VW,-11,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-SP,-134,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RW,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RQW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RQR,-19,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RQP,-4,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RQ,-95,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RP,-37,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-RG,47,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LR,-21,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LQW,30,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LQR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LQP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LQG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-IQW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-IQR,-37,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-IQP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-IQG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-IG,-47,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-HQW,-46,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-HQR,-33,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-HQP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-HQG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-HP,-43,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-HG,-49,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
147-DG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
146-HW,-58,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
146-HR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
146-HP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
146-HG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-VW,-56,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-VR,-33,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-VP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-VG,-17,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-UP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-UG,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-SW,-67,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-SP,-235,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-RR,-10,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-RP,-23,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-LW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-IP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-HP,-242,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-HG,-55,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-DW,-7,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-DP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
145-DG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-VW,-28,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-VR,-45,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-UP,-12,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-UG,-34,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-SP,-94,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-RP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-LR,-346,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-IW,-20,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-HP,-652,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
144-DG,-28,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
143-HW,-196,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
143-HR,-85,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
143-HP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
143-HG,-58,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
142-HW,-33,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
142-HR,-52,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
142-HP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
142-HG,-250,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
141-HW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
141-HR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
141-HP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
141-HG,-149,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-VW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-VR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-VG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-UP,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-SW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-SR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-SG,-10,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-SFW,-9,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-RP,-5,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-LW,12,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-LP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-LG,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-IW,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-IP,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-IG,-6,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-HR,0,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-HP,-10,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
1375-HG,-3,0,0,0,0,-,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
