https://docs.google.com/spreadsheets/d/170xrcWDdTMvTLSJyCw3yGBWxqOOSfZkesGWunqKr8Rw/edit?gid=1817895758#gid=1817895758,,,,,,,,,,,,,,,1-Jun-2026,WEEK-1,,7-Jun-2026,8-Jun-2026,WEEK-2,,14-Jun-2026,15-Jun-2026,WEEK-3,,21-Jun-2026,22-Jun-2026,WEEK-4,,30-Jun-2026
142IVORY,142,IVORY,2254,2254,0,0,0,142IVORY,142,IVORY,2254,0,0,0,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144-OIVORY,144-O,IVORY,1271,1271,0,0,0,144-OIVORY,144-O,IVORY,1271,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121IVORY,121,IVORY,31605,31605,0,0,0,121IVORY,121,IVORY,31605,0,0,0,31605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375WHITE,1375,WHITE,66,66,0,0,0,1375WHITE,1375,WHITE,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125-SWHITE,125-S,WHITE,120,120,0,0,0,125-SWHITE,125-S,WHITE,120,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129-OWHITE,129-O,WHITE,1187,1187,0,0,0,129-OWHITE,129-O,WHITE,1187,0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123-ENWHITE,123-EN,WHITE,38,38,0,0,0,123-ENWHITE,123-EN,WHITE,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375-UWHITE,1375-U,WHITE,16,16,0,0,0,1375-UWHITE,1375-U,WHITE,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147WHITE,147,WHITE,2064,2064,0,0,0,147WHITE,147,WHITE,2064,0,0,0,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491-HIVORY,1491-H,IVORY,111,111,0,0,0,1491-HIVORY,1491-H,IVORY,111,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143IVORY,143,IVORY,3297,3297,0,0,0,143IVORY,143,IVORY,3297,0,0,0,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491IVORY,1491,IVORY,375,375,0,0,0,1491IVORY,1491,IVORY,375,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132-TWHITE,132-T,WHITE,1133,1133,0,0,0,132-TWHITE,132-T,WHITE,1133,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121WHITE,121,WHITE,24771,24771,0,0,0,121WHITE,121,WHITE,24771,0,0,0,24771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127IVORY,127,IVORY,1664,1664,0,0,0,127IVORY,127,IVORY,1664,0,0,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127-BWHITE,127-B,WHITE,343,0,343,0,0,127-BWHITE,127-B,WHITE,343,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0
124-OWHITE,124-O,WHITE,3155,0,3155,0,0,124-OWHITE,124-O,WHITE,3155,0,0,0,0,0,0,0,3155,0,0,0,0,0,0,0,0,0,0,0
130IVORY,130,IVORY,2409,0,2409,0,0,130IVORY,130,IVORY,2409,0,0,0,0,0,0,0,2409,0,0,0,0,0,0,0,0,0,0,0
130-QWHITE,130-Q,WHITE,139,0,139,0,0,130-QWHITE,130-Q,WHITE,139,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0
123-FWHITE,123-F,WHITE,812,0,812,0,0,123-FWHITE,123-F,WHITE,812,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0
134-RWHITE,134-R,WHITE,45,0,45,0,0,134-RWHITE,134-R,WHITE,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
132IVORY,132,IVORY,1188,0,1188,0,0,132IVORY,132,IVORY,1188,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0
1441WHITE,1441,WHITE,381,0,381,0,0,1441WHITE,1441,WHITE,381,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0
1322-SWHITE,1322-S,WHITE,198,0,198,0,0,1322-SWHITE,1322-S,WHITE,198,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0
1323IVORY,1323,IVORY,249,0,249,0,0,1323IVORY,1323,IVORY,249,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0
123WHITE,123,WHITE,4105,0,4105,0,0,123WHITE,123,WHITE,4105,0,0,0,0,0,0,0,4105,0,0,0,0,0,0,0,0,0,0,0
120-WWHITE,120-W,WHITE,329,0,329,0,0,120-WWHITE,120-W,WHITE,329,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0
124-UWHITE,124-U,WHITE,64,0,64,0,0,124-UWHITE,124-U,WHITE,64,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
149-NPWHITE,149-NP,WHITE,18,0,18,0,0,149-NPWHITE,149-NP,WHITE,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
124-NWHITE,124-N,WHITE,9,0,9,0,0,124-NWHITE,124-N,WHITE,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1391IVORY,1391,IVORY,1105,0,1105,0,0,1391IVORY,1391,IVORY,1105,0,0,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0
123-HIVORY,123-H,IVORY,983,0,983,0,0,123-HIVORY,123-H,IVORY,983,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0
130-BWHITE,130-B,WHITE,252,0,252,0,0,130-BWHITE,130-B,WHITE,252,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0
145-PIVORY,145-P,IVORY,8,0,8,0,0,145-PIVORY,145-P,IVORY,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
141-CWHITE,141-C,WHITE,70,0,70,0,0,141-CWHITE,141-C,WHITE,70,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
120IVORY,120,IVORY,427,0,427,0,0,120IVORY,120,IVORY,427,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0
1375IVORY,1375,IVORY,25,0,25,0,0,1375IVORY,1375,IVORY,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
131IVORY,131,IVORY,496,0,496,0,0,131IVORY,131,IVORY,496,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0
1321IVORY,1321,IVORY,53,0,53,0,0,1321IVORY,1321,IVORY,53,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
133-OWHITE,133-O,WHITE,40,0,40,0,0,133-OWHITE,133-O,WHITE,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
133-PWHITE,133-P,WHITE,7,0,7,0,0,133-PWHITE,133-P,WHITE,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
125-WSWHITE,125-WS,WHITE,196,0,196,0,0,125-WSWHITE,125-WS,WHITE,196,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0
149-OWHITE,149-O,WHITE,190,0,190,0,0,149-OWHITE,149-O,WHITE,190,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0
1291IVORY,1291,IVORY,90,0,90,0,0,1291IVORY,1291,IVORY,90,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0
129WHITE,129,WHITE,4241,0,4241,0,0,129WHITE,129,WHITE,4241,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0
147-HWHITE,147-H,WHITE,202,0,202,0,0,147-HWHITE,147-H,WHITE,202,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0
129PINK,129,PINK,47,0,47,0,0,129PINK,129,PINK,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
121-HIVORY,121-H,IVORY,449,0,449,0,0,121-HIVORY,121-H,IVORY,449,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0
186IVORY,186,IVORY,109,0,109,0,0,186IVORY,186,IVORY,109,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
123-WSWHITE,123-WS,WHITE,498,0,498,0,0,123-WSWHITE,123-WS,WHITE,498,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0
147-CWHITE,147-C,WHITE,201,0,0,201,0,147-CWHITE,147-C,WHITE,201,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0
142WHITE,142,WHITE,375,0,0,375,0,142WHITE,142,WHITE,375,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0
129-VIVORY,129-V,IVORY,11,0,0,11,0,129-VIVORY,129-V,IVORY,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
132-BWHITE,132-B,WHITE,53,0,0,53,0,132-BWHITE,132-B,WHITE,53,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
1321WHITE,1321,WHITE,68,0,0,68,0,1321WHITE,1321,WHITE,68,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
124-SWHITE,124-S,WHITE,333,0,0,333,0,124-SWHITE,124-S,WHITE,333,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0
123-OWHITE,123-O,WHITE,498,0,0,498,0,123-OWHITE,123-O,WHITE,498,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0
144-HIVORY,144-H,IVORY,367,0,0,367,0,144-HIVORY,144-H,IVORY,367,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0
144-TWHITE,144-T,WHITE,195,0,0,195,0,144-TWHITE,144-T,WHITE,195,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0
124-FHWHITE,124-FH,WHITE,114,0,0,114,0,124-FHWHITE,124-FH,WHITE,114,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0
133-NEWWHITE,133-NEW,WHITE,62,0,0,62,0,133-NEWWHITE,133-NEW,WHITE,62,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
144-PIVORY,144-P,IVORY,171,0,0,171,0,144-PIVORY,144-P,IVORY,171,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0
124-PIVORY,124-P,IVORY,158,0,0,158,0,124-PIVORY,124-P,IVORY,158,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0
133-NIVORY,133-N,IVORY,12,0,0,12,0,133-NIVORY,133-N,IVORY,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
148-OWHITE,148-O,WHITE,12,0,0,12,0,148-OWHITE,148-O,WHITE,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
120WHITE,120,WHITE,559,0,0,559,0,120WHITE,120,WHITE,559,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0
141-OWHITE,141-O,WHITE,177,0,0,177,0,141-OWHITE,141-O,WHITE,177,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0
1491WHITE,1491,WHITE,105,0,0,105,0,1491WHITE,1491,WHITE,105,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
132-OTIVORY,132-OT,IVORY,11,0,0,11,0,132-OTIVORY,132-OT,IVORY,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
121-OIVORY,121-O,IVORY,2357,0,0,2357,0,121-OIVORY,121-O,IVORY,2357,0,0,0,0,0,0,0,0,0,0,0,2357,0,0,0,0,0,0,0
131-CWHITE,131-C,WHITE,267,0,0,267,0,131-CWHITE,131-C,WHITE,267,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0
1375-SPIVORY,1375-SP,IVORY,5,0,0,5,0,1375-SPIVORY,1375-SP,IVORY,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
147-CQWHITE,147-CQ,WHITE,20,0,0,20,0,147-CQWHITE,147-CQ,WHITE,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
1241IVORY,1241,IVORY,183,0,0,183,0,1241IVORY,1241,IVORY,183,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0
121-OPINK,121-O,PINK,374,0,0,374,0,121-OPINK,121-O,PINK,374,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0
147-OIVORY,147-O,IVORY,38,0,0,38,0,147-OIVORY,147-O,IVORY,38,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
150-QIVORY,150-Q,IVORY,9,0,0,9,0,150-QIVORY,150-Q,IVORY,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
142-OWHITE,142-O,WHITE,101,0,0,101,0,142-OWHITE,142-O,WHITE,101,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0
121-EWHITE,121-E,WHITE,507,0,0,507,0,121-EWHITE,121-E,WHITE,507,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0
145-SWHITE,145-S,WHITE,73,0,0,73,0,145-SWHITE,145-S,WHITE,73,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
145-UWHITE,145-U,WHITE,15,0,0,15,0,145-UWHITE,145-U,WHITE,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
124-HIVORY,124-H,IVORY,210,0,0,210,0,124-HIVORY,124-H,IVORY,210,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0
121-BWHITE,121-B,WHITE,199,0,0,199,0,121-BWHITE,121-B,WHITE,199,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0
144-VIVORY,144-V,IVORY,37,0,0,37,0,144-VIVORY,144-V,IVORY,37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
149-EIVORY,149-E,IVORY,27,0,0,27,0,149-EIVORY,149-E,IVORY,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
144-QIVORY,144-Q,IVORY,54,0,0,54,0,144-QIVORY,144-Q,IVORY,54,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
124-WSWHITE,124-WS,WHITE,408,0,0,408,0,124-WSWHITE,124-WS,WHITE,408,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0
141-EWHITE,141-E,WHITE,102,0,0,102,0,141-EWHITE,141-E,WHITE,102,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
121-IWHITE,121-I,WHITE,13,0,0,13,0,121-IWHITE,121-I,WHITE,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
129-BWHITE,129-B,WHITE,50,0,0,50,0,129-BWHITE,129-B,WHITE,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
130-EIVORY,130-E,IVORY,90,0,0,90,0,130-EIVORY,130-E,IVORY,90,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0
129-QWHITE,129-Q,WHITE,17,0,0,17,0,129-QWHITE,129-Q,WHITE,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
120-RIVORY,120-R,IVORY,113,0,0,113,0,120-RIVORY,120-R,IVORY,113,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0
145-QWHITE,145-Q,WHITE,3,0,0,3,0,145-QWHITE,145-Q,WHITE,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1322-HNWHITE,1322-HN,WHITE,13,0,0,13,0,1322-HNWHITE,1322-HN,WHITE,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
147-OSQWHITE,147-OSQ,WHITE,3,0,0,3,0,147-OSQWHITE,147-OSQ,WHITE,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
150WHITE,150,WHITE,12,0,0,12,0,150WHITE,150,WHITE,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
130-SIVORY,130-S,IVORY,26,0,0,26,0,130-SIVORY,130-S,IVORY,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
124-WWHITE,124-W,WHITE,60,0,0,60,0,124-WWHITE,124-W,WHITE,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
132-HBURGUNDY,132-H,BURGUNDY,68,0,0,68,0,132-HBURGUNDY,132-H,BURGUNDY,68,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
131-HWHITE,131-H,WHITE,45,0,0,45,0,131-HWHITE,131-H,WHITE,45,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
145-LWHITE,145-L,WHITE,2,0,0,2,0,145-LWHITE,145-L,WHITE,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
132-EIVORY,132-E,IVORY,39,0,0,39,0,132-EIVORY,132-E,IVORY,39,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
146-OWHITE,146-O,WHITE,4,0,0,4,0,146-OWHITE,146-O,WHITE,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
141WHITE,141,WHITE,57,0,0,0,57,141WHITE,141,WHITE,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0
131-HIVORY,131-H,IVORY,20,0,0,0,20,131-HIVORY,131-H,IVORY,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
147-DIVORY,147-D,IVORY,3,0,0,0,3,147-DIVORY,147-D,IVORY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
123PINK,123,PINK,47,0,0,0,47,123PINK,123,PINK,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
150-CWHITE,150-C,WHITE,1,0,0,0,1,150-CWHITE,150-C,WHITE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1311WHITE,1311,WHITE,14,0,0,0,14,1311WHITE,1311,WHITE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
1241WHITE,1241,WHITE,37,0,0,0,37,1241WHITE,1241,WHITE,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
130-EWHITE,130-E,WHITE,31,0,0,0,31,130-EWHITE,130-E,WHITE,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
124-BWHITE,124-B,WHITE,48,0,0,0,48,124-BWHITE,124-B,WHITE,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
144-EIVORY,144-E,IVORY,46,0,0,0,46,144-EIVORY,144-E,IVORY,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0
129-DWHITE,129-D,WHITE,0,0,0,0,0,129-DWHITE,129-D,WHITE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150IVORY,150,IVORY,0,0,0,0,0,150IVORY,150,IVORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124-CFWHITE,124-CF,WHITE,3,0,0,0,3,124-CFWHITE,124-CF,WHITE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1311IVORY,1311,IVORY,0,0,0,0,0,400-QWHITE,400-Q,WHITE,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
143-EWHITE,143-E,WHITE,0,0,0,0,0,123-RWHITE,123-R,WHITE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
121-EIVORY,121-E,IVORY,-8,0,0,0,-8,147-RWHITE,147-R,WHITE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
129-EIVORY,129-E,IVORY,-1,0,0,0,-1,124-RWHITE,124-R,WHITE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
123-FIVORY,123-F,IVORY,-3,0,0,0,-3,1375-QIVORY,1375-Q,IVORY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
145-HWHITE,145-H,WHITE,-11,0,0,0,-11,129-RWHITE,129-R,WHITE,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124-EWHITE,124-E,WHITE,-17,0,0,0,-17,134IVORY,134,IVORY,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400-QWHITE,400-Q,WHITE,41,0,0,0,41,400-IIVORY,400-I,IVORY,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120-WIVORY,120-W,IVORY,-23,0,0,0,-23,134-QIVORY,134-Q,IVORY,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147-SQWHITE,147-SQ,WHITE,-3,0,0,0,-3,135-QIVORY,135-Q,IVORY,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130-VIVORY,130-V,IVORY,-1,0,0,0,-1,147-IIVORY,147-I,IVORY,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149-BWHITE,149-B,WHITE,-8,0,0,0,-8,1375-BIVORY,1375-B,IVORY,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129-UWHITE,129-U,WHITE,-3,0,0,0,-3,1375-EWHITE,1375-E,WHITE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147-PIVORY,147-P,IVORY,-10,0,0,0,-10,130-DWHITE,130-D,WHITE,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127-OIVORY,127-O,IVORY,-27,0,0,0,-27,400-IWHITE,400-I,WHITE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148-HWHITE,148-H,WHITE,-5,0,0,0,-5,1351WHITE,1351,WHITE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147-EIVORY,147-E,IVORY,-18,0,0,0,-18,1501WHITE,1501,WHITE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129-OIVORY,129-O,IVORY,-21,0,0,0,-21,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123-EWHITE,123-E,WHITE,-13,0,0,0,-13,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451IVORY,1451,IVORY,-7,0,0,0,-7,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143-HWHITE,143-H,WHITE,-25,0,0,0,-25,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147-BWHITE,147-B,WHITE,-12,0,0,0,-12,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322-DIVORY,1322-D,IVORY,-6,0,0,0,-6,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144PINK,144,PINK,-262,0,0,0,-262,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124-EIVORY,124-E,IVORY,-52,0,0,0,-52,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131-OWHITE,131-O,WHITE,-75,0,0,0,-75,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311-NIVORY,1311-N,IVORY,-14,0,0,0,-14,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140IVORY,140,IVORY,-87,0,0,0,-87,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132-UWHITE,132-U,WHITE,-10,0,0,0,-10,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142-EWHITE,142-E,WHITE,-29,0,0,0,-29,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132-OIVORY,132-O,IVORY,-18,0,0,0,-18,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123-LWHITE,123-L,WHITE,-7,0,0,0,-7,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144-NWHITE,144-N,WHITE,-5,0,0,0,-5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131-NIVORY,131-N,IVORY,-55,0,0,0,-55,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123-EFWHITE,123-EF,WHITE,-39,0,0,0,-39,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123-SWHITE,123-S,WHITE,-54,0,0,0,-54,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150-QWHITE,150-Q,WHITE,-2,0,0,0,-2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145-SIVORY,145-S,IVORY,-24,0,0,0,-24,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132-PIVORY,132-P,IVORY,-21,0,0,0,-21,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144-RWHITE,144-R,WHITE,-56,0,0,0,-56,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130-PIVORY,130-P,IVORY,-42,0,0,0,-42,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141-NPIVORY,141-NP,IVORY,-4,0,0,0,-4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123-UWHITE,123-U,WHITE,-29,0,0,0,-29,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134-OWHITE,134-O,WHITE,-9,0,0,0,-9,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123-RWHITE,123-R,WHITE,10,0,0,0,10,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125-SIVORY,125-S,IVORY,-41,0,0,0,-41,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121-RIVORY,121-R,IVORY,-25,0,0,0,-25,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124-FPWHITE,124-FP,WHITE,-25,0,0,0,-25,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139-MWHITE,139-M,WHITE,-70,0,0,0,-70,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441IVORY,1441,IVORY,-442,0,0,0,-442,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124-SIVORY,124-S,IVORY,-173,0,0,0,-173,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121PINK,121,PINK,-72,0,0,0,-72,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121-SIVORY,121-S,IVORY,-598,0,0,0,-598,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
