https://docs.google.com/spreadsheets/d/170xrcWDdTMvTLSJyCw3yGBWxqOOSfZkesGWunqKr8Rw/edit?gid=1817895758#gid=1817895758,,,,,,,,,,,,,,,1-Jun-2026,WEEK-1,,7-Jun-2026,8-Jun-2026,WEEK-2,,14-Jun-2026,15-Jun-2026,WEEK-3,,21-Jun-2026,22-Jun-2026,WEEK-4,,30-Jun-2026
1881WHITE,1881,WHITE,189,189,0,0,0,1881WHITE,1881,WHITE,189,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126-SQ.,126-SQ,.,120,120,0,0,0,126-SQ.,126-SQ,.,120,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189WHITE,189,WHITE,591,591,0,0,0,189WHITE,189,WHITE,591,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815-CIVORY,1815-C,IVORY,66,66,0,0,0,1815-CIVORY,1815-C,IVORY,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813-CRR BLUE,1813-CR,R BLUE,120,120,0,0,0,1813-CRR BLUE,1813-CR,R BLUE,120,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211IVORY,5211,IVORY,139,139,0,0,0,5211IVORY,5211,IVORY,139,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881IVORY,1881,IVORY,168,168,0,0,0,1881IVORY,1881,IVORY,168,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814-CRR BLUE,1814-CR,R BLUE,49,49,0,0,0,1814-CRR BLUE,1814-CR,R BLUE,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815WHITE,1815,WHITE,45,45,0,0,0,1815WHITE,1815,WHITE,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180-BWHITE,180-B,WHITE,153,153,0,0,0,180-BWHITE,180-B,WHITE,153,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871IVORY,1871,IVORY,86,86,0,0,0,1871IVORY,1871,IVORY,86,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521IVORY,521,IVORY,41,41,0,0,0,521IVORY,521,IVORY,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181-CIVORY,181-C,IVORY,1636,1636,0,0,0,181-CIVORY,181-C,IVORY,1636,0,0,0,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183IVORY,183,IVORY,1348,1348,0,0,0,183IVORY,183,IVORY,1348,0,0,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821-CIVORY,1821-C,IVORY,664,664,0,0,0,1821-CIVORY,1821-C,IVORY,664,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521WHITE,521,WHITE,778,778,0,0,0,521WHITE,521,WHITE,778,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HF-191IVORY,HF-191,IVORY,98,98,0,0,0,HF-191IVORY,HF-191,IVORY,98,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221IVORY,5221,IVORY,9,9,0,0,0,5221IVORY,5221,IVORY,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813-BIVORY,1813-B,IVORY,642,642,0,0,0,1813-BIVORY,1813-B,IVORY,642,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811-CWHITE,1811-C,WHITE,81,81,0,0,0,1811-CWHITE,1811-C,WHITE,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188IVORY,188,IVORY,742,742,0,0,0,188IVORY,188,IVORY,742,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221WHITE,5221,WHITE,131,0,131,0,0,5221WHITE,5221,WHITE,131,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0
1813-BGGOLD,1813-BG,GOLD,8,0,8,0,0,1813-BGGOLD,1813-BG,GOLD,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
187PINK,187,PINK,94,0,94,0,0,187PINK,187,PINK,94,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0
1817WHITE,1817,WHITE,33,0,33,0,0,1817WHITE,1817,WHITE,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
1842WHITE,1842,WHITE,27,0,27,0,0,1842WHITE,1842,WHITE,27,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
1891WHITE,1891,WHITE,66,0,0,66,0,1891WHITE,1891,WHITE,66,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
183PINK,183,PINK,49,0,0,49,0,183PINK,183,PINK,49,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
HF-191WHITE,HF-191,WHITE,91,0,0,91,0,HF-191WHITE,HF-191,WHITE,91,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0
1813-CPINK,1813-C,PINK,68,0,0,68,0,1813-CPINK,1813-C,PINK,68,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
184WHITE,184,WHITE,103,0,0,0,103,184WHITE,184,WHITE,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0
181WHITE,181,WHITE,131,0,0,0,131,181WHITE,181,WHITE,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0
187-WWINE,187-W,WINE,4,0,0,0,4,187-WWINE,187-W,WINE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1813-BPPEACH,1813-BP,PEACH,2,0,0,0,2,1813-BPPEACH,1813-BP,PEACH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1814WHITE,1814,WHITE,5,0,0,0,5,1814WHITE,1814,WHITE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
187-GGOLD,187-G,GOLD,1,0,0,0,1,187-GGOLD,187-G,GOLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1814N-CIVORY,1814N-C,IVORY,0,0,0,0,0,1813-CPPEACH,1813-CP,PEACH,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522WHITE,522,WHITE,-19,0,0,0,-19,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813-BRR BLUE,1813-BR,R BLUE,-23,0,0,0,-23,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814-RR BLUE,1814-R,R BLUE,-19,0,0,0,-19,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183-RR BLUE,183-R,R BLUE,-7,0,0,0,-7,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813IVORY,1813,IVORY,-33,0,0,0,-33,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180WHITE,180,WHITE,-39,0,0,0,-39,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180-AWHITE,180-A,WHITE,-313,0,0,0,-313,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831IVORY,1831,IVORY,-47,0,0,0,-47,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183WHITE,183,WHITE,-1377,0,0,0,-1377,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841WHITE,1841,WHITE,-37,0,0,0,-37,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816IVORY,1816,IVORY,-73,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HF-190IVORY,HF-190,IVORY,-1255,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816WHITE,1816,WHITE,-51,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813WHITE,1813,WHITE,-181,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814-CIVORY,1814-C,IVORY,-68,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183-WWINE,183-W,WINE,-39,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188-RR BLUE,188-R,R BLUE,-181,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814N-CWHITE,1814N-C,WHITE,-265,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
181IVORY,181,IVORY,-749,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1821WHITE,1821,WHITE,-485,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180-AIVORY,180-A,IVORY,-3373,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
187-PPEACH,187-P,PEACH,-3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
188-PPEACH,188-P,PEACH,-32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180-BIVORY,180-B,IVORY,-133,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180IVORY,180,IVORY,-99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1817IVORY,1817,IVORY,-982,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-WWINE,1813-W,WINE,-152,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814IVORY,1814,IVORY,-100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CGGOLD,1813-CG,GOLD,-128,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-RR BLUE,1813-R,R BLUE,-534,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
184IVORY,184,IVORY,-425,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
181-CPINK,181-C,PINK,-112,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
183-GGOLD,183-G,GOLD,-17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1891IVORY,1891,IVORY,-302,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
189-RR BLUE,189-R,R BLUE,-130,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1842IVORY,1842,IVORY,-48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CW.,1813-CW,.,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CG.,1813-CG,.,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CP.,1813-CP,.,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CR.,1813-CR,.,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
187GREEN,187,GREEN,-66,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
183BLUE,183,BLUE,-43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
187BLUE,187,BLUE,-78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
188BLUE,188,BLUE,-57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
183GREEN,183,GREEN,-211,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814-CWWHITE,1814-CW,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
183-PPEACH,183-P,PEACH,-7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1841IVORY,1841,IVORY,-318,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811N-CWHITE,1811N-C,WHITE,-11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
BEA-84BWHITE,BEA-84B,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
188PINK,188,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811N-CIVORY,1811N-C,IVORY,-5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-88WHITE,H-88,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1821IVORY,1821,IVORY,-43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
BEA-84TWHITE,BEA-84T,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-87WHITE,H-87,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1815IVORY,1815,IVORY,-254,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-86WHITE,H-86,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
BEA-84.,BEA-84,.,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
189PINK,189,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1821-CPINK,1821-C,PINK,-16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811-CIVORY,1811-C,IVORY,-119,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811WHITE,1811,WHITE,-11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-BPINK,1813-B,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
126-SQWHITE,126-SQ,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1892WHITE,1892,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1872WHITE,1872,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1882WHITE,1882,WHITE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-88IVORY,H-88,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811IVORY,1811,IVORY,-241,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-87IVORY,H-87,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-86IVORY,H-86,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
126-SQIVORY,126-SQ,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1892IVORY,1892,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1872IVORY,1872,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1882IVORY,1882,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
521PINK,521,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
181PINK,181,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5211PINK,5211,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814-CPINK,1814-C,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
522PINK,522,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1871PINK,1871,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
184PINK,184,PINK,-3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5221PINK,5221,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1891PINK,1891,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1831PINK,1831,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814PINK,1814,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1816PINK,1816,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813PINK,1813,PINK,-30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1881PINK,1881,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814N-CPINK,1814N-C,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811-CPINK,1811-C,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1842PINK,1842,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1821PINK,1821,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1841PINK,1841,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-88PINK,H-88,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811PINK,1811,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-87PINK,H-87,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
H-86PINK,H-86,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1815PINK,1815,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1817PINK,1817,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
126-SQPINK,126-SQ,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1811N-CPINK,1811N-C,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1815-CPINK,1815-C,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1817-CPINK,1817-C,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1892PINK,1892,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1872PINK,1872,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1882PINK,1882,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180PINK,180,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180-APINK,180-A,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180-BPINK,180-B,PINK,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CWWINE,1813-CW,WINE,-3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CBLUE,1813-C,BLUE,-278,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
188GREEN,188,GREEN,-128,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
181-CGREEN,181-C,GREEN,-709,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
181-CBLUE,181-C,BLUE,-99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814-CWWINE,1814-CW,WINE,-26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
188-WWINE,188-W,WINE,-38,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
188-GGOLD,188-G,GOLD,-54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CPPEACH,1813-CP,PEACH,85,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814N-CPWHITE,1814N-CP,WHITE,-29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-GGOLD,1813-G,GOLD,-14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814-GGOLD,1814-G,GOLD,-9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
189-WWINE,189-W,WINE,-67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814-CGGOLD,1814-CG,GOLD,-59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
189-GGOLD,189-G,GOLD,-21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1814-CPPEACH,1814-CP,PEACH,-46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1813-CRR.BLUE,1813-CR,R.BLUE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
