https://docs.google.com/spreadsheets/d/170xrcWDdTMvTLSJyCw3yGBWxqOOSfZkesGWunqKr8Rw/edit?gid=1817895758#gid=1817895758,,,,,,,,,,,,,,,1-Jun-2026,WEEK-1,,7-Jun-2026,8-Jun-2026,WEEK-2,,14-Jun-2026,15-Jun-2026,WEEK-3,,21-Jun-2026,22-Jun-2026,WEEK-4,,30-Jun-2026
348IVORY,348,IVORY,-601,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0
326PINK,326,PINK,-101,0,0,0,0,,,,,,,,,0,0,0,,0,0,0,,,,,,0,0,0
325IVORY,325,IVORY,-735,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
321IVORY,321,IVORY,-385,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
325-HIVORY,325-H,IVORY,-700,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
350IVORY,350,IVORY,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
322IVORY,322,IVORY,-198,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
