id,item_code,colour,category,buffer_req,production_plan
422098,1375-QR,21,Cocks Premium,74,103
422099,1375-QW,,Cocks Premium,8,5
422100,1375-R,BURGUNDY,Cocks Standard,0,0
422101,1375-R,GREEN,Cocks Standard,0,0
422102,1375-R,IVORY,Cocks Standard,10,0
422103,1375-R,M GREEN,Cocks Standard,0,0
422104,1375-R,PINK,Cocks Standard,0,0
422105,1375-R,WHITE,Cocks Standard,2,0
422106,1375-RG,4,Cocks Premium,17.33,24.33
422107,1375-RP,,Cocks Premium,0,0
422108,1375-RR,12,Cocks Premium,8,0
422109,1375-RW,,Cocks Premium,0,0
422110,1375-S,BURGUNDY,Cocks Standard,0,0
422111,1375-S,GREEN,Cocks Standard,0,0
422112,1375-S,IVORY,Cocks Standard,218,565
422113,1375-S,M GREEN,Cocks Standard,0,0
422114,1375-S,PINK,Cocks Standard,0,0
422115,1375-S,WHITE,Cocks Standard,332,387
422116,1375-SF,IVORY,Cocks Standard,14,40
422117,1375-SF,WHITE,Cocks Standard,56,80
422118,1375-SFG,,Cocks Premium,2,3
422119,1375-SFP,,Cocks Premium,24,64
422120,1375-SFR,,Cocks Premium,65.67,77.67
422121,1375-SFW,,Cocks Premium,0,0
422122,1375-SG,,Cocks Premium,0,0
422123,1375-SP,IVORY,Unclassified,,0
422124,1375-SP,IVORY,Unclassified,,0
422125,1375-SP,WHITE,Unclassified,,19
422126,1375-SR,,Cocks Premium,0,0
422127,1375-SW,,Cocks Premium,0,0
422128,1375-U,BURGUNDY,Cocks Standard,0,0
422129,1375-U,GREEN,Cocks Standard,0,0
422130,1375-U,IVORY,Cocks Standard,0,0
422131,1375-U,M GREEN,Cocks Standard,0,0
422132,1375-U,PINK,Cocks Standard,0,0
422133,1375-U,WHITE,Cocks Standard,12,22
422134,1375-UG,,Cocks Premium,0,0
422135,1375-UP,,Cocks Premium,0,0
422136,1375-UR,21,Cocks Premium,8,5
422137,1375-UW,,Cocks Premium,0,0
422138,1375-V,BURGUNDY,Cocks Standard,0,0
422139,1375-V,GREEN,Cocks Standard,0,0
422140,1375-V,IVORY,Cocks Standard,0,0
422141,1375-V,M GREEN,Cocks Standard,0,0
422142,1375-V,PINK,Cocks Standard,0,0
422143,1375-V,WHITE,Cocks Standard,0,0
422144,1375-VG,,Cocks Premium,0,0
422145,1375-VP,5,Cocks Premium,18,13
422146,1375-VR,,Cocks Premium,8,11
422147,1375-VW,,Cocks Premium,0.33,0.33
422148,138,BURGUNDY,Cocks Standard,0,0
422149,138,GREEN,Cocks Standard,0,0
422150,138,IVORY,Cocks Standard,0,0
422151,138,M GREEN,Cocks Standard,0,0
422152,138,PINK,Cocks Standard,0,0
422153,138,WHITE,Cocks Standard,69.33,69.33
422154,139,BURGUNDY,Cocks Standard,0,0
422155,139,GREEN,Cocks Standard,0,0
422156,139,IVORY,Cocks Standard,106.67,0
422157,139,M GREEN,Cocks Standard,0,0
422158,139,PINK,Cocks Standard,0,0
422159,139,WHITE,Cocks Standard,2100.67,4016.67
422160,139-M,BURGUNDY,Cocks Standard,0,0
422161,139-M,GREEN,Cocks Standard,0,0
422162,139-M,IVORY,Cocks Standard,0,0
422163,139-M,M GREEN,Cocks Standard,0,0
422164,139-M,PINK,Cocks Standard,0,0
422165,139-M,WHITE,Cocks Standard,120,222
422166,1391,BURGUNDY,Cocks Standard,0,0
422167,1391,GREEN,Cocks Standard,0,0
422168,1391,IVORY,Cocks Standard,1313.33,295.33
422169,1391,M GREEN,Cocks Standard,0,0
422170,1391,PINK,Cocks Standard,0,0
422171,1391,WHITE,Cocks Standard,5411.67,7819.67
422172,1391-M,IVORY,Cocks Standard,10,0
422173,1391-M,WHITE,Cocks Standard,850,1457
422174,140,BURGUNDY,Cocks Standard,0,0
422175,140,GREEN,Cocks Standard,0,0
422176,140,IVORY,Cocks Standard,370,0
422177,140,M GREEN,Cocks Standard,0,0
422178,140,PINK,Cocks Standard,0,0
422179,140,WHITE,Cocks Standard,1209.67,1271.67
422180,141,BURGUNDY,Cocks Standard,0,0
422181,141,GREEN,Cocks Standard,0,0
422182,141,IVORY,Cocks Standard,173.67,36.67
422183,141,M GREEN,Cocks Standard,0,0
422184,141,PINK,Cocks Standard,0,0
422185,141,WHITE,Cocks Standard,666.67,0
422186,141-A,WHITE,Cocks Standard,0,0
422187,141-AB,,Cocks Standard,0,0
422188,141-ABN,,Cocks Standard,0,0
422189,141-AN,WHITE,Cocks Standard,0,0
422190,141-C,BURGUNDY,Cocks Standard,0,0
422191,141-C,GREEN,Cocks Standard,0,0
422192,141-C,IVORY,Cocks Standard,0,0
422193,141-C,M GREEN,Cocks Standard,0,0
422194,141-C,PINK,Cocks Standard,0,0
422195,141-C,WHITE,Cocks Standard,0,0
422196,141-E,BURGUNDY,Cocks Standard,0,0
422197,141-E,GREEN,Cocks Standard,0,0
422198,141-E,IVORY,Cocks Standard,0,0
422199,141-E,M GREEN,Cocks Standard,0,0
422200,141-E,PINK,Cocks Standard,0,0
422201,141-E,WHITE,Cocks Standard,256,0
422202,141-H,BURGUNDY,Cocks Standard,0,0
422203,141-H,GREEN,Cocks Standard,0,0
422204,141-H,IVORY,Cocks Standard,0,0
422205,141-H,M GREEN,Cocks Standard,0,0
422206,141-H,PINK,Cocks Standard,0,0
422207,141-H,WHITE,Cocks Standard,0,0
422208,141-HG,,Cocks Premium,0,0
422209,141-HP,,Cocks Premium,0,0
422210,141-HR,,Cocks Premium,0,0
422211,141-HW,,Cocks Premium,0,0
422212,141-K,WHITE,Cocks Standard,0,0
422213,141-LS,,Cocks Standard,0,0
422214,141-LSB,BLUE,Cocks Standard,0,0
422215,141-N,BURGUNDY,Cocks Standard,0,0
422216,141-N,GREEN,Cocks Standard,0,0
422217,141-N,IVORY,Cocks Standard,0,0
422218,141-N,M GREEN,Cocks Standard,0,0
422219,141-N,PINK,Cocks Standard,0,0
422220,141-N,WHITE,Cocks Standard,13.33,0.33
422221,141-NP,BURGUNDY,Cocks Standard,0,0
422222,141-NP,GREEN,Cocks Standard,0,0
422223,141-NP,IVORY,Cocks Standard,10,29
422224,141-NP,M GREEN,Cocks Standard,0,0
422225,141-NP,PINK,Cocks Standard,0,0
422226,141-NP,WHITE,Cocks Standard,0,0
422227,141-O,BURGUNDY,Cocks Standard,0,0
422228,141-O,GREEN,Cocks Standard,0,0
422229,141-O,IVORY,Cocks Standard,44,38
422230,141-O,M GREEN,Cocks Standard,0,0
422231,141-O,PINK,Cocks Standard,0,0
422232,141-O,WHITE,Cocks Standard,182.67,78.67
422233,141-P,BURGUNDY,Cocks Standard,0,0
422234,141-P,GREEN,Cocks Standard,0,0
422235,141-P,IVORY,Cocks Standard,0,0
422236,141-P,M GREEN,Cocks Standard,0,0
422237,141-P,PINK,Cocks Standard,0,0
422238,141-P,WHITE,Cocks Standard,0,0
422239,1411,BURGUNDY,Cocks Standard,0,0
422240,1411,GREEN,Cocks Standard,0,0
422241,1411,IVORY,Cocks Standard,0,0
422242,1411,M GREEN,Cocks Standard,0,0
422243,1411,PINK,Cocks Standard,0,0
422244,1411,WHITE,Cocks Standard,0,0
422245,142,BLUE,Cocks Standard,0,0
422246,142,BURGUNDY,Cocks Standard,0,0
422247,142,GREEN,Cocks Standard,0,0
422248,142,IVORY,Cocks Standard,792,1848
422249,142,M GREEN,Cocks Standard,0,0
422250,142,PINK,Cocks Standard,0,0
422251,142,WHITE,Cocks Standard,1272,1579
422252,142-A,WHITE,Cocks Standard,0,0
422253,142-AB,,Cocks Standard,0,0
422254,142-C,BURGUNDY,Cocks Standard,0,0
422255,142-C,GREEN,Cocks Standard,0,0
422256,142-C,IVORY,Cocks Standard,0,0
422257,142-C,M GREEN,Cocks Standard,0,0
422258,142-C,PINK,Cocks Standard,0,0
422259,142-C,WHITE,Cocks Standard,44,0
422260,142-E,BURGUNDY,Cocks Standard,0,0
422261,142-E,GREEN,Cocks Standard,0,0
422262,142-E,IVORY,Cocks Standard,0,0
422263,142-E,M GREEN,Cocks Standard,0,0
422264,142-E,PINK,Cocks Standard,0,0
422265,142-E,WHITE,Cocks Standard,78.67,0
422266,142-H,BURGUNDY,Cocks Standard,0,0
422267,142-H,GREEN,Cocks Standard,0,0
422268,142-H,IVORY,Cocks Standard,0,0
422269,142-H,M GREEN,Cocks Standard,0,0
422270,142-H,PINK,Cocks Standard,0,0
422271,142-H,WHITE,Cocks Standard,0,0
422272,142-HG,,Cocks Premium,0,0
422273,142-HP,,Cocks Premium,0,0
422274,142-HR,,Cocks Premium,0,0
422275,142-HW,,Cocks Premium,0,0
422276,142-K,WHITE,Cocks Standard,0,0
422277,142-LS,,Cocks Standard,0,0
422278,142-LSB,BLUE,Cocks Standard,0,0
422279,142-O,BURGUNDY,Cocks Standard,0,0
422280,142-O,GREEN,Cocks Standard,0,0
422281,142-O,IVORY,Cocks Standard,0,0
422282,142-O,M GREEN,Cocks Standard,0,0
422283,142-O,PINK,Cocks Standard,0,0
422284,142-O,WHITE,Cocks Standard,198.67,248.67
422285,142-P,BURGUNDY,Cocks Standard,0,0
422286,142-P,GREEN,Cocks Standard,0,0
422287,142-P,IVORY,Cocks Standard,0,0
422288,142-P,M GREEN,Cocks Standard,0,0
422289,142-P,PINK,Cocks Standard,0,0
422290,142-P,WHITE,Cocks Standard,44,58
422291,1421,BURGUNDY,Cocks Standard,0,0
422292,1421,GREEN,Cocks Standard,0,0
422293,1421,IVORY,Cocks Standard,0,0
422294,1421,M GREEN,Cocks Standard,0,0
422295,1421,PINK,Cocks Standard,0,0
422296,1421,WHITE,Cocks Standard,33.33,0
422297,143,BLUE,Cocks Standard,3.33,0
422298,143,BURGUNDY,Cocks Standard,0,0
422299,143,GREEN,Cocks Standard,0,0
422300,143,IVORY,Cocks Standard,2130,3115
422301,143,M GREEN,Cocks Standard,0,0
422302,143,PINK,Cocks Standard,91.33,35.33
422303,143,WHITE,Cocks Standard,4007.33,5439.33
422304,143-A,WHITE,Cocks Standard,0,0
422305,143-AB,,Cocks Standard,0,0
422306,143-C,WHITE,Cocks Standard,110,103
422307,143-E,BURGUNDY,Cocks Standard,0,0
422308,143-E,GREEN,Cocks Standard,0,0
422309,143-E,IVORY,Cocks Standard,0,0
422310,143-E,M GREEN,Cocks Standard,0,0
422311,143-E,PINK,Cocks Standard,0,0
422312,143-E,WHITE,Cocks Standard,8,4
422313,143-H,BURGUNDY,Cocks Standard,0,0
422314,143-H,GREEN,Cocks Standard,0,0
422315,143-H,IVORY,Cocks Standard,0,0
422316,143-H,M GREEN,Cocks Standard,0,0
422317,143-H,PINK,Cocks Standard,0,0
422318,143-H,WHITE,Cocks Standard,42.67,0
422319,143-HG,,Cocks Premium,0,0
422320,143-HP,,Cocks Premium,0,0
422321,143-HR,,Cocks Premium,0,0
422322,143-HW,,Cocks Premium,0,0
422323,143-LS,,Cocks Standard,0,0
422324,143-LSB,BLUE,Cocks Standard,0,0
422325,143-O,BURGUNDY,Cocks Standard,0,0
422326,143-O,GREEN,Cocks Standard,0,0
422327,143-O,IVORY,Cocks Standard,0,0
422328,143-O,M GREEN,Cocks Standard,0,0
422329,143-O,PINK,Cocks Standard,0,0
422330,143-O,WHITE,Cocks Standard,176,0
422331,143-P,BURGUNDY,Cocks Standard,0,0
422332,143-P,GREEN,Cocks Standard,0,0
422333,143-P,IVORY,Cocks Standard,0,0
422334,143-P,M GREEN,Cocks Standard,0,0
422335,143-P,PINK,Cocks Standard,0,0
422336,143-P,WHITE,Cocks Standard,0,0
422337,1431,BURGUNDY,Cocks Standard,0,0
422338,1431,GREEN,Cocks Standard,0,0
422339,1431,IVORY,Cocks Standard,0,0
422340,1431,M GREEN,Cocks Standard,0,0
422341,1431,PINK,Cocks Standard,0,0
422342,1431,WHITE,Cocks Standard,42.67,30.67
422343,1431-E,,Cocks Premium,0,0
422344,144,BLUE,Cocks Standard,30,0
422345,144,BURGUNDY,Cocks Standard,0,0
422346,144,GREEN,Cocks Standard,30,0
422347,144,IVORY,Cocks Standard,31453.33,32361.33
422348,144,M GREEN,Cocks Standard,0,0
422349,144,PINK,Cocks Standard,852,1936
422350,144,WHITE,Cocks Standard,21067,17198
422351,144-4E,,Cocks Standard,0,0
422352,144-4U,,Cocks Standard,0,0
422353,144-A,IVORY,Cocks Standard,0,0
422354,144-A,WHITE,Cocks Standard,90,0
422355,144-AB,,Cocks Standard,0,0
422356,144-AP,IVORY,Cocks Standard,450,329
422357,144-AP,WHITE,Cocks Standard,35.33,0
422358,144-AS,IVORY,Cocks Standard,1410,2960
422359,144-AS,WHITE,Cocks Standard,537.67,717.67
422360,144-B,BURGUNDY,Cocks Standard,0,0
422361,144-B,GREEN,Cocks Standard,0,0
422362,144-B,IVORY,Cocks Standard,90,0
422363,144-B,M GREEN,Cocks Standard,0,0
422364,144-B,PINK,Cocks Standard,0,0
422365,144-B,WHITE,Cocks Standard,360,372
422366,144-C,BURGUNDY,Cocks Standard,0,0
422367,144-C,GREEN,Cocks Standard,0,0
422368,144-C,IVORY,Cocks Standard,30,0
422369,144-C,M GREEN,Cocks Standard,0,0
422370,144-C,PINK,Cocks Standard,0,0
422371,144-C,WHITE,Cocks Standard,4230.33,4294.33
422372,144-D,BURGUNDY,Cocks Standard,0,0
422373,144-D,GREEN,Cocks Standard,0,0
422374,144-D,IVORY,Cocks Standard,88,0
422375,144-D,M GREEN,Cocks Standard,0,0
422376,144-D,PINK,Cocks Standard,0,0
422377,144-D,WHITE,Cocks Standard,224.67,27.67
422378,144-DB,BLACK,Cocks Standard,396,538
422379,144-DG,,Cocks Premium,22,0
422380,144-DP,,Cocks Premium,47.33,0
422381,144-DR,,Cocks Premium,418,343
422382,144-DW,,Cocks Premium,44,0
422383,144-E,BURGUNDY,Cocks Standard,0,0
422384,144-E,GREEN,Cocks Standard,0,0
422385,144-E,IVORY,Cocks Standard,0,0
422386,144-E,M GREEN,Cocks Standard,0,0
422387,144-E,PINK,Cocks Standard,0,0
422388,144-E,WHITE,Cocks Standard,459.67,0
422389,144-EB,IVORY,Cocks Standard,390,487
422390,144-EB,WHITE,Cocks Standard,600,1365
422391,144-H,BURGUNDY,Cocks Standard,0,0
422392,144-H,GREEN,Cocks Standard,0,0
422393,144-H,IVORY,Cocks Standard,360,0
422394,144-H,M GREEN,Cocks Standard,0,0
422395,144-H,PINK,Cocks Standard,0,0
422396,144-H,WHITE,Cocks Standard,3090.33,1038.33
422397,144-HG,,Cocks Premium,30,42
422398,144-HP,,Cocks Premium,0,0
422399,144-HR,,Cocks Premium,240,231
422400,144-HW,,Cocks Premium,149.33,0
422401,144-I,IVORY,Cocks Standard,22,0
422402,144-I,WHITE,Cocks Standard,22,0
422403,144-IG,,Cocks Premium,22,0
422404,144-IP,,Cocks Premium,0,0
422405,144-IR,,Cocks Premium,0,0
422406,144-IW,,Cocks Premium,0,0
422407,144-K,WHITE,Cocks Standard,1530,2308
422408,144-L,WHITE,Cocks Standard,0,0
422409,144-LG,,Cocks Premium,0,0
422410,144-LP,,Cocks Premium,0,0
422411,144-LR,,Cocks Premium,0,0
422412,144-LS,WHITE,Cocks Standard,0,0
422413,144-LSB,BLUE,Cocks Standard,60,710
422414,144-LW,,Cocks Premium,0,0
422415,144-N,IVORY,Cocks Standard,0,0
422416,144-N,WHITE,Cocks Standard,110,87
422417,144-NB,,Cocks Premium,132,162
422418,144-NG,,Cocks Premium,44.33,44.33
422419,144-NP,,Cocks Premium,66,0
422420,144-NR,,Cocks Premium,264,0
422421,144-NW,,Cocks Premium,66,0
422422,144-O,BURGUNDY,Cocks Standard,0,0
422423,144-O,GREEN,Cocks Standard,0,0
422424,144-O,IVORY,Cocks Standard,1306,0
422425,144-O,M GREEN,Cocks Standard,0,0
422426,144-O,PINK,Cocks Standard,0,0
422427,144-O,WHITE,Cocks Standard,5689.33,1977.33
422428,144-P,BURGUNDY,Cocks Standard,0,0
422429,144-P,GREEN,Cocks Standard,0,0
422430,144-P,IVORY,Cocks Standard,463.33,393.33
422431,144-P,M GREEN,Cocks Standard,0,0
422432,144-P,PINK,Cocks Standard,0,0
422433,144-P,WHITE,Cocks Standard,471.33,1164.33
422434,144-PR,,Cocks Standard,0,0
422435,144-Q,BURGUNDY,Cocks Standard,0,0
422436,144-Q,GREEN,Cocks Standard,0,0
422437,144-Q,IVORY,Cocks Standard,286,590
422438,144-Q,M GREEN,Cocks Standard,0,0
422439,144-Q,PINK,Cocks Standard,0,0
422440,144-Q,WHITE,Cocks Standard,286,0
422441,144-QAB,,Cocks Standard,88,48
422442,144-QG,,Cocks Premium,66,0
422443,144-QP,,Cocks Premium,44,0
422444,144-QR,,Cocks Premium,1514.67,2060.67
422445,144-QW,,Cocks Premium,0,0
422446,144-R,BURGUNDY,Cocks Standard,0,0
422447,144-R,GREEN,Cocks Standard,0,0
422448,144-R,IVORY,Cocks Standard,198,393
422449,144-R,M GREEN,Cocks Standard,0,0
422450,144-R,PINK,Cocks Standard,0,0
422451,144-R,WHITE,Cocks Standard,22,0
422452,144-RG,,Cocks Premium,122,42
422453,144-RP,,Cocks Premium,0,0
422454,144-RR,14,Cocks Premium,66,36
422455,144-RW,,Cocks Premium,0,0
422456,144-S,BURGUNDY,Cocks Standard,0,0
422457,144-S,GREEN,Cocks Standard,0,0
422458,144-S,IVORY,Cocks Standard,270,0
422459,144-S,M GREEN,Cocks Standard,0,0
422460,144-S,PINK,Cocks Standard,0,0
422461,144-S,WHITE,Cocks Standard,1133.67,1263.67
422462,144-SG,,Cocks Premium,40,0
422463,144-SP,,Cocks Premium,270,875
422464,144-SR,,Cocks Premium,1274,1838
422465,144-SW,,Cocks Premium,0,0
422466,144-T,BURGUNDY,Cocks Standard,0,0
422467,144-T,GREEN,Cocks Standard,0,0
422468,144-T,IVORY,Cocks Standard,352,280
422469,144-T,M GREEN,Cocks Standard,0,0
422470,144-T,PINK,Cocks Standard,0,0
422471,144-T,WHITE,Cocks Standard,882.67,859.67
422472,144-U,BURGUNDY,Cocks Standard,0,0
422473,144-U,GREEN,Cocks Standard,0,0
422474,144-U,IVORY,Cocks Standard,0,0
422475,144-U,M GREEN,Cocks Standard,0,0
422476,144-U,PINK,Cocks Standard,0,0
422477,144-U,WHITE,Cocks Standard,88,74
422478,144-UG,,Cocks Premium,66,11
422479,144-UP,,Cocks Premium,0,0
422480,144-UR,16,Cocks Premium,132,56
422481,144-UW,,Cocks Premium,0,0
422482,144-V,BURGUNDY,Cocks Standard,0,0
422483,144-V,GREEN,Cocks Standard,0,0
422484,144-V,IVORY,Cocks Standard,30,0
422485,144-V,M GREEN,Cocks Standard,0,0
422486,144-V,PINK,Cocks Standard,0,0
422487,144-V,WHITE,Cocks Standard,0,0
422488,144-VG,,Cocks Premium,0,0
422489,144-VP,53,Cocks Premium,150,98
422490,144-VR,,Cocks Premium,90,0
422491,144-VW,,Cocks Premium,0,0
422492,1441,BURGUNDY,Cocks Standard,0,0
422493,1441,GREEN,Cocks Standard,0,0
422494,1441,IVORY,Cocks Standard,300,0
422495,1441,M GREEN,Cocks Standard,0,0
422496,1441,PINK,Cocks Standard,0,0
422497,1441,WHITE,Cocks Standard,540.67,0
422498,145,BLUE,Cocks Standard,0,0
422499,145,BURGUNDY,Cocks Standard,0,0
422500,145,GREEN,Cocks Standard,0,0
422501,145,IVORY,Cocks Standard,1045,1561
422502,145,M GREEN,Cocks Standard,0,0
422503,145,PINK,Cocks Standard,93.33,232.33
422504,145,WHITE,Cocks Standard,2801.67,3476.67
422505,145-5E,,Cocks Standard,0,0
422506,145-5U,,Cocks Standard,0,0
422507,145-A,WHITE,Cocks Standard,46.67,174.67
422508,145-AB,WHITE,Cocks Standard,0,0
422509,145-AP,IVORY,Cocks Standard,40,14
422510,145-AP,WHITE,Cocks Standard,0,0
422511,145-AS,IVORY,Cocks Standard,40,0
422512,145-AS,WHITE,Cocks Standard,63.33,89.33
422513,145-B,BURGUNDY,Cocks Standard,0,0
422514,145-B,GREEN,Cocks Standard,0,0
422515,145-B,IVORY,Cocks Standard,0,0
422516,145-B,M GREEN,Cocks Standard,0,0
422517,145-B,PINK,Cocks Standard,0,0
422518,145-B,WHITE,Cocks Standard,44,45
422519,145-C,BURGUNDY,Cocks Standard,0,0
422520,145-C,GREEN,Cocks Standard,0,0
422521,145-C,IVORY,Cocks Standard,0,0
422522,145-C,M GREEN,Cocks Standard,0,0
422523,145-C,PINK,Cocks Standard,0,0
422524,145-C,WHITE,Cocks Standard,880,1240
422525,145-D,BURGUNDY,Cocks Standard,0,0
422526,145-D,GREEN,Cocks Standard,0,0
422527,145-D,IVORY,Cocks Standard,7.67,0
422528,145-D,M GREEN,Cocks Standard,0,0
422529,145-D,PINK,Cocks Standard,0,0
422530,145-D,WHITE,Cocks Standard,7.67,27.67
422531,145-DB,BLACK,Cocks Standard,38.33,51.33
422532,145-DG,10,Cocks Premium,3.33,0
422533,145-DP,,Cocks Premium,0,0
422534,145-DR,,Cocks Premium,19.33,48.33
422535,145-DW,,Cocks Premium,0,16
422536,145-E,BURGUNDY,Cocks Standard,0,0
422537,145-E,GREEN,Cocks Standard,0,0
422538,145-E,IVORY,Cocks Standard,0,0
422539,145-E,M GREEN,Cocks Standard,0,0
422540,145-E,PINK,Cocks Standard,0,0
422541,145-E,WHITE,Cocks Standard,14.67,0
422542,145-EB,IVORY,Cocks Standard,0,0
422543,145-EB,WHITE,Cocks Standard,80,158
422544,145-H,BURGUNDY,Cocks Standard,0,0
422545,145-H,GREEN,Cocks Standard,0,0
422546,145-H,IVORY,Cocks Standard,11.67,0
422547,145-H,M GREEN,Cocks Standard,0,0
422548,145-H,PINK,Cocks Standard,0,0
422549,145-H,WHITE,Cocks Standard,220,0
422550,145-HG,,Cocks Premium,0,0
422551,145-HP,,Cocks Premium,0,0
422552,145-HR,,Cocks Premium,1.67,0
422553,145-HW,,Cocks Premium,0,0
422554,145-I,IVORY,Cocks Standard,7.67,2.67
422555,145-I,WHITE,Cocks Standard,7.67,0
422556,145-IG,,Cocks Premium,7.67,0
422557,145-IP,,Cocks Premium,0,0
422558,145-IR,,Cocks Premium,0,0
422559,145-IW,,Cocks Premium,0,0
422560,145-K,WHITE,Cocks Standard,40,17
422561,145-L,WHITE,Cocks Standard,0,0
422562,145-LG,,Cocks Premium,0,0
422563,145-LP,,Cocks Premium,0,0
422564,145-LR,,Cocks Premium,0,0
422565,145-LS,WHITE,Cocks Standard,11.67,17.67
422566,145-LSB,BLUE,Cocks Standard,0,241
422567,145-LW,,Cocks Premium,0,0
422568,145-N,IVORY,Cocks Standard,0,0
422569,145-N,WHITE,Cocks Standard,46.67,186.67
422570,145-NB,,Cocks Premium,23.33,0
422571,145-NG,,Cocks Premium,18.33,4.33
422572,145-NP,,Cocks Premium,0,0
422573,145-NR,,Cocks Premium,35,0
422574,145-NW,,Cocks Premium,11.67,0
422575,145-O,BURGUNDY,Cocks Standard,0,0
422576,145-O,GREEN,Cocks Standard,0,0
422577,145-O,IVORY,Cocks Standard,20,0
422578,145-O,M GREEN,Cocks Standard,0,0
422579,145-O,PINK,Cocks Standard,0,0
422580,145-O,WHITE,Cocks Standard,420,585
422581,145-P,BURGUNDY,Cocks Standard,0,0
422582,145-P,GREEN,Cocks Standard,0,0
422583,145-P,IVORY,Cocks Standard,50,49
422584,145-P,M GREEN,Cocks Standard,0,0
422585,145-P,PINK,Cocks Standard,0,0
422586,145-P,WHITE,Cocks Standard,74.67,216.67
422587,145-PR,,Cocks Standard,0,0
422588,145-Q,BURGUNDY,Cocks Standard,0,0
422589,145-Q,GREEN,Cocks Standard,0,0
422590,145-Q,IVORY,Cocks Standard,35.67,0
422591,145-Q,M GREEN,Cocks Standard,0,0
422592,145-Q,PINK,Cocks Standard,0,0
422593,145-Q,WHITE,Cocks Standard,15.33,0
422594,145-QAB,,Cocks Standard,7.67,0
422595,145-QG,,Cocks Premium,7.67,0
422596,145-QP,,Cocks Premium,23,11
422597,145-QR,9,Cocks Premium,92,90
422598,145-QW,,Cocks Premium,0,0
422599,145-R,BURGUNDY,Cocks Standard,0,0
422600,145-R,GREEN,Cocks Standard,0,0
422601,145-R,IVORY,Cocks Standard,0,0
422602,145-R,M GREEN,Cocks Standard,0,0
422603,145-R,PINK,Cocks Standard,0,0
422604,145-R,WHITE,Cocks Standard,0,0
422605,145-RG,,Cocks Premium,7.67,7.67
422606,145-RP,,Cocks Premium,0,0
422607,145-RR,,Cocks Premium,15.33,38.33
422608,145-RW,,Cocks Premium,0,0
422609,145-S,BURGUNDY,Cocks Standard,0,0
422610,145-S,GREEN,Cocks Standard,0,0
422611,145-S,IVORY,Cocks Standard,43.33,9.33
422612,145-S,M GREEN,Cocks Standard,0,0
422613,145-S,PINK,Cocks Standard,0,0
422614,145-S,WHITE,Cocks Standard,80,76
422615,145-SG,,Cocks Premium,10,9
422616,145-SP,,Cocks Premium,0,0
422617,145-SR,,Cocks Premium,210,303
422618,145-SW,,Cocks Premium,0,0
422619,145-U,BURGUNDY,Cocks Standard,0,0
422620,145-U,GREEN,Cocks Standard,0,0
422621,145-U,IVORY,Cocks Standard,0,0
422622,145-U,M GREEN,Cocks Standard,0,0
422623,145-U,PINK,Cocks Standard,0,0
422624,145-U,WHITE,Cocks Standard,38.33,25.33
422625,145-UG,,Cocks Premium,0,0
422626,145-UP,,Cocks Premium,0,0
422627,145-UR,17,Cocks Premium,15.33,0.33
422628,145-UW,,Cocks Premium,0,0
422629,145-V,BURGUNDY,Cocks Standard,0,0
422630,145-V,GREEN,Cocks Standard,0,0
422631,145-V,IVORY,Cocks Standard,10,10
422632,145-V,M GREEN,Cocks Standard,0,0
422633,145-V,PINK,Cocks Standard,0,0
422634,145-V,WHITE,Cocks Standard,0,0
422635,145-VG,,Cocks Premium,0,0
422636,145-VP,,Cocks Premium,0,0
422637,145-VR,,Cocks Premium,20,0
422638,145-VW,,Cocks Premium,0,0
422639,1451,BURGUNDY,Cocks Standard,0,0
422640,1451,GREEN,Cocks Standard,0,0
422641,1451,IVORY,Cocks Standard,105,160
422642,1451,M GREEN,Cocks Standard,0,0
422643,1451,PINK,Cocks Standard,0,0
422644,1451,WHITE,Cocks Standard,105,128
422645,146,BURGUNDY,Cocks Standard,0,0
422646,146,GREEN,Cocks Standard,0,0
422647,146,IVORY,Cocks Standard,76,0
422648,146,M GREEN,Cocks Standard,0,0
422649,146,PINK,Cocks Standard,0,0
422650,146,WHITE,Cocks Standard,13.33,0
422651,146-A,WHITE,Cocks Standard,0,0
422652,146-AB,,Cocks Standard,0,0
422653,146-B,BURGUNDY,Unclassified,,0
422654,146-B,GREEN,Unclassified,,0
422655,146-B,IVORY,Unclassified,,0
422656,146-B,IVORY,Unclassified,,0
422657,146-B,M GREEN,Unclassified,,0
422658,146-B,PINK,Unclassified,,0
422659,146-B,WHITE,Unclassified,,0
422660,146-B,WHITE,Unclassified,,0
422661,146-BO,BURGUNDY,Unclassified,,0
422662,146-BO,GREEN,Unclassified,,0
422663,146-BO,IVORY,Unclassified,,0
422664,146-BO,M GREEN,Unclassified,,0
422665,146-BO,PINK,Unclassified,,0
422666,146-BO,WHITE,Unclassified,,0
422667,146-BO,WHITE,Unclassified,,0
422668,146-BP,BURGUNDY,Cocks Standard,0,0
422669,146-BP,GREEN,Cocks Standard,0,0
422670,146-BP,IVORY,Cocks Standard,0,0
422671,146-BP,M GREEN,Cocks Standard,0,0
422672,146-BP,PINK,Cocks Standard,0,0
422673,146-BP,WHITE,Cocks Standard,0,0
422674,146-C,BURGUNDY,Cocks Standard,0,0
422675,146-C,GREEN,Cocks Standard,0,0
422676,146-C,IVORY,Cocks Standard,0,0
422677,146-C,M GREEN,Cocks Standard,0,0
422678,146-C,PINK,Cocks Standard,0,0
422679,146-C,WHITE,Cocks Standard,21.33,11.33
