id,item_code,colour,avg_3mo_sale,stock,pending_current,pending_last_month
419619,127-LSB,BLUE,11,16,0,380
419620,127-O,BURGUNDY,0,0,0,0
419621,127-O,GREEN,0,0,0,0
419622,127-O,IVORY,110,0,0,171
419623,127-O,M GREEN,0,0,0,0
419624,127-O,PINK,0,0,0,0
419625,127-O,WHITE,814,116,0,0
419626,127-P,BURGUNDY,0,0,0,0
419627,127-P,GREEN,0,0,0,0
419628,127-P,IVORY,22,87,0,0
419629,127-P,M GREEN,0,0,0,0
419630,127-P,PINK,0,0,0,0
419631,127-P,WHITE,220,0,0,388
419632,127-S,BURGUNDY,0,0,0,0
419633,127-S,GREEN,0,0,0,0
419634,127-S,IVORY,81,61,0,0
419635,127-S,M GREEN,0,0,0,0
419636,127-S,PINK,0,0,0,0
419637,127-S,WHITE,154,252,0,0
419638,127-SG,,3.33,55,0,0
419639,127-SP,,0,99,0,0
419640,127-SR,,352,47,0,0
419641,127-SW,,0,107,0,0
419642,127-V,BURGUNDY,0,0,0,0
419643,127-V,GREEN,0,0,0,0
419644,127-V,IVORY,0,8,0,0
419645,127-V,M GREEN,0,0,0,0
419646,127-V,PINK,0,0,0,0
419647,127-V,WHITE,0,89,0,0
419648,127-VG,,0,0,0,0
419649,127-VP,,0,0,0,0
419650,127-VR,,0,120,0,0
419651,127-VW,,0,0,0,0
419652,128,IVORY,1280,0,0,18
419653,128,PINK,106.67,0,0,158
419654,128,WHITE,2394,0,0,1475
419655,128 X,,0,0,0,0
419656,1281,,0,0,0,0
419657,129,BLUE,0,15,0,0
419658,129,BURGUNDY,0,0,0,0
419659,129,GREEN,8,22,0,0
419660,129,IVORY,8962.67,0,0,7275
419661,129,M GREEN,0,0,0,0
419662,129,PINK,168,0,0,39
419663,129,WHITE,4390,0,0,3578
419664,129-9E,,0,0,0,0
419665,129-9U,,0,0,0,0
419666,129-A,WHITE,32,0,0,63
419667,129-AB,,0,0,0,0
419668,129-AP,IVORY,104,123,0,0
419669,129-AP,WHITE,28,102,0,0
419670,129-AS,IVORY,424,0,0,467
419671,129-AS,WHITE,96,16,0,0
419672,129-B,BURGUNDY,0,0,0,0
419673,129-B,GREEN,0,0,0,0
419674,129-B,IVORY,0,83,0,0
419675,129-B,M GREEN,0,0,0,0
419676,129-B,PINK,0,0,0,0
419677,129-B,WHITE,100,54,0,0
419678,129-C,BURGUNDY,0,0,0,0
419679,129-C,GREEN,0,0,0,0
419680,129-C,IVORY,0,144,0,0
419681,129-C,M GREEN,0,0,0,0
419682,129-C,PINK,0,0,0,0
419683,129-C,WHITE,877,0,0,877
419684,129-D,BURGUNDY,0,0,0,0
419685,129-D,GREEN,0,0,0,0
419686,129-D,IVORY,32,0,0,5
419687,129-D,M GREEN,0,0,0,0
419688,129-D,PINK,0,0,0,0
419689,129-D,WHITE,67,0,24,13
419690,129-DB,BLACK,56,0,0,61
419691,129-DG,,3.33,7,0,0
419692,129-DP,,10,33,0,0
419693,129-DR,,48,0,96,55
419694,129-DW,,0,6,24,0
419695,129-E,BURGUNDY,0,0,0,0
419696,129-E,GREEN,0,0,0,0
419697,129-E,IVORY,0,65,0,0
419698,129-E,M GREEN,0,0,0,0
419699,129-E,PINK,0,0,0,0
419700,129-E,WHITE,1,335,0,0
419701,129-EB,IVORY,0,135,0,0
419702,129-EB,WHITE,144,0,0,112
419703,129-H,BURGUNDY,0,0,0,0
419704,129-H,GREEN,0,0,0,0
419705,129-H,IVORY,96,289,0,0
419706,129-H,M GREEN,0,0,0,0
419707,129-H,PINK,0,0,0,0
419708,129-H,WHITE,552,604,0,0
419709,129-HG,,0,7,0,0
419710,129-HP,,0,20,0,0
419711,129-HR,99,104,49,0,0
419712,129-HW,,8,11,0,0
419713,129-I,IVORY,0,0,0,0
419714,129-I,WHITE,0,5,0,0
419715,129-IG,,10,1,0,0
419716,129-IP,,0,0,0,0
419717,129-IR,,0,7,0,0
419718,129-IW,,0,0,0,0
419719,129-K,WHITE,112,0,0,52
419720,129-L,WHITE,10,11,0,0
419721,129-LG,,0,0,0,0
419722,129-LP,,0,0,0,0
419723,129-LR,,0,0,0,0
419724,129-LS,WHITE,32,31,0,0
419725,129-LSB,BLUE,8,13,0,300
419726,129-LW,,10,11,0,0
419727,129-N,IVORY,0,68,0,0
419728,129-N,WHITE,32,0,0,43
419729,129-NB,,18.67,10,0,0
419730,129-NG,,9.33,2,0,0
419731,129-NP,,0,0,0,0
419732,129-NR,,46.67,563,0,0
419733,129-NW,,18.67,106,0,0
419734,129-O,BURGUNDY,0,0,0,0
419735,129-O,GREEN,0,0,0,0
419736,129-O,IVORY,64,163,0,0
419737,129-O,M GREEN,0,0,0,0
419738,129-O,PINK,0,0,0,0
419739,129-O,WHITE,456,149,0,0
419740,129-P,BURGUNDY,0,0,0,0
419741,129-P,GREEN,0,0,0,0
419742,129-P,IVORY,48,13,0,0
419743,129-P,M GREEN,0,0,0,0
419744,129-P,PINK,0,0,0,0
419745,129-P,WHITE,86,0,0,139
419746,129-PR,,0,0,0,0
419747,129-Q,BURGUNDY,0,0,0,0
419748,129-Q,GREEN,0,0,0,0
419749,129-Q,IVORY,32,95,0,0
419750,129-Q,M GREEN,0,0,0,0
419751,129-Q,PINK,0,0,0,0
419752,129-Q,WHITE,0,34,0,0
419753,129-QAB,,8,33,0,0
419754,129-QG,,24,4,0,0
419755,129-QP,,24,37,0,0
419756,129-QR,107,208,23,0,0
419757,129-QW,,0,104,0,0
419758,129-R,BURGUNDY,0,0,0,0
419759,129-R,GREEN,0,0,0,0
419760,129-R,IVORY,0,0,0,0
419761,129-R,M GREEN,0,0,0,0
419762,129-R,PINK,0,0,0,0
419763,129-R,WHITE,10,4,0,0
419764,129-RG,,30,13,0,0
419765,129-RH,,0,0,0,0
419766,129-RP,,0,23,0,0
419767,129-RR,,10,1,0,0
419768,129-RW,,0,8,0,0
419769,129-S,BURGUNDY,0,0,0,0
419770,129-S,GREEN,0,0,0,0
419771,129-S,IVORY,136,0,0,99
419772,129-S,M GREEN,0,0,0,0
419773,129-S,PINK,0,0,0,0
419774,129-S,WHITE,232,0,0,114
419775,129-SG,,17.67,21,0,0
419776,129-SP,,16,13,0,0
419777,129-SR,,340.33,0,0,159
419778,129-SW,,8,4,0,0
419779,129-U,BURGUNDY,0,0,0,0
419780,129-U,GREEN,0,0,0,0
419781,129-U,IVORY,0,0,0,0
419782,129-U,M GREEN,0,0,0,0
419783,129-U,PINK,0,0,0,0
419784,129-U,WHITE,24,15,0,0
419785,129-UG,,0,24,0,0
419786,129-UP,,8,68,0,0
419787,129-UR,,16,114,0,0
419788,129-UW,,0,40,0,0
419789,129-V,BURGUNDY,0,0,0,0
419790,129-V,GREEN,0,0,0,0
419791,129-V,IVORY,40,48,0,0
419792,129-V,M GREEN,0,0,0,0
419793,129-V,PINK,0,0,0,0
419794,129-V,WHITE,0,8,0,0
419795,129-VG,,0,46,0,0
419796,129-VP,14,32,18,0,0
419797,129-VR,,16,5,0,0
419798,129-VW,,0,27,0,0
419799,1291,BURGUNDY,0,0,0,0
419800,1291,GREEN,0,0,0,0
419801,1291,IVORY,72,87,0,0
419802,1291,M GREEN,0,0,0,0
419803,1291,PINK,0,0,0,0
419804,1291,WHITE,160,85,0,0
419805,129I,,0,0,0,0
419806,129QW,,0,0,0,0
419807,130,BLUE,0,333,0,0
419808,130,BURGUNDY,0,0,0,0
419809,130,GREEN,0,204,0,0
419810,130,IVORY,2421,0,0,1610
419811,130,M GREEN,0,0,0,0
419812,130,PINK,66,141,0,0
419813,130,WHITE,3911.67,0,0,2672
419814,130-0E,,0,0,0,0
419815,130-0U,,0,0,0,0
419816,130-A,WHITE,0,0,0,0
419817,130-AB,,0,0,0,0
419818,130-AP,IVORY,10,57,0,0
419819,130-AP,WHITE,0,22,0,0
419820,130-AS,IVORY,200,0,0,173
419821,130-AS,WHITE,90,49,30,0
419822,130-B,BURGUNDY,0,0,0,0
419823,130-B,GREEN,0,0,0,0
419824,130-B,IVORY,50,28,0,0
419825,130-B,M GREEN,0,0,0,0
419826,130-B,PINK,0,0,0,0
419827,130-B,WHITE,130,0,30,51
419828,130-C,BURGUNDY,0,0,0,0
419829,130-C,GREEN,0,0,0,0
419830,130-C,IVORY,0,437,0,0
419831,130-C,M GREEN,0,0,0,0
419832,130-C,PINK,0,0,0,0
419833,130-C,WHITE,286,171,0,0
419834,130-D,BURGUNDY,0,0,0,0
419835,130-D,GREEN,0,0,0,0
419836,130-D,IVORY,40,0,0,30
419837,130-D,M GREEN,0,0,0,0
419838,130-D,PINK,0,0,0,0
419839,130-D,WHITE,54,0,30,9
419840,130-DB,BLACK,110,33,0,0
419841,130-DG,,3.33,0,0,0
419842,130-DP,,10,47,0,0
419843,130-DR,,70,0,150,89
419844,130-DW,,0,18,30,0
419845,130-E,BURGUNDY,0,0,0,0
419846,130-E,GREEN,0,0,0,0
419847,130-E,IVORY,0,150,0,0
419848,130-E,M GREEN,0,0,0,0
419849,130-E,PINK,0,0,0,0
419850,130-E,WHITE,275.33,0,22,237
419851,130-EB,IVORY,0,41,0,0
419852,130-EB,WHITE,250,0,0,369
419853,130-H,BURGUNDY,0,0,0,0
419854,130-H,GREEN,0,0,0,0
419855,130-H,IVORY,0,1028,0,0
419856,130-H,M GREEN,0,0,0,0
419857,130-H,PINK,0,0,0,0
419858,130-H,WHITE,22,396,0,0
419859,130-HG,,0,159,0,0
419860,130-HP,,0,91,0,0
419861,130-HR,,88,2,0,0
419862,130-HW,,22,199,0,0
419863,130-I,IVORY,0,0,0,0
419864,130-I,WHITE,143,33,0,0
419865,130-I N,,0,0,0,0
419866,130-IG,,11,16,0,0
419867,130-IP,,22,22,0,0
419868,130-IR,,11,11,0,0
419869,130-IW,,0,0,0,0
419870,130-K,WHITE,0,169,0,0
419871,130-L,WHITE,55,30,0,0
419872,130-LG,,0,0,0,0
419873,130-LP,,0,0,0,0
419874,130-LR,,0,20,0,0
419875,130-LS,WHITE,0,15,0,0
419876,130-LSB,BLUE,10,0,0,228
419877,130-LW,,11,72,0,0
419878,130-N,IVORY,0,42,0,0
419879,130-N,WHITE,50,0,0,118
419880,130-NB,,10,0,0,29
419881,130-NG,,0.33,8,0,0
419882,130-NP,,10,60,0,0
419883,130-NR,,30,79,0,0
419884,130-NW,,20,2,0,0
419885,130-O,BURGUNDY,0,0,0,0
419886,130-O,GREEN,0,0,0,0
419887,130-O,IVORY,120,552,0,0
419888,130-O,M GREEN,0,0,0,0
419889,130-O,PINK,0,0,0,0
419890,130-O,WHITE,1200,0,0,418
419891,130-P,BURGUNDY,0,0,0,0
419892,130-P,GREEN,0,0,0,0
419893,130-P,IVORY,3.33,104,0,0
419894,130-P,M GREEN,0,0,0,0
419895,130-P,PINK,0,0,0,0
419896,130-P,WHITE,50,0,0,18
419897,130-Q,BURGUNDY,0,0,0,0
419898,130-Q,GREEN,0,0,0,0
419899,130-Q,IVORY,200,0,0,103
419900,130-Q,M GREEN,0,0,0,0
419901,130-Q,PINK,0,0,0,0
419902,130-Q,WHITE,220,0,0,16
419903,130-QAB,,0,0,0,0
419904,130-QG,,0,0,0,0
419905,130-QP,,50,18,30,0
419906,130-QR,36,239.33,0,30,25
419907,130-QW,,0,10,0,0
419908,130-R,BURGUNDY,0,0,0,0
419909,130-R,GREEN,0,0,0,0
419910,130-R,IVORY,44,30,0,0
419911,130-R,M GREEN,0,0,0,0
419912,130-R,PINK,0,0,0,0
419913,130-R,WHITE,11,58,0,0
419914,130-RG,,54,33,0,0
419915,130-RN,34,0,0,0,0
419916,130-RN,IVORY,21.33,1,0,0
419917,130-RN,WHITE,0,100,0,0
419918,130-RNG,,0,13,0,0
419919,130-RNP,,0,26,0,0
419920,130-RNR,,0,57,0,0
419921,130-RNW,,0,0,0,0
419922,130-RP,,0,13,0,0
419923,130-RR,,0,0,0,0
419924,130-RW,,0,25,0,0
419925,130-S,BURGUNDY,0,0,0,0
419926,130-S,GREEN,0,0,0,0
419927,130-S,IVORY,100,52,90,0
419928,130-S,M GREEN,0,0,0,0
419929,130-S,PINK,0,0,0,0
419930,130-S,WHITE,180,110,30,0
419931,130-SG,,21.67,27,0,0
419932,130-SP,,110,0,0,117
419933,130-SR,,331,0,30,310
419934,130-SW,,0,17,0,0
419935,130-U,BURGUNDY,0,0,0,0
419936,130-U,GREEN,0,0,0,0
419937,130-U,IVORY,0,60,0,0
419938,130-U,M GREEN,0,0,0,0
419939,130-U,PINK,0,0,0,0
419940,130-U,WHITE,90,0,0,174
419941,130-UG,,0,44,0,0
419942,130-UP,30,10,61,0,0
419943,130-UR,13,50,31,0,0
419944,130-UW,,10,212,0,0
419945,130-V,BURGUNDY,0,0,0,0
419946,130-V,GREEN,0,0,0,0
419947,130-V,IVORY,10,76,0,0
419948,130-V,M GREEN,0,0,0,0
419949,130-V,PINK,0,0,0,0
419950,130-V,WHITE,0,0,0,0
419951,130-VG,,40,15,0,0
419952,130-VP,60,80,42,0,0
419953,130-VR,,10,15,0,0
419954,130-VW,,0,52,0,0
419955,130C,,0,0,0,0
419956,131,BURGUNDY,0,0,0,0
419957,131,GREEN,0,0,0,0
419958,131,IVORY,408.33,0,0,83
419959,131,M GREEN,0,0,0,0
419960,131,PINK,0,0,0,0
419961,131,WHITE,1130,0,0,379
419962,131-A,IVORY,0,152,0,0
419963,131-A,WHITE,50,17,0,0
419964,131-AB,,0,0,0,0
419965,131-B,,0,0,0,0
419966,131-C,BURGUNDY,0,0,0,0
419967,131-C,GREEN,0,0,0,0
419968,131-C,IVORY,0,44,0,0
419969,131-C,M GREEN,0,0,0,0
419970,131-C,PINK,0,0,0,0
419971,131-C,WHITE,285,0,0,263
419972,131-D,IVORY,0,0,58,0
419973,131-DB,BLACK,0,0,83,0
419974,131-DG,,0,0,0,0
419975,131-DP,PEACH,0,0,20,0
419976,131-DR,R BLUE,0,0,44,0
419977,131-DW,,0,0,10,0
419978,131-F,,0,0,0,0
419979,131-G,,0,0,0,0
419980,131-H,BURGUNDY,0,0,0,0
419981,131-H,GREEN,0,0,0,0
419982,131-H,IVORY,0,100,0,0
419983,131-H,M GREEN,0,0,0,0
419984,131-H,PINK,0,0,0,0
419985,131-H,WHITE,240,69,0,0
419986,131-HG,,0,39,0,0
419987,131-HP,,0,41,0,0
419988,131-HR,,10,51,0,0
419989,131-HW,,0,41,0,0
419990,131-I,IVORY,0,19,0,0
419991,131-I,WHITE,0,16,0,0
419992,131-IG,,0,0,0,0
419993,131-IP,,0,9,0,0
419994,131-IR,,0,30,0,0
419995,131-IW,,0,0,0,0
419996,131-K,WHITE,0,135,0,0
419997,131-L,WHITE,0,6,0,0
419998,131-LG,,0,0,0,0
419999,131-LP,,0,0,0,0
420000,131-LR,,0,6,0,0
420001,131-LS,WHITE,0,0,0,0
420002,131-LSB,BLUE,0,17,0,358
420003,131-LW,,0,0,0,0
420004,131-N,BURGUNDY,0,0,0,0
420005,131-N,GREEN,0,0,0,0
420006,131-N,IVORY,590,0,0,67
420007,131-N,M GREEN,0,0,0,0
420008,131-N,PINK,0,0,0,0
420009,131-N,WHITE,300,85,0,0
420010,131-NP,BURGUNDY,0,0,0,0
420011,131-NP,GREEN,0,0,0,0
420012,131-NP,IVORY,0,0,0,0
420013,131-NP,M GREEN,0,0,0,0
420014,131-NP,PINK,0,0,0,0
420015,131-NP,WHITE,0,15,0,0
420016,131-O,BURGUNDY,0,0,0,0
420017,131-O,GREEN,0,0,0,0
420018,131-O,IVORY,0,145,0,0
420019,131-O,M GREEN,0,0,0,0
420020,131-O,PINK,0,0,0,0
420021,131-O,WHITE,90,162,0,0
420022,131-P,BURGUNDY,0,0,0,0
420023,131-P,GREEN,0,0,0,0
420024,131-P,IVORY,0,0,0,0
420025,131-P,M GREEN,0,0,0,0
420026,131-P,PINK,0,0,0,0
420027,131-P,WHITE,62,0,0,118
420028,131-PR,,0,0,0,0
420029,131-S,,0,0,0,0
420030,131-W,,0,0,0,0
420031,1311,BURGUNDY,0,0,0,0
420032,1311,GREEN,0,0,0,0
420033,1311,IVORY,90,0,0,44
420034,1311,M GREEN,0,0,0,0
420035,1311,PINK,0,0,0,0
420036,1311,WHITE,140,0,0,28
420037,1311-C,BURGUNDY,0,0,0,0
420038,1311-C,GREEN,0,0,0,0
420039,1311-C,IVORY,0,115,0,0
420040,1311-C,M GREEN,0,0,0,0
420041,1311-C,PINK,0,0,0,0
420042,1311-C,WHITE,450.33,0,0,562
420043,1311-H,BURGUNDY,0,0,0,0
420044,1311-H,GREEN,0,0,0,0
420045,1311-H,IVORY,40,229,0,0
420046,1311-H,M GREEN,0,0,0,0
420047,1311-H,PINK,0,0,0,0
420048,1311-H,WHITE,160,274,0,0
420049,1311-HG,,0,47,0,0
420050,1311-HP,,0,42,0,0
420051,1311-HR,,10,0,0,5
420052,1311-HW,,0,601,0,0
420053,1311-K,WHITE,120,0,0,26
420054,1311-N,BURGUNDY,0,0,0,0
420055,1311-N,GREEN,0,0,0,0
420056,1311-N,IVORY,0,54,0,0
420057,1311-N,M GREEN,0,0,0,0
420058,1311-N,PINK,0,0,0,0
420059,1311-N,WHITE,98.33,162,0,0
420060,1311-W,,0,0,0,0
420061,132,BURGUNDY,0,648,0,0
420062,132,GREEN,0,0,0,0
420063,132,IVORY,1495,0,0,1167
420064,132,M GREEN,0,0,0,0
420065,132,PINK,0,0,0,0
420066,132,WHITE,1428.67,0,0,227
420067,132-2E,,0,0,0,0
420068,132-2U,,0,0,0,0
420069,132-A,IVORY,0,1,0,0
420070,132-A,WHITE,0,49,0,0
420071,132-AB,,0,0,0,0
420072,132-AP,IVORY,0,52,0,0
420073,132-AP,WHITE,0,16,0,0
420074,132-AS,IVORY,17.33,2,0,0
420075,132-AS,WHITE,52,29,0,0
420076,132-B,BURGUNDY,0,0,0,0
420077,132-B,GREEN,0,0,0,0
420078,132-B,IVORY,17.33,23,0,0
420079,132-B,M GREEN,0,0,0,0
420080,132-B,PINK,0,0,0,0
420081,132-B,WHITE,69.33,0,0,22
420082,132-C,BURGUNDY,0,0,0,0
420083,132-C,GREEN,0,0,0,0
420084,132-C,IVORY,0,99,0,0
420085,132-C,M GREEN,0,0,0,0
420086,132-C,PINK,0,0,0,0
420087,132-C,WHITE,780.33,0,0,427
420088,132-D,BURGUNDY,0,0,0,0
420089,132-D,GREEN,0,0,0,0
420090,132-D,IVORY,13,35,0,0
420091,132-D,M GREEN,0,0,0,0
420092,132-D,PINK,0,0,0,0
420093,132-D,WHITE,13,26,0,0
420094,132-DB,BLACK,34.67,49,0,0
420095,132-DG,,0,33,0,0
420096,132-DP,,10.67,0,0,0
420097,132-DR,,82.33,0,117,37
420098,132-DW,,0,12,26,0
420099,132-E,BURGUNDY,0,0,0,0
420100,132-E,GREEN,0,0,0,0
420101,132-E,IVORY,0,134,0,0
420102,132-E,M GREEN,0,0,0,0
420103,132-E,PINK,0,0,0,0
420104,132-E,WHITE,4.33,33,0,0
420105,132-EB,WHITE,114,0,0,106
420106,132-H,BURGUNDY,346.67,0,0,216
420107,132-H,IVORY,121.33,87,0,0
420108,132-H,PINK,0,0,0,0
420109,132-H,WHITE,832,0,0,319
420110,132-HG,,0,19,0,0
420111,132-HP,,0,8,0,0
420112,132-HR,,0,96,0,0
420113,132-HW,,4.33,29,0,0
420114,132-I,IVORY,13,134,0,0
420115,132-I,WHITE,73.67,215,0,0
420116,132-IG,,4.33,0,0,0
420117,132-IP,,17.33,29,52,0
420118,132-IR,,13,41,0,0
420119,132-IW,,0,0,0,0
420120,132-K,WHITE,433.33,0,0,382
420121,132-L,IVORY,0,4,0,0
420122,132-L,WHITE,21.67,21,0,0
420123,132-LG,,0,0,0,0
420124,132-LP,,0,0,0,0
420125,132-LR,,0,137,0,0
420126,132-LS,WHITE,8.67,11,0,0
420127,132-LSB,BLUE,13,0,0,239
420128,132-LST,,0,0,0,0
420129,132-LSTB,BLUE,0,0,0,237
420130,132-LW,,0,72,0,0
420131,132-N,IVORY,0,27,0,0
420132,132-N,WHITE,17.33,0,0,50
420133,132-NB,,21.67,0,0,5
420134,132-NG,,0,0,0,0
420135,132-NP,,17.33,22,0,0
420136,132-NR,,47.67,329,0,0
420137,132-NW,,0,70,0,0
420138,132-O,BURGUNDY,0,0,0,0
420139,132-O,GREEN,0,0,0,0
420140,132-O,IVORY,34.67,73,0,0
420141,132-O,M GREEN,0,0,0,0
420142,132-O,PINK,0,0,0,0
420143,132-O,WHITE,416,0,0,120
420144,132-OT,BURGUNDY,0,0,0,0
420145,132-OT,GREEN,0,0,0,0
420146,132-OT,IVORY,40,0,0,29
420147,132-OT,M GREEN,0,0,0,0
420148,132-OT,PINK,0,0,0,0
420149,132-OT,WHITE,300,4,0,0
420150,132-P,BURGUNDY,0,0,0,0
420151,132-P,GREEN,0,0,0,0
420152,132-P,IVORY,39,0,0,13
420153,132-P,M GREEN,0,0,0,0
420154,132-P,PINK,0,0,0,0
420155,132-P,WHITE,40.33,60,0,0
420156,132-PR,,0,0,0,0
420157,132-Q,BURGUNDY,0,0,0,0
420158,132-Q,GREEN,0,0,0,0
420159,132-Q,IVORY,40,9,13,0
420160,132-Q,M GREEN,0,0,0,0
420161,132-Q,PINK,0,0,0,0
420162,132-Q,WHITE,20,326,0,0
420163,132-QAB,,10,107,0,0
420164,132-QG,,20,11,0,0
420165,132-QP,,24.33,0,0,0
420166,132-QR,62,396,0,26,38
420167,132-QW,,0,0,0,0
420168,132-R,BURGUNDY,0,0,0,0
420169,132-R,GREEN,0,0,0,0
420170,132-R,IVORY,86.67,92,0,0
420171,132-R,M GREEN,0,0,0,0
420172,132-R,PINK,0,0,0,0
420173,132-R,WHITE,21.67,0,0,20
420174,132-RG,,21.67,40,0,0
420175,132-RP,,0,34,0,0
420176,132-RR,,17.33,23,0,0
420177,132-RW,3,21.67,0,0,31
420178,132-S,BURGUNDY,0,0,0,0
420179,132-S,GREEN,0,0,0,0
420180,132-S,IVORY,151.67,0,0,88
420181,132-S,M GREEN,0,0,0,0
420182,132-S,PINK,0,0,0,0
420183,132-S,WHITE,147.33,0,0,67
420184,132-SG,,17.33,0,0,5
420185,132-SP,,21.67,45,0,0
420186,132-SR,,258,49,0,0
420187,132-SW,,4.67,7,0,0
420188,132-T,BURGUNDY,0,0,0,0
420189,132-T,GREEN,0,0,0,0
420190,132-T,IVORY,2540,0,0,1657
420191,132-T,M GREEN,0,0,0,0
420192,132-T,PINK,0,0,0,0
420193,132-T,WHITE,1331.67,0,0,571
420194,132-U,BURGUNDY,0,0,0,0
420195,132-U,GREEN,0,0,0,0
420196,132-U,IVORY,0,20,0,0
420197,132-U,M GREEN,0,0,0,0
420198,132-U,PINK,0,0,0,0
420199,132-U,WHITE,60.67,0,0,52
420200,132-UG,,17.33,62,0,0
420201,132-UP,,17.33,5,0,0
420202,132-UR,9,78,39,0,0
420203,132-UW,,0,21,0,0
420204,132-V,BURGUNDY,0,0,0,0
420205,132-V,GREEN,0,0,0,0
420206,132-V,IVORY,4.33,64,0,0
420207,132-V,M GREEN,0,0,0,0
420208,132-V,PINK,0,0,0,0
420209,132-V,WHITE,0,10,0,0
420210,132-VG,,0,23,0,0
420211,132-VP,,21.67,64,0,0
420212,132-VR,,4.33,19,0,0
420213,132-VW,,0,12,0,0
420214,1321,BURGUNDY,0,26,0,0
420215,1321,GREEN,0,0,0,0
420216,1321,IVORY,95.33,0,0,98
420217,1321,M GREEN,0,0,0,0
420218,1321,PINK,0,0,0,0
420219,1321,WHITE,43.33,0,0,3
420220,1322,,0,177,0,0
420221,1322-A,,0,0,0,0
420222,1322-AP,IVORY,90,121,0,0
420223,1322-AP,WHITE,0,17,0,0
420224,1322-AS,IVORY,210,0,0,333
420225,1322-AS,WHITE,30,109,0,0
420226,1322-B,BURGUNDY,0,0,0,0
420227,1322-B,GREEN,0,0,0,0
420228,1322-B,IVORY,0,290,0,0
420229,1322-B,M GREEN,0,0,0,0
420230,1322-B,PINK,0,0,0,0
420231,1322-B,WHITE,20,84,0,0
420232,1322-D,IVORY,20,8,0,0
420233,1322-D,WHITE,30,6,0,0
420234,1322-DB,BLACK,70,0,0,41
420235,1322-DG,,3.33,31,0,0
420236,1322-DP,,0,28,0,0
420237,1322-DR,,10,6,60,0
420238,1322-DW,,0,21,0,0
420239,1322-EB,IVORY,0,8,0,0
420240,1322-EB,WHITE,140,0,0,55
420241,1322-HN,,0,0,0,0
420242,1322-HN,IVORY,0,53,0,0
420243,1322-HN,WHITE,80,28,0,0
420244,1322-HNG,,10,0,0,8
420245,1322-HNP,,0,5,0,0
420246,1322-HNR,,10,40,0,0
420247,1322-HNW,,30,0,0,12
420248,1322-S,BURGUNDY,0,0,0,0
420249,1322-S,GREEN,0,0,0,0
420250,1322-S,IVORY,70,0,0,102
420251,1322-S,M GREEN,0,0,0,0
420252,1322-S,PINK,0,0,0,0
420253,1322-S,WHITE,140,0,0,169
420254,1322-SG,,3.33,0,0,10
420255,1322-SP,,40,22,0,0
420256,1322-SR,,160,2,0,0
420257,1322-SW,,0,5,0,0
420258,1322-V,BURGUNDY,0,0,0,0
420259,1322-V,GREEN,0,0,0,0
420260,1322-V,IVORY,0,29,0,0
420261,1322-V,M GREEN,0,0,0,0
420262,1322-V,PINK,0,0,0,0
420263,1322-V,WHITE,0,100,0,0
420264,1322-VG,,10,0,0,30
420265,1322-VP,78,26,14,0,0
420266,1322-VR,,20,0,0,0
420267,1322-VW,,0,0,0,0
420268,1323,BURGUNDY,0,0,0,0
420269,1323,GREEN,0,0,0,0
420270,1323,IVORY,650,0,0,1017
420271,1323,M GREEN,0,0,0,0
420272,1323,PINK,0,0,0,0
420273,1323,WHITE,60,1,0,0
420274,132I,,0,0,0,0
420275,132T,,0,0,0,0
420276,133,,0,0,0,0
420277,133-3E,,0,0,0,0
420278,133-3U,,0,0,0,0
420279,133-A,WHITE,0,27,0,0
420280,133-AB,,0,0,0,0
420281,133-AP,IVORY,0,56,0,0
420282,133-AP,WHITE,0,87,0,0
420283,133-AS,IVORY,0,34,0,0
420284,133-AS,WHITE,34.67,52,0,0
420285,133-B,BURGUNDY,0,0,0,0
420286,133-B,GREEN,0,0,0,0
420287,133-B,IVORY,0,99,0,0
420288,133-B,M GREEN,0,0,0,0
420289,133-B,PINK,0,0,0,0
420290,133-B,WHITE,4.33,67,0,0
420291,133-C,BURGUNDY,0,0,0,0
420292,133-C,GREEN,0,0,0,0
420293,133-C,IVORY,0,175,0,0
420294,133-C,M GREEN,0,0,0,0
420295,133-C,PINK,0,0,0,0
420296,133-C,WHITE,173.33,0,0,251
420297,133-D,BURGUNDY,0,0,0,0
420298,133-D,GREEN,0,0,0,0
420299,133-D,IVORY,0,65,0,0
420300,133-D,M GREEN,0,0,0,0
420301,133-D,PINK,0,0,0,0
420302,133-D,WHITE,10,2,13,0
420303,133-DB,BLACK,63,0,0,95
420304,133-DG,,0,0,0,0
420305,133-DP,,11,0,0,33
420306,133-DR,,8.67,25,39,0
420307,133-DW,,0,26,0,0
420308,133-E,BURGUNDY,0,0,0,0
420309,133-E,GREEN,0,0,0,0
420310,133-E,IVORY,0,77,0,0
420311,133-E,M GREEN,0,0,0,0
420312,133-E,PINK,0,0,0,0
420313,133-E,WHITE,0,71,0,0
420314,133-EB,WHITE,34.67,0,0,22
420315,133-H,BURGUNDY,0,0,0,0
420316,133-H,GREEN,0,0,0,0
420317,133-H,IVORY,34.67,152,0,0
420318,133-H,M GREEN,0,0,0,0
420319,133-H,PINK,0,0,0,0
420320,133-H,WHITE,69.33,128,0,0
420321,133-HG,,0,4,0,0
420322,133-HP,,0,87,0,0
420323,133-HR,,0,7,0,0
420324,133-HW,,0,41,0,0
420325,133-I,IVORY,4.33,103,0,0
420326,133-I,WHITE,8.67,22,0,0
