item_code,colour,category,issued_demand
134-O,PINK,Cocks Standard,0
134-O,WHITE,Cocks Standard,0
134-P,BURGUNDY,Cocks Standard,0
134-P,GREEN,Cocks Standard,0
134-P,IVORY,Cocks Standard,0
134-P,M GREEN,Cocks Standard,0
134-P,PINK,Cocks Standard,0
134-P,WHITE,Cocks Standard,0
134-Q,IVORY,Cocks Standard,3
134-Q,WHITE,Cocks Standard,4.33
134-QAB,,Cocks Standard,41.33
134-R,BURGUNDY,Cocks Standard,0
134-R,GREEN,Cocks Standard,0
134-R,IVORY,Cocks Standard,0
134-R,M GREEN,Cocks Standard,0
134-R,PINK,Cocks Standard,0
134-R,WHITE,Cocks Standard,0
134-U,IVORY,Cocks Standard,0
134-U,WHITE,Cocks Standard,0
134-V,,Cocks Standard,0
1341,BURGUNDY,Cocks Standard,0
1341,GREEN,Cocks Standard,0
1341,IVORY,Cocks Standard,0
1341,M GREEN,Cocks Standard,0
1341,PINK,Cocks Standard,0
1341,WHITE,Cocks Standard,0
135,BURGUNDY,Cocks Standard,0
135,GREEN,Cocks Standard,0
135,IVORY,Cocks Standard,0
135,M GREEN,Cocks Standard,0
135,PINK,Cocks Standard,0
135,WHITE,Cocks Standard,5.67
135-A,WHITE,Cocks Standard,0
135-AB,,Cocks Standard,0
135-AP,IVORY,Cocks Standard,0
135-AS,,Cocks Standard,0
135-B,IVORY,Cocks Standard,0
135-B,WHITE,Cocks Standard,30.33
135-C,BURGUNDY,Cocks Standard,0
135-C,GREEN,Cocks Standard,0
135-C,IVORY,Cocks Standard,0
135-C,M GREEN,Cocks Standard,0
135-C,PINK,Cocks Standard,0
135-C,WHITE,Cocks Standard,0
135-D,IVORY,Cocks Standard,0
135-D,WHITE,Cocks Standard,0
135-DB,BLACK,Cocks Standard,0
135-E,WHITE,Cocks Standard,0
135-EB,,Cocks Standard,0
135-K,WHITE,Cocks Standard,0
135-P,BURGUNDY,Cocks Standard,0
135-P,GREEN,Cocks Standard,0
135-P,IVORY,Cocks Standard,0
135-P,M GREEN,Cocks Standard,0
135-P,PINK,Cocks Standard,0
135-P,WHITE,Cocks Standard,0
135-Q,IVORY,Cocks Standard,4.33
135-Q,WHITE,Cocks Standard,0
135-R,BURGUNDY,Cocks Standard,0
135-R,GREEN,Cocks Standard,0
135-R,IVORY,Cocks Standard,0
135-R,M GREEN,Cocks Standard,0
135-R,PINK,Cocks Standard,0
135-R,WHITE,Cocks Standard,0
135-U,WHITE,Cocks Standard,0
135-V,,Cocks Standard,0
1351,BURGUNDY,Cocks Standard,0
1351,GREEN,Cocks Standard,0
1351,IVORY,Cocks Standard,0
1351,M GREEN,Cocks Standard,0
1351,PINK,Cocks Standard,0
1351,WHITE,Cocks Standard,0
136,BURGUNDY,Cocks Standard,0
136,GREEN,Cocks Standard,0
136,IVORY,Cocks Standard,0
136,M GREEN,Cocks Standard,0
136,PINK,Cocks Standard,0
136,WHITE,Cocks Standard,0
137,BURGUNDY,Cocks Standard,0
137,GREEN,Cocks Standard,0
137,IVORY,Cocks Standard,0
137,M GREEN,Cocks Standard,0
137,PINK,Cocks Standard,0
137,WHITE,Cocks Standard,0
1374-A,WHITE,Cocks Standard,0
1374-AB,,Cocks Standard,0
1374-APF,IVORY,Cocks Standard,0
1374-ASF,,Cocks Standard,0
1374-B,WHITE,Cocks Standard,0
1374-C,,Cocks Standard,0
1374-D,WHITE,Cocks Standard,0
1374-DB,,Cocks Standard,0
1374-DG,,Cocks Standard,0
1374-DP,,Cocks Standard,0
1374-DR,,Cocks Standard,0
1374-DW,,Cocks Standard,0
1374-EBF,,Cocks Standard,0
1374-K,WHITE,Cocks Standard,0
1374-LS,,Cocks Standard,0
1374-LSB,BLUE,Cocks Standard,0
1374-SP,,Cocks Standard,0
1375,BURGUNDY,Cocks Standard,0
1375,GREEN,Cocks Standard,0
1375,IVORY,Cocks Standard,0
1375,M GREEN,Cocks Standard,0
1375,PINK,Cocks Standard,0
1375,WHITE,Cocks Standard,34.33
1375-A,WHITE,Cocks Standard,18
1375-AB,,Cocks Standard,0
1375-APF,IVORY,Cocks Standard,0
1375-ASF,,Cocks Standard,0
1375-B,BURGUNDY,Cocks Standard,0
1375-B,GREEN,Cocks Standard,0
1375-B,IVORY,Cocks Standard,23
1375-B,M GREEN,Cocks Standard,0
1375-B,PINK,Cocks Standard,0
1375-B,WHITE,Cocks Standard,34
1375-C,BURGUNDY,Cocks Standard,0
1375-C,GREEN,Cocks Standard,0
1375-C,IVORY,Cocks Standard,0
1375-C,M GREEN,Cocks Standard,0
1375-C,PINK,Cocks Standard,0
1375-C,WHITE,Cocks Standard,378.67
1375-D,BURGUNDY,Cocks Standard,0
1375-D,GREEN,Cocks Standard,0
1375-D,IVORY,Cocks Standard,0
1375-D,M GREEN,Cocks Standard,0
1375-D,PINK,Cocks Standard,0
1375-D,WHITE,Cocks Standard,0
1375-DB,BLACK,Cocks Standard,44
1375-E,IVORY,Cocks Standard,0
1375-E,WHITE,Cocks Standard,0
1375-EBF,WHITE,Cocks Standard,117
1375-H,IVORY,Cocks Standard,11
1375-H,WHITE,Cocks Standard,93
1375-I,IVORY,Cocks Standard,0
1375-I,WHITE,Cocks Standard,0
1375-K,WHITE,Cocks Standard,0
1375-L,WHITE,Cocks Standard,0
1375-LS,,Cocks Standard,0
1375-LSB,BLUE,Cocks Standard,138
1375-O,BURGUNDY,Cocks Standard,0
1375-O,GREEN,Cocks Standard,0
1375-O,IVORY,Cocks Standard,15
1375-O,M GREEN,Cocks Standard,0
1375-O,PINK,Cocks Standard,0
1375-O,WHITE,Cocks Standard,106
1375-P,BURGUNDY,Cocks Standard,0
1375-P,GREEN,Cocks Standard,0
1375-P,IVORY,Cocks Standard,0
1375-P,M GREEN,Cocks Standard,0
1375-P,PINK,Cocks Standard,0
1375-P,WHITE,Cocks Standard,0
1375-Q,BURGUNDY,Cocks Standard,0
1375-Q,GREEN,Cocks Standard,0
1375-Q,IVORY,Cocks Standard,10
1375-Q,M GREEN,Cocks Standard,0
1375-Q,PINK,Cocks Standard,0
1375-Q,WHITE,Cocks Standard,22
1375-R,BURGUNDY,Cocks Standard,0
1375-R,GREEN,Cocks Standard,0
1375-R,IVORY,Cocks Standard,0
1375-R,M GREEN,Cocks Standard,0
1375-R,PINK,Cocks Standard,0
1375-R,WHITE,Cocks Standard,0
1375-S,BURGUNDY,Cocks Standard,0
1375-S,GREEN,Cocks Standard,0
1375-S,IVORY,Cocks Standard,565
1375-S,M GREEN,Cocks Standard,0
1375-S,PINK,Cocks Standard,0
1375-S,WHITE,Cocks Standard,387
1375-SF,IVORY,Cocks Standard,40
1375-SF,WHITE,Cocks Standard,80
1375-U,BURGUNDY,Cocks Standard,0
1375-U,GREEN,Cocks Standard,0
1375-U,IVORY,Cocks Standard,0
1375-U,M GREEN,Cocks Standard,0
1375-U,PINK,Cocks Standard,0
1375-U,WHITE,Cocks Standard,22
1375-V,BURGUNDY,Cocks Standard,0
1375-V,GREEN,Cocks Standard,0
1375-V,IVORY,Cocks Standard,0
1375-V,M GREEN,Cocks Standard,0
1375-V,PINK,Cocks Standard,0
1375-V,WHITE,Cocks Standard,0
138,BURGUNDY,Cocks Standard,0
138,GREEN,Cocks Standard,0
138,IVORY,Cocks Standard,0
138,M GREEN,Cocks Standard,0
138,PINK,Cocks Standard,0
138,WHITE,Cocks Standard,69.33
139,BURGUNDY,Cocks Standard,0
139,GREEN,Cocks Standard,0
139,IVORY,Cocks Standard,0
139,M GREEN,Cocks Standard,0
139,PINK,Cocks Standard,0
139,WHITE,Cocks Standard,4016.67
139-M,BURGUNDY,Cocks Standard,0
139-M,GREEN,Cocks Standard,0
139-M,IVORY,Cocks Standard,0
139-M,M GREEN,Cocks Standard,0
139-M,PINK,Cocks Standard,0
139-M,WHITE,Cocks Standard,222
1391,BURGUNDY,Cocks Standard,0
1391,GREEN,Cocks Standard,0
1391,IVORY,Cocks Standard,295.33
1391,M GREEN,Cocks Standard,0
1391,PINK,Cocks Standard,0
1391,WHITE,Cocks Standard,7819.67
1391-M,IVORY,Cocks Standard,0
1391-M,WHITE,Cocks Standard,1457
140,BURGUNDY,Cocks Standard,0
140,GREEN,Cocks Standard,0
140,IVORY,Cocks Standard,0
140,M GREEN,Cocks Standard,0
140,PINK,Cocks Standard,0
140,WHITE,Cocks Standard,1271.67
141,BURGUNDY,Cocks Standard,0
141,GREEN,Cocks Standard,0
141,IVORY,Cocks Standard,36.67
141,M GREEN,Cocks Standard,0
141,PINK,Cocks Standard,0
141,WHITE,Cocks Standard,0
141-A,WHITE,Cocks Standard,0
141-AB,,Cocks Standard,0
141-ABN,,Cocks Standard,0
141-AN,WHITE,Cocks Standard,0
141-C,BURGUNDY,Cocks Standard,0
141-C,GREEN,Cocks Standard,0
141-C,IVORY,Cocks Standard,0
141-C,M GREEN,Cocks Standard,0
141-C,PINK,Cocks Standard,0
141-C,WHITE,Cocks Standard,0
141-E,BURGUNDY,Cocks Standard,0
141-E,GREEN,Cocks Standard,0
141-E,IVORY,Cocks Standard,0
141-E,M GREEN,Cocks Standard,0
141-E,PINK,Cocks Standard,0
141-E,WHITE,Cocks Standard,0
141-H,BURGUNDY,Cocks Standard,0
141-H,GREEN,Cocks Standard,0
141-H,IVORY,Cocks Standard,0
141-H,M GREEN,Cocks Standard,0
141-H,PINK,Cocks Standard,0
141-H,WHITE,Cocks Standard,0
141-K,WHITE,Cocks Standard,0
141-LS,,Cocks Standard,0
141-LSB,BLUE,Cocks Standard,0
141-N,BURGUNDY,Cocks Standard,0
141-N,GREEN,Cocks Standard,0
141-N,IVORY,Cocks Standard,0
141-N,M GREEN,Cocks Standard,0
141-N,PINK,Cocks Standard,0
141-N,WHITE,Cocks Standard,0.33
141-NP,BURGUNDY,Cocks Standard,0
141-NP,GREEN,Cocks Standard,0
141-NP,IVORY,Cocks Standard,29
141-NP,M GREEN,Cocks Standard,0
141-NP,PINK,Cocks Standard,0
141-NP,WHITE,Cocks Standard,0
141-O,BURGUNDY,Cocks Standard,0
141-O,GREEN,Cocks Standard,0
141-O,IVORY,Cocks Standard,38
141-O,M GREEN,Cocks Standard,0
141-O,PINK,Cocks Standard,0
141-O,WHITE,Cocks Standard,78.67
141-P,BURGUNDY,Cocks Standard,0
141-P,GREEN,Cocks Standard,0
141-P,IVORY,Cocks Standard,0
141-P,M GREEN,Cocks Standard,0
141-P,PINK,Cocks Standard,0
141-P,WHITE,Cocks Standard,0
1411,BURGUNDY,Cocks Standard,0
1411,GREEN,Cocks Standard,0
1411,IVORY,Cocks Standard,0
1411,M GREEN,Cocks Standard,0
1411,PINK,Cocks Standard,0
1411,WHITE,Cocks Standard,0
142,BLUE,Cocks Standard,0
142,BURGUNDY,Cocks Standard,0
142,GREEN,Cocks Standard,0
142,IVORY,Cocks Standard,1848
142,M GREEN,Cocks Standard,0
142,PINK,Cocks Standard,0
142,WHITE,Cocks Standard,1579
142-A,WHITE,Cocks Standard,0
142-AB,,Cocks Standard,0
142-C,BURGUNDY,Cocks Standard,0
142-C,GREEN,Cocks Standard,0
142-C,IVORY,Cocks Standard,0
142-C,M GREEN,Cocks Standard,0
142-C,PINK,Cocks Standard,0
142-C,WHITE,Cocks Standard,0
142-E,BURGUNDY,Cocks Standard,0
142-E,GREEN,Cocks Standard,0
142-E,IVORY,Cocks Standard,0
142-E,M GREEN,Cocks Standard,0
142-E,PINK,Cocks Standard,0
142-E,WHITE,Cocks Standard,0
142-H,BURGUNDY,Cocks Standard,0
142-H,GREEN,Cocks Standard,0
142-H,IVORY,Cocks Standard,0
142-H,M GREEN,Cocks Standard,0
142-H,PINK,Cocks Standard,0
142-H,WHITE,Cocks Standard,0
142-K,WHITE,Cocks Standard,0
142-LS,,Cocks Standard,0
142-LSB,BLUE,Cocks Standard,0
142-O,BURGUNDY,Cocks Standard,0
142-O,GREEN,Cocks Standard,0
142-O,IVORY,Cocks Standard,0
142-O,M GREEN,Cocks Standard,0
142-O,PINK,Cocks Standard,0
142-O,WHITE,Cocks Standard,248.67
142-P,BURGUNDY,Cocks Standard,0
142-P,GREEN,Cocks Standard,0
142-P,IVORY,Cocks Standard,0
142-P,M GREEN,Cocks Standard,0
142-P,PINK,Cocks Standard,0
142-P,WHITE,Cocks Standard,58
1421,BURGUNDY,Cocks Standard,0
1421,GREEN,Cocks Standard,0
1421,IVORY,Cocks Standard,0
1421,M GREEN,Cocks Standard,0
1421,PINK,Cocks Standard,0
1421,WHITE,Cocks Standard,0
143,BLUE,Cocks Standard,0
143,BURGUNDY,Cocks Standard,0
143,GREEN,Cocks Standard,0
143,IVORY,Cocks Standard,3115
143,M GREEN,Cocks Standard,0
143,PINK,Cocks Standard,35.33
143,WHITE,Cocks Standard,5439.33
143-A,WHITE,Cocks Standard,0
143-AB,,Cocks Standard,0
143-C,WHITE,Cocks Standard,103
143-E,BURGUNDY,Cocks Standard,0
143-E,GREEN,Cocks Standard,0
143-E,IVORY,Cocks Standard,0
143-E,M GREEN,Cocks Standard,0
143-E,PINK,Cocks Standard,0
143-E,WHITE,Cocks Standard,4
143-H,BURGUNDY,Cocks Standard,0
143-H,GREEN,Cocks Standard,0
143-H,IVORY,Cocks Standard,0
143-H,M GREEN,Cocks Standard,0
143-H,PINK,Cocks Standard,0
143-H,WHITE,Cocks Standard,0
143-LS,,Cocks Standard,0
143-LSB,BLUE,Cocks Standard,0
143-O,BURGUNDY,Cocks Standard,0
143-O,GREEN,Cocks Standard,0
143-O,IVORY,Cocks Standard,0
143-O,M GREEN,Cocks Standard,0
143-O,PINK,Cocks Standard,0
143-O,WHITE,Cocks Standard,0
143-P,BURGUNDY,Cocks Standard,0
143-P,GREEN,Cocks Standard,0
143-P,IVORY,Cocks Standard,0
143-P,M GREEN,Cocks Standard,0
143-P,PINK,Cocks Standard,0
143-P,WHITE,Cocks Standard,0
1431,BURGUNDY,Cocks Standard,0
1431,GREEN,Cocks Standard,0
1431,IVORY,Cocks Standard,0
1431,M GREEN,Cocks Standard,0
1431,PINK,Cocks Standard,0
1431,WHITE,Cocks Standard,30.67
144,BLUE,Cocks Standard,0
144,BURGUNDY,Cocks Standard,0
144,GREEN,Cocks Standard,0
144,IVORY,Cocks Standard,32361.33
144,M GREEN,Cocks Standard,0
144,PINK,Cocks Standard,1936
144,WHITE,Cocks Standard,17198
144-4E,,Cocks Standard,0
144-4U,,Cocks Standard,0
144-A,IVORY,Cocks Standard,0
144-A,WHITE,Cocks Standard,0
144-AB,,Cocks Standard,0
144-AP,IVORY,Cocks Standard,329
144-AP,WHITE,Cocks Standard,0
144-AS,IVORY,Cocks Standard,2960
144-AS,WHITE,Cocks Standard,717.67
144-B,BURGUNDY,Cocks Standard,0
144-B,GREEN,Cocks Standard,0
144-B,IVORY,Cocks Standard,0
144-B,M GREEN,Cocks Standard,0
144-B,PINK,Cocks Standard,0
144-B,WHITE,Cocks Standard,372
144-C,BURGUNDY,Cocks Standard,0
144-C,GREEN,Cocks Standard,0
144-C,IVORY,Cocks Standard,0
144-C,M GREEN,Cocks Standard,0
144-C,PINK,Cocks Standard,0
144-C,WHITE,Cocks Standard,4294.33
144-D,BURGUNDY,Cocks Standard,0
144-D,GREEN,Cocks Standard,0
144-D,IVORY,Cocks Standard,0
144-D,M GREEN,Cocks Standard,0
144-D,PINK,Cocks Standard,0
144-D,WHITE,Cocks Standard,27.67
144-DB,BLACK,Cocks Standard,538
144-E,BURGUNDY,Cocks Standard,0
144-E,GREEN,Cocks Standard,0
144-E,IVORY,Cocks Standard,0
144-E,M GREEN,Cocks Standard,0
144-E,PINK,Cocks Standard,0
144-E,WHITE,Cocks Standard,0
144-EB,IVORY,Cocks Standard,487
144-EB,WHITE,Cocks Standard,1365
144-H,BURGUNDY,Cocks Standard,0
144-H,GREEN,Cocks Standard,0
144-H,IVORY,Cocks Standard,0
144-H,M GREEN,Cocks Standard,0
144-H,PINK,Cocks Standard,0
144-H,WHITE,Cocks Standard,1038.33
144-I,IVORY,Cocks Standard,0
144-I,WHITE,Cocks Standard,0
144-K,WHITE,Cocks Standard,2308
144-L,WHITE,Cocks Standard,0
144-LS,WHITE,Cocks Standard,0
144-LSB,BLUE,Cocks Standard,710
144-N,IVORY,Cocks Standard,0
144-N,WHITE,Cocks Standard,87
144-O,BURGUNDY,Cocks Standard,0
144-O,GREEN,Cocks Standard,0
144-O,IVORY,Cocks Standard,0
144-O,M GREEN,Cocks Standard,0
144-O,PINK,Cocks Standard,0
144-O,WHITE,Cocks Standard,1977.33
144-P,BURGUNDY,Cocks Standard,0
144-P,GREEN,Cocks Standard,0
144-P,IVORY,Cocks Standard,393.33
144-P,M GREEN,Cocks Standard,0
144-P,PINK,Cocks Standard,0
144-P,WHITE,Cocks Standard,1164.33
144-PR,,Cocks Standard,0
144-Q,BURGUNDY,Cocks Standard,0
144-Q,GREEN,Cocks Standard,0
144-Q,IVORY,Cocks Standard,590
144-Q,M GREEN,Cocks Standard,0
144-Q,PINK,Cocks Standard,0
144-Q,WHITE,Cocks Standard,0
144-QAB,,Cocks Standard,48
144-R,BURGUNDY,Cocks Standard,0
144-R,GREEN,Cocks Standard,0
144-R,IVORY,Cocks Standard,393
144-R,M GREEN,Cocks Standard,0
144-R,PINK,Cocks Standard,0
144-R,WHITE,Cocks Standard,0
144-S,BURGUNDY,Cocks Standard,0
144-S,GREEN,Cocks Standard,0
144-S,IVORY,Cocks Standard,0
144-S,M GREEN,Cocks Standard,0
144-S,PINK,Cocks Standard,0
144-S,WHITE,Cocks Standard,1263.67
144-T,BURGUNDY,Cocks Standard,0
144-T,GREEN,Cocks Standard,0
144-T,IVORY,Cocks Standard,280
144-T,M GREEN,Cocks Standard,0
144-T,PINK,Cocks Standard,0
144-T,WHITE,Cocks Standard,859.67
144-U,BURGUNDY,Cocks Standard,0
144-U,GREEN,Cocks Standard,0
144-U,IVORY,Cocks Standard,0
144-U,M GREEN,Cocks Standard,0
144-U,PINK,Cocks Standard,0
144-U,WHITE,Cocks Standard,74
144-V,BURGUNDY,Cocks Standard,0
144-V,GREEN,Cocks Standard,0
144-V,IVORY,Cocks Standard,0
144-V,M GREEN,Cocks Standard,0
144-V,PINK,Cocks Standard,0
144-V,WHITE,Cocks Standard,0
1441,BURGUNDY,Cocks Standard,0
1441,GREEN,Cocks Standard,0
1441,IVORY,Cocks Standard,0
1441,M GREEN,Cocks Standard,0
1441,PINK,Cocks Standard,0
1441,WHITE,Cocks Standard,0
145,BLUE,Cocks Standard,0
145,BURGUNDY,Cocks Standard,0
145,GREEN,Cocks Standard,0
145,IVORY,Cocks Standard,1561
145,M GREEN,Cocks Standard,0
145,PINK,Cocks Standard,232.33
145,WHITE,Cocks Standard,3476.67
145-5E,,Cocks Standard,0
145-5U,,Cocks Standard,0
145-A,WHITE,Cocks Standard,174.67
145-AB,WHITE,Cocks Standard,0
145-AP,IVORY,Cocks Standard,14
145-AP,WHITE,Cocks Standard,0
145-AS,IVORY,Cocks Standard,0
145-AS,WHITE,Cocks Standard,89.33
145-B,BURGUNDY,Cocks Standard,0
145-B,GREEN,Cocks Standard,0
145-B,IVORY,Cocks Standard,0
145-B,M GREEN,Cocks Standard,0
145-B,PINK,Cocks Standard,0
145-B,WHITE,Cocks Standard,45
145-C,BURGUNDY,Cocks Standard,0
145-C,GREEN,Cocks Standard,0
145-C,IVORY,Cocks Standard,0
145-C,M GREEN,Cocks Standard,0
145-C,PINK,Cocks Standard,0
145-C,WHITE,Cocks Standard,1240
145-D,BURGUNDY,Cocks Standard,0
145-D,GREEN,Cocks Standard,0
145-D,IVORY,Cocks Standard,0
145-D,M GREEN,Cocks Standard,0
145-D,PINK,Cocks Standard,0
145-D,WHITE,Cocks Standard,27.67
145-DB,BLACK,Cocks Standard,51.33
145-E,BURGUNDY,Cocks Standard,0
145-E,GREEN,Cocks Standard,0
145-E,IVORY,Cocks Standard,0
145-E,M GREEN,Cocks Standard,0
145-E,PINK,Cocks Standard,0
145-E,WHITE,Cocks Standard,0
145-EB,IVORY,Cocks Standard,0
145-EB,WHITE,Cocks Standard,158
145-H,BURGUNDY,Cocks Standard,0
145-H,GREEN,Cocks Standard,0
145-H,IVORY,Cocks Standard,0
145-H,M GREEN,Cocks Standard,0
145-H,PINK,Cocks Standard,0
145-H,WHITE,Cocks Standard,0
145-I,IVORY,Cocks Standard,2.67
145-I,WHITE,Cocks Standard,0
145-K,WHITE,Cocks Standard,17
145-L,WHITE,Cocks Standard,0
145-LS,WHITE,Cocks Standard,17.67
145-LSB,BLUE,Cocks Standard,241
145-N,IVORY,Cocks Standard,0
145-N,WHITE,Cocks Standard,186.67
145-O,BURGUNDY,Cocks Standard,0
145-O,GREEN,Cocks Standard,0
145-O,IVORY,Cocks Standard,0
145-O,M GREEN,Cocks Standard,0
145-O,PINK,Cocks Standard,0
145-O,WHITE,Cocks Standard,585
145-P,BURGUNDY,Cocks Standard,0
145-P,GREEN,Cocks Standard,0
145-P,IVORY,Cocks Standard,49
145-P,M GREEN,Cocks Standard,0
145-P,PINK,Cocks Standard,0
145-P,WHITE,Cocks Standard,216.67
145-PR,,Cocks Standard,0
145-Q,BURGUNDY,Cocks Standard,0
145-Q,GREEN,Cocks Standard,0
145-Q,IVORY,Cocks Standard,0
145-Q,M GREEN,Cocks Standard,0
145-Q,PINK,Cocks Standard,0
145-Q,WHITE,Cocks Standard,0
145-QAB,,Cocks Standard,0
145-R,BURGUNDY,Cocks Standard,0
145-R,GREEN,Cocks Standard,0
145-R,IVORY,Cocks Standard,0
145-R,M GREEN,Cocks Standard,0
145-R,PINK,Cocks Standard,0
145-R,WHITE,Cocks Standard,0
145-S,BURGUNDY,Cocks Standard,0
145-S,GREEN,Cocks Standard,0
145-S,IVORY,Cocks Standard,9.33
145-S,M GREEN,Cocks Standard,0
145-S,PINK,Cocks Standard,0
145-S,WHITE,Cocks Standard,76
145-U,BURGUNDY,Cocks Standard,0
145-U,GREEN,Cocks Standard,0
145-U,IVORY,Cocks Standard,0
145-U,M GREEN,Cocks Standard,0
145-U,PINK,Cocks Standard,0
145-U,WHITE,Cocks Standard,25.33
145-V,BURGUNDY,Cocks Standard,0
145-V,GREEN,Cocks Standard,0
145-V,IVORY,Cocks Standard,10
145-V,M GREEN,Cocks Standard,0
145-V,PINK,Cocks Standard,0
145-V,WHITE,Cocks Standard,0
1451,BURGUNDY,Cocks Standard,0
1451,GREEN,Cocks Standard,0
1451,IVORY,Cocks Standard,160
1451,M GREEN,Cocks Standard,0
1451,PINK,Cocks Standard,0
1451,WHITE,Cocks Standard,128
146,BURGUNDY,Cocks Standard,0
146,GREEN,Cocks Standard,0
146,IVORY,Cocks Standard,0
146,M GREEN,Cocks Standard,0
146,PINK,Cocks Standard,0
146,WHITE,Cocks Standard,0
146-A,WHITE,Cocks Standard,0
146-AB,,Cocks Standard,0
146-BP,BURGUNDY,Cocks Standard,0
146-BP,GREEN,Cocks Standard,0
146-BP,IVORY,Cocks Standard,0
146-BP,M GREEN,Cocks Standard,0
146-BP,PINK,Cocks Standard,0
146-BP,WHITE,Cocks Standard,0
146-C,BURGUNDY,Cocks Standard,0
146-C,GREEN,Cocks Standard,0
146-C,IVORY,Cocks Standard,0
146-C,M GREEN,Cocks Standard,0
146-C,PINK,Cocks Standard,0
146-C,WHITE,Cocks Standard,11.33
146-DB,WHITE,Cocks Standard,0
146-E,BURGUNDY,Cocks Standard,0
146-E,GREEN,Cocks Standard,0
146-E,IVORY,Cocks Standard,0
146-E,M GREEN,Cocks Standard,0
146-E,PINK,Cocks Standard,0
146-E,WHITE,Cocks Standard,0
146-H,BURGUNDY,Cocks Standard,0
146-H,GREEN,Cocks Standard,0
146-H,IVORY,Cocks Standard,0
146-H,M GREEN,Cocks Standard,0
146-H,PINK,Cocks Standard,0
146-H,WHITE,Cocks Standard,0
146-K,WHITE,Cocks Standard,0
146-LS,,Cocks Standard,0
146-LSB,BLUE,Cocks Standard,0
146-O,BURGUNDY,Cocks Standard,0
146-O,GREEN,Cocks Standard,0
146-O,IVORY,Cocks Standard,0
146-O,M GREEN,Cocks Standard,0
146-O,PINK,Cocks Standard,0
146-O,WHITE,Cocks Standard,0
146-P,BURGUNDY,Cocks Standard,0
146-P,GREEN,Cocks Standard,0
146-P,IVORY,Cocks Standard,0
146-P,M GREEN,Cocks Standard,0
146-P,PINK,Cocks Standard,0
146-P,WHITE,Cocks Standard,0
1461,BURGUNDY,Cocks Standard,0
1461,GREEN,Cocks Standard,0
1461,IVORY,Cocks Standard,0
1461,M GREEN,Cocks Standard,0
1461,PINK,Cocks Standard,0
1461,WHITE,Cocks Standard,0
147,BURGUNDY,Cocks Standard,0
147,GREEN,Cocks Standard,0
147,IVORY,Cocks Standard,6603.67
147,M GREEN,Cocks Standard,0
147,PINK,Cocks Standard,0
147,WHITE,Cocks Standard,3877
147-A,WHITE,Cocks Standard,0
147-AB,,Cocks Standard,0
147-ABQ,,Cocks Standard,0
147-AP,IVORY,Cocks Standard,62
147-AQ,WHITE,Cocks Standard,0
147-AS,IVORY,Cocks Standard,185
147-AS,WHITE,Cocks Standard,42
147-B,BURGUNDY,Cocks Standard,0
147-B,GREEN,Cocks Standard,0
147-B,IVORY,Cocks Standard,0
147-B,M GREEN,Cocks Standard,0
147-B,PINK,Cocks Standard,0
147-B,WHITE,Cocks Standard,197
147-BB,,Cocks Standard,0
147-BP,BURGUNDY,Cocks Standard,0
147-BP,GREEN,Cocks Standard,0
147-BP,IVORY,Cocks Standard,0
147-BP,M GREEN,Cocks Standard,0
147-BP,PINK,Cocks Standard,0
147-BP,WHITE,Cocks Standard,0
147-C,BURGUNDY,Cocks Standard,0
147-C,GREEN,Cocks Standard,0
147-C,IVORY,Cocks Standard,0
147-C,M GREEN,Cocks Standard,0
147-C,PINK,Cocks Standard,0
147-C,WHITE,Cocks Standard,1148
147-CQ,BURGUNDY,Cocks Standard,0
147-CQ,GREEN,Cocks Standard,0
147-CQ,IVORY,Cocks Standard,0
147-CQ,M GREEN,Cocks Standard,0
147-CQ,PINK,Cocks Standard,0
147-CQ,WHITE,Cocks Standard,28
147-D,IVORY,Cocks Standard,61
147-D,WHITE,Cocks Standard,72
147-DB,BLACK,Cocks Standard,301
147-E,BURGUNDY,Cocks Standard,0
147-E,GREEN,Cocks Standard,0
147-E,IVORY,Cocks Standard,0
147-E,M GREEN,Cocks Standard,0
147-E,PINK,Cocks Standard,0
147-E,WHITE,Cocks Standard,0
147-EB,IVORY,Cocks Standard,0
147-EB,WHITE,Cocks Standard,189
147-EQ,BURGUNDY,Cocks Standard,0
147-EQ,GREEN,Cocks Standard,0
147-EQ,IVORY,Cocks Standard,0
147-EQ,M GREEN,Cocks Standard,0
147-EQ,PINK,Cocks Standard,0
147-EQ,WHITE,Cocks Standard,0
147-H,BURGUNDY,Cocks Standard,0
147-H,GREEN,Cocks Standard,0
147-H,IVORY,Cocks Standard,0
147-H,M GREEN,Cocks Standard,0
147-H,PINK,Cocks Standard,0
147-H,WHITE,Cocks Standard,237
147-I,IVORY,Cocks Standard,0
147-I,WHITE,Cocks Standard,0
147-IQ,IVORY,Cocks Standard,0
147-IQ,WHITE,Cocks Standard,0
147-K,WHITE,Cocks Standard,0
147-KQ,WHITE,Cocks Standard,0
147-L,IVORY,Cocks Standard,0
147-L,WHITE,Cocks Standard,0
147-LQ,WHITE,Cocks Standard,0
147-LS,WHITE,Cocks Standard,0
147-LSB,BLUE,Cocks Standard,328
147-LSQ,,Cocks Standard,0
147-LSQB,BLUE,Cocks Standard,41
147-O,BURGUNDY,Cocks Standard,0
147-O,GREEN,Cocks Standard,0
147-O,IVORY,Cocks Standard,50
147-O,M GREEN,Cocks Standard,0
147-O,PINK,Cocks Standard,0
147-O,WHITE,Cocks Standard,299.33
