source_tab,source_row,Date,Document No.,Location.Name,Customer.Name,GROUP,Old ERP Code,Item.Color,Unit.Name,Quantity,Rate,Taxable Value,Month,STATION,STATE,STATE HEAD,STATE HEAD B,STATE HEAD A,source_col_18,GROUP_2
Combined,2,6-Mar-2026,108586,BHIWADI,ASRS TRADERS,CP ACCESSORIES,CPHF-2(A),,,100,1280,41344,Mar-26,KOLKATA,GEM,GEM,CP ACCESSORIESGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,3,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,PTMT,PTA-26,WHITE,,44,444,6310,Mar-26,KOLKATA,GEM,GEM,PTMTGEMGEM,GEM,GEMKOLKATA,PTMT GROUP
Combined,4,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-14,,,6,3280,6357,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,5,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-10,,,4,1690,2183,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,6,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,CP ACCESSORIES,CPOH-3,,,8,1930,4987,Mar-26,KOLKATA,GEM,GEM,CP ACCESSORIESGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,7,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-80,,,6,9580,18566,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,8,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-26,,,23,1550,11515,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,9,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-02,,,24,2370,18372,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,10,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-06,,,134,2160,93489,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,11,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-08,,,19,2680,16447,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,12,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-12,,,68,3140,68967,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,13,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,C P,PIS-18,,,10,2140,6912,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,14,06-Mar-2026,108587,BHIWADI,ASRS TRADERS,CP ACCESSORIES,CPHF-2(A),,,16,1280,6615,Mar-26,KOLKATA,GEM,GEM,CP ACCESSORIESGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,15,06-Mar-2026,108588,BHIWADI,N.K.MARKETING,FLOOR TRAP,SA-04,,,62,540,10814,Mar-26,KOLKATA,GEM,GEM,FLOOR TRAPGEMGEM,GEM,GEMKOLKATA,SINK GROUP
Combined,16,06-Mar-2026,108588,BHIWADI,N.K.MARKETING,CP ACCESSORIES,CPA-22,,,3,720,698,Mar-26,KOLKATA,GEM,GEM,CP ACCESSORIESGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,17,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,CP ACCESSORIES,CPOH-3,,,40,1930,24936,Mar-26,KOLKATA,GEM,GEM,CP ACCESSORIESGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,18,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,CP ACCESSORIES,CPHF-2(A),,,102,1280,42171,Mar-26,KOLKATA,GEM,GEM,CP ACCESSORIESGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,19,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-80,,,20,9580,61887,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,20,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-28,,,66,1550,33043,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,21,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-26,,,12,1550,6008,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,22,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-02,,,33,2370,25262,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,23,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-06,,,75,2160,52326,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,24,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-08,,,31,2680,26835,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,25,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-12,,,33,3140,33469,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,26,06-Mar-2026,108589,BHIWADI,ASRS TRADERS,C P,PIS-18,,,29,2140,20045,Mar-26,KOLKATA,GEM,GEM,C PGEMGEM,GEM,GEMKOLKATA,CP GROUP
Combined,27,06-Mar-2026,108590,BHIWADI,N.K.MARKETING,FLOOR TRAP,SA-04,,,44,540,7674,Mar-26,KOLKATA,GEM,GEM,FLOOR TRAPGEMGEM,GEM,GEMKOLKATA,SINK GROUP
Combined,28,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,CP ACCESSORIES,522-CP,,,100,240,11520,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,CP ACCESSORIESPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,CP GROUP
Combined,29,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,CP ACCESSORIES,523-CP,,,100,240,11520,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,CP ACCESSORIESPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,CP GROUP
Combined,30,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,CONNECTION,326,WHITE,,300,168,21288,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,CONNECTIONPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,31,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,CONNECTION,324,WHITE,,300,118,14952,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,CONNECTIONPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,32,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,CONNECTION,323,WHITE,,300,96,12165,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,CONNECTIONPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,33,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,CP ACCESSORIES,187-CEB,,,30,940,13536,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,CP ACCESSORIESPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,CP GROUP
Combined,34,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,CP ACCESSORIES,187-CBB,,,20,990,9504,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,CP ACCESSORIESPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,CP GROUP
Combined,35,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,PTMT,145-O,WHITE,,60,442,12730,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,36,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,PTMT,129-O,WHITE,,48,486,11197,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,37,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,PTMT,144-O,WHITE,,264,204,25851,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,38,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,PTMT,127-O,WHITE,,132,238,15080,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,39,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,PTMT,130-O,WHITE,,120,298,17165,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,40,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,PTMT,124-O,WHITE,,120,276,15898,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,41,06-Mar-2026,108591,BHIWADI,CHIRANJI LAL SHIV PARSHAD,PTMT,121-O,WHITE,,432,208,43131,Mar-26,PANCHKULA,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARPANCHKULA,PTMT GROUP
Combined,42,06-Mar-2026,108592,BHIWADI,HANSVINI ENTERPRISES (DELHI),SINK,PSS-13,B/D,,7,6980,17590,Mar-26,NEW DELHI,GOVT,GOVT,SINKGOVTGOVT,GOVT,GOVTNEW DELHI,SINK GROUP
Combined,43,06-Mar-2026,108592,BHIWADI,HANSVINI ENTERPRISES (DELHI),SINK,PSS-15,B/D,,7,8260,20815,Mar-26,NEW DELHI,GOVT,GOVT,SINKGOVTGOVT,GOVT,GOVTNEW DELHI,SINK GROUP
Combined,44,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),TEFELON TAPE,TTS-02,,,449,38,6142,Mar-26,UP,GOVT,GOVT,TEFELON TAPEGOVTGOVT,GOVT,GOVTUP,OTHER GROUP
Combined,45,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),PTMT,PTA-63,WHITE,,92,98,3246,Mar-26,UP,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTUP,PTMT GROUP
Combined,46,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),HARDWARE,PHW-128,,,58,230,4802,Mar-26,UP,GOVT,GOVT,HARDWAREGOVTGOVT,GOVT,GOVTUP,HARDWARE GROUP
Combined,47,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),HARDWARE,PHW-127,,,120,210,9072,Mar-26,UP,GOVT,GOVT,HARDWAREGOVTGOVT,GOVT,GOVTUP,HARDWARE GROUP
Combined,48,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),HARDWARE,PHW-15,,,59,690,14656,Mar-26,UP,GOVT,GOVT,HARDWAREGOVTGOVT,GOVT,GOVTUP,HARDWARE GROUP
Combined,49,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),HARDWARE,PHW-14,,,62,680,15178,Mar-26,UP,GOVT,GOVT,HARDWAREGOVTGOVT,GOVT,GOVTUP,HARDWARE GROUP
Combined,50,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),PTMT,PTA-49,WHITE,,79,4550,129402,Mar-26,UP,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTUP,PTMT GROUP
Combined,51,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),CP ACCESSORIES,CPA-9,,,35,1490,18774,Mar-26,UP,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTUP,CP GROUP
Combined,52,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),SINK,PSS-5,B/D,,8,9170,26410,Mar-26,UP,GOVT,GOVT,SINKGOVTGOVT,GOVT,GOVTUP,SINK GROUP
Combined,53,06-Mar-2026,108593,BHIWADI,SHREE ENTERPRISES (U.P),SINK,PSS-3,B/D,,12,7960,34387,Mar-26,UP,GOVT,GOVT,SINKGOVTGOVT,GOVT,GOVTUP,SINK GROUP
Combined,54,06-Mar-2026,108594,BHIWADI,SHREE ENTERPRISES (U.P),SINK,PSS-3,B/D,,18,7960,51581,Mar-26,UP,GOVT,GOVT,SINKGOVTGOVT,GOVT,GOVTUP,SINK GROUP
Combined,55,06-Mar-2026,108594,BHIWADI,SHREE ENTERPRISES (U.P),CP ACCESSORIES,CPA-9,,,8,1490,4291,Mar-26,UP,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTUP,CP GROUP
Combined,56,06-Mar-2026,108594,BHIWADI,SHREE ENTERPRISES (U.P),HARDWARE,PHW-14,,,8,680,1958,Mar-26,UP,GOVT,GOVT,HARDWAREGOVTGOVT,GOVT,GOVTUP,HARDWARE GROUP
Combined,57,06-Mar-2026,108594,BHIWADI,SHREE ENTERPRISES (U.P),HARDWARE,PHW-15,,,4,690,994,Mar-26,UP,GOVT,GOVT,HARDWAREGOVTGOVT,GOVT,GOVTUP,HARDWARE GROUP
Combined,58,06-Mar-2026,108594,BHIWADI,SHREE ENTERPRISES (U.P),HARDWARE,PHW-127,,,23,210,1739,Mar-26,UP,GOVT,GOVT,HARDWAREGOVTGOVT,GOVT,GOVTUP,HARDWARE GROUP
Combined,59,06-Mar-2026,108594,BHIWADI,SHREE ENTERPRISES (U.P),C P,I-155,,,4,4640,6682,Mar-26,UP,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTUP,CP GROUP
Combined,60,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,P6850,,,11,4280,16949,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,61,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,PIS-55H,,,5,6240,11232,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,62,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,PIS-80,,,5,9580,17244,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,63,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,PTMT,124-E,WHITE,,60,358,7733,Mar-26,Jharkhand,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTJharkhand,PTMT GROUP
Combined,64,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,PIS-10,,,30,1690,18252,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,65,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,PTMT,123-EF,WHITE,,95,318,10876,Mar-26,Jharkhand,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTJharkhand,PTMT GROUP
Combined,66,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,CP ACCESSORIES,CPOH-5,,,17,2980,18238,Mar-26,Jharkhand,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,67,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,P6808,,,32,1660,19123,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,68,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,CP ACCESSORIES,CPA-11,,,31,1170,13057,Mar-26,Jharkhand,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,69,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,PTMT,PTA-73,WHITE,,27,1820,17690,Mar-26,Jharkhand,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTJharkhand,PTMT GROUP
Combined,70,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,PTMT,PTA-79,WHITE,,30,820,8856,Mar-26,Jharkhand,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTJharkhand,PTMT GROUP
Combined,71,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,6580,,,5,7740,13932,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,72,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,6508,,,32,1890,21773,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,73,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,CP ACCESSORIES,CPHF-3,,,18,1590,10303,Mar-26,Jharkhand,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,74,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,CP ACCESSORIES,CPOH-12,,,19,1590,10876,Mar-26,Jharkhand,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,75,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,CP ACCESSORIES,CPOH-14,,,19,1480,10123,Mar-26,Jharkhand,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,76,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,CP ACCESSORIES,CPA-46,,,40,1040,14976,Mar-26,Jharkhand,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,77,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,CP ACCESSORIES,CPHS-2,,,9,1440,4666,Mar-26,Jharkhand,GOVT,GOVT,CP ACCESSORIESGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,78,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,P6811,,,24,1980,17107,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,79,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,7812-N,,,19,2790,19084,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,80,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,PTMT,PTA-49,WHITE,,12,4550,19656,Mar-26,Jharkhand,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTJharkhand,PTMT GROUP
Combined,81,06-Mar-2026,108595,BHIWADI,Gyan EMarketing,C P,7555,,,5,5980,10764,Mar-26,Jharkhand,GOVT,GOVT,C PGOVTGOVT,GOVT,GOVTJharkhand,CP GROUP
Combined,82,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,WASTE PIPE,3272,WHITE,,200,72,6912,Mar-26,Odisha,GOVT,GOVT,WASTE PIPEGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,83,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,PTMT,1961,WHITE,,98,248,11666,Mar-26,Odisha,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,84,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,PTMT,105,WHITE,,67,588,18910,Mar-26,Odisha,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,85,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,PTMT,103,WHITE,,28,110,1478,Mar-26,Odisha,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,86,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,PTMT,181-C,WHITE,,136,354,23109,Mar-26,Odisha,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,87,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,PTMT,200,WHITE,,114,486,26594,Mar-26,Odisha,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,88,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,PTMT,195,WHITE,,176,188,15882,Mar-26,Odisha,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,89,06-Mar-2026,108596,BHIWADI,FORTUNE GROUP,PTMT,113,WHITE,,234,94,10558,Mar-26,Odisha,GOVT,GOVT,PTMTGOVTGOVT,GOVT,GOVTOdisha,PTMT GROUP
Combined,90,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),CP ACCESSORIES,CPA-9,,,32,1490,17165,Mar-26,BHOPAL,MP,RIZVI JI,CP ACCESSORIESRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,91,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),PTMT,141-E,WHITE,,32,272,3133,Mar-26,BHOPAL,MP,RIZVI JI,PTMTRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,PTMT GROUP
Combined,92,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),PTMT,PTA-14,WHITE,,54,260,5054,Mar-26,BHOPAL,MP,RIZVI JI,PTMTRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,PTMT GROUP
Combined,93,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),CP ACCESSORIES,CPA-13,,,24,880,7603,Mar-26,BHOPAL,MP,RIZVI JI,CP ACCESSORIESRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,94,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),CP ACCESSORIES,CPA-36,,,10,3450,12420,Mar-26,BHOPAL,MP,RIZVI JI,CP ACCESSORIESRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,95,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),CP ACCESSORIES,CPA-37,,,10,2680,9648,Mar-26,BHOPAL,MP,RIZVI JI,CP ACCESSORIESRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,96,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),C P,PIS-02,,,58,2370,49486,Mar-26,BHOPAL,MP,RIZVI JI,C PRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,97,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),C P,PIS-02H,,,27,2440,23717,Mar-26,BHOPAL,MP,RIZVI JI,C PRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,98,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),HARDWARE,PHW-136,,,16,2130,12269,Mar-26,BHOPAL,MP,RIZVI JI,HARDWARERIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,HARDWARE GROUP
Combined,99,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),PTMT,121-E,WHITE,,120,268,11578,Mar-26,BHOPAL,MP,RIZVI JI,PTMTRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,PTMT GROUP
Combined,100,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),PTMT,124-E,WHITE,,70,358,9022,Mar-26,BHOPAL,MP,RIZVI JI,PTMTRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,PTMT GROUP
Combined,101,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),C P,PIS-12H,,,3,3280,3542,Mar-26,BHOPAL,MP,RIZVI JI,C PRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,102,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),C P,PIS-06,,,80,2160,62208,Mar-26,BHOPAL,MP,RIZVI JI,C PRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,103,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),C P,PIS-08H,,,31,3080,34373,Mar-26,BHOPAL,MP,RIZVI JI,C PRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,104,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),C P,PIS-06H,,,18,2180,14126,Mar-26,BHOPAL,MP,RIZVI JI,C PRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,CP GROUP
Combined,105,06-Mar-2026,108597,BHIWADI,PROGRESSIVE MARKETING (Bhopal),PTMT,PTA-49,WHITE,,9,4550,14742,Mar-26,BHOPAL,MP,RIZVI JI,PTMTRIZVI JIMP,RIZVI JI,RIZVI JIBHOPAL,PTMT GROUP
Combined,106,06-Mar-2026,108598,BHIWADI,PRAYAG DISTRIBUTORS (KARNAL),FLOOR TRAP,SA-04,,,20,540,5076,Mar-26,KARNAL,Haryana,PAWAN KUMAR,FLOOR TRAPPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARKARNAL,SINK GROUP
Combined,107,06-Mar-2026,108598,BHIWADI,PRAYAG DISTRIBUTORS (KARNAL),CP ACCESSORIES,RB-45,,,10,760,3496,Mar-26,KARNAL,Haryana,PAWAN KUMAR,CP ACCESSORIESPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARKARNAL,CP GROUP
Combined,108,06-Mar-2026,108598,BHIWADI,PRAYAG DISTRIBUTORS (KARNAL),WASTE PIPE,3272-BC,WHITE,,200,62,5238,Mar-26,KARNAL,Haryana,PAWAN KUMAR,WASTE PIPEPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARKARNAL,PTMT GROUP
Combined,109,06-Mar-2026,108598,BHIWADI,PRAYAG DISTRIBUTORS (KARNAL),PTMT,155,GOLD,,11,1360,6463,Mar-26,KARNAL,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARKARNAL,PTMT GROUP
Combined,110,06-Mar-2026,108598,BHIWADI,PRAYAG DISTRIBUTORS (KARNAL),PTMT,140,WHITE,,50,164,3936,Mar-26,KARNAL,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARKARNAL,PTMT GROUP
Combined,111,06-Mar-2026,108598,BHIWADI,PRAYAG DISTRIBUTORS (KARNAL),PTMT,129,WHITE,,24,486,5599,Mar-26,KARNAL,Haryana,PAWAN KUMAR,PTMTPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARKARNAL,PTMT GROUP
