id,run_id,cat_no,colour,qty
872,7,131-N,IVORY,0
873,7,121,IVORY,0
874,7,123,IVORY,0
875,7,144,IVORY,0
876,7,324,WHITE,0
877,7,325,WHITE,0
878,7,120-WS,IVORY,0
879,7,187,IVORY,0
880,7,132-RG,GOLD,0
881,7,132-RR,R BLUE,0
882,7,132-RW,WINE,0
883,7,1817-C,IVORY,0
884,7,130-Q,IVORY,0
885,7,132-R,IVORY,0
886,7,P-121,GREY,0
887,7,P-144,GREY,0
888,7,1391,IVORY,0
889,7,136-L,WHITE,50
890,7,1375-C,WHITE,0
891,7,1375-S,WHITE,0
892,7,LF-153,,0
893,7,LF-154,,0
894,7,LF-156,,0
895,7,119,WHITE,0
896,7,LF-155,,0
897,7,123-DR,R BLUE,0
898,7,124-DR,R BLUE,0
899,7,186,WHITE,0
900,7,103,WHITE,0
901,7,105,WHITE,0
902,7,115,WHITE,0
903,7,120,WHITE,0
904,7,124,WHITE,0
905,7,129,WHITE,0
906,7,130,WHITE,0
907,7,132,WHITE,0
908,7,140,WHITE,0
909,7,141,WHITE,0
910,7,144,WHITE,0
911,7,147,WHITE,0
912,7,P-121,GREY,0
913,7,P-124,GREY,0
914,7,PS-121,GREY,0
915,7,PS-124,GREY,0
916,7,PS-144,GREY,0
917,7,121,WHITE,0
918,7,152,GOLD,0
919,7,153,GOLD,0
920,7,155,GOLD,0
921,7,187,WHITE,0
922,7,188,WHITE,0
923,7,189,WHITE,0
924,7,191,WHITE,0
925,7,195,WHITE,0
926,7,323,WHITE,0
927,7,324,WHITE,0
928,7,1391,WHITE,0
929,7,3272,WHITE,0
930,7,120-C,WHITE,0
931,7,120-M,WHITE,0
932,7,120-S,WHITE,0
933,7,120-W,WHITE,0
934,7,120-WS,WHITE,0
935,7,123-C,WHITE,0
