source_tab,source_row,SO NO,SO Date,PARTY NAME,State,PO No.,Item Group,Item Code,Item Name,COLOR,COLUOR,Size,Description,So Qty,Rate,So Amount,Inv. Qty,Bal. Qty,Bal. Value,Stock Qty,1,2,3,4,SEGMENT,STATE HEAD,STATE,STATE HEAD B,STATE HEAD  A
report,93,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-345-TY,GARDEN PIPE TRANSPART YELLOW PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,4251,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,94,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-345-TG,GARDEN PIPE TRANSPART GREEN PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,4251,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,95,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-345-TB,GARDEN PIPE TRANSPARNT BLUE PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,4251,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,96,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-345-TO,GARDEN PIPE TRANSPART ORANG PLAIN 30 MTRS 15 MM,,,,,,,,12,,12,4251,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,97,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-346-TG,GARDEN PIPE TRANSPARNT GREEN PLAIN 30 MTRS 20MM,,,,,,,,16,,56,28707,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,98,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-346-TO,GARDEN PIPE TRANSPARNT ORANG PLAIN 30 MTRS 20MM,,,,,,,,44,,64,32808,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,99,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-367-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 32MM,,,,,,,,12,,12,13217,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,100,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-367-TB,GARDEN PIPE TRANSPARENT BLUE PLAIN 30 MTRS 32MM,,,,,,,,12,,12,12481,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,101,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-367-TY,GARDEN PIPE TRANSPRNT YELLOW PLAIN 30 MTRS 32MM,,,,,,,,12,,12,12481,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,102,72600038,30-Apr-2026,SUBHAM ENTERPRISE (W.B),,,GP-367-TO,GARDEN PIPE TRANSPARNT ORANG PLAIN 30 MTRS 32MM,,,,,,,,2,,12,12481,,,,,,GARDEN PIPE,SANDEEP JI,W-BENGAL,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI
report,103,72600045,30-Apr-2026,TAPAN SMRITI HARDWARE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,1,,7,36223,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,104,42600049,7-May-2026,C.K. TRADING CO.,,,4043,TWIN FLUSH CON. CISTERN W/O TOP PUSH KNOB,,,,,,,,32,,32,62147,,,,,,SANITARYWARE,RIZVI JI,UP ( R ),SANITARYWARERIZVI JIUP ( R ),RIZVI JI
report,105,42600049,7-May-2026,C.K. TRADING CO.,,,4044,ACTUATOR KNOB SQ. TYPE GLOSS FINISHED,,,,,,,,32,,32,25061,,,,,,SANITARYWARE,RIZVI JI,UP ( R ),SANITARYWARERIZVI JIUP ( R ),RIZVI JI
report,106,72600049,8-May-2026,NATIONAL CASTING & METALS(RANCHI),,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,2,,12,58203,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,107,72600051,8-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,L.BLUE,,,,,,,1,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,108,72600051,8-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-03,WATER TANK 3 LAYER LIGHT-300 LTR,WHITE,,,,,,,3,,5,7274,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,109,72600052,8-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,PINK,,,,,,,2,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,110,72600055,9-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,L.BLUE,,,,,,,2,,2,2910,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,111,72600055,9-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,P.GREEN,,,,,,,4,,4,5819,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,112,72600055,9-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-02,WATER TANK 3 LAYER LIGHT-200 LTR,WHITE,,,,,,,4,,4,3880,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,113,72600055,9-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,P.GREEN,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,114,72600055,9-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-03,WATER TANK 3 LAYER LIGHT-300 LTR,WHITE,,,,,,,2,,4,5819,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,115,72600056,9-May-2026,ASHISH BATH GALAXY,,,WT-3LL-07,WATER TANK 3 LAYER LIGHT 750 LTR,WHITE,,,,,,,2,,2,7275,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,116,72600056,9-May-2026,ASHISH BATH GALAXY,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,BLUE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,117,72600056,9-May-2026,ASHISH BATH GALAXY,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,GREEN,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,118,72600057,11-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,L.BLUE,,,,,,,2,,2,2910,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,119,72600057,11-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,L.BLUE,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,120,72600057,11-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,P.GREEN,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,121,72600057,11-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,GREEN,,,,,,,2,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,122,72600057,11-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,2,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,123,72600057,11-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-02,WATER TANK 3 LAYER LIGHT-200 LTR,WHITE,,,,,,,1,,2,1940,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,124,72600058,12-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-02,WATER TANK 3 LAYER LIGHT-200 LTR,WHITE,,,,,,,1,,1,970,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,125,72600058,12-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-02,WATER TANK 3 LAYER HEAVY 200 LTR,P.GREEN,,,,,,,1,,1,970,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,126,72600058,12-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LL-03,WATER TANK 3 LAYER LIGHT-300 LTR,WHITE,,,,,,,1,,1,1455,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,127,72600058,12-May-2026,TAPAN SMRITI HARDWARE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,P.GREEN,,,,,,,1,,1,1455,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,128,72600061,12-May-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,BLUE,,,,,,,1,,1,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,129,72600063,14-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,130,72600063,14-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,1,,4,18748,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,131,72600063,14-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,P.GREEN,,,,,,,1,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,132,72600064,14-May-2026,SB ENTERPRISES,,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,6,14551,,,,,,WATER TANK,SANDEEP JI,ODISHA,WATER TANKSANDEEP JIODISHA,SANDEEP JI
report,133,72600064,14-May-2026,SB ENTERPRISES,,,WT-4LWP-10,WATER TANK 4 LAYER WITHOUT PUFF 1000 LTR.,WHITE,,,,,,,1,,5,27999,,,,,,WATER TANK,SANDEEP JI,ODISHA,WATER TANKSANDEEP JIODISHA,SANDEEP JI
report,134,72600067,16-May-2026,ASHISH BATH GALAXY,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,2,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,135,72600067,16-May-2026,ASHISH BATH GALAXY,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,GREEN,,,,,,,1,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,136,72600067,16-May-2026,ASHISH BATH GALAXY,,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,P.GREEN,,,,,,,1,,3,18748,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,137,72600068,16-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,4,,8,37495,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,138,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,P.GREEN,,,,,,,3,,3,18748,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,139,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,BLUE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,140,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,2,6249,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,141,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,P.GREEN,,,,,,,2,,2,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,142,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,BLUE,,,,,,,2,,2,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,143,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,P.GREEN,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,144,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,BLUE,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,145,72600069,16-May-2026,LAXMI STORES (BURDWAN),,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,2,,2,4850,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,146,72600070,16-May-2026,NATIONAL CASTING & METALS(RANCHI),,,WT-3LL-07,WATER TANK 3 LAYER LIGHT 750 LTR,WHITE,,,,,,,3,,3,10913,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,147,72600070,16-May-2026,NATIONAL CASTING & METALS(RANCHI),,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,3,,15,72754,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,148,72600071,16-May-2026,CHHINAMASTIKE SANITATION PRIVATE LIMITED,,,GP-346-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 20MM,,,,,,,,24,,24,13416,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,149,72600072,16-May-2026,CHHINAMASTIKE SANITATION PRIVATE LIMITED,,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,6,,20,97005,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,150,72600072,16-May-2026,CHHINAMASTIKE SANITATION PRIVATE LIMITED,,,WT-4LL-10,WATER TANK 4 LAYER LIGHT 1000 LTR,WHITE,,,,,,,1,,5,31246,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,151,72600072,16-May-2026,CHHINAMASTIKE SANITATION PRIVATE LIMITED,,,GP-364-TT,GARDEN PIPE TRANSPARENT PLAIN 30 MTRS 25MM,,,,,,,,16,,42,32049,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,152,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,RED,,,,,,,2,,2,9701,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,153,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,WT-3LL-03,WATER TANK 3 LAYER LIGHT-300 LTR,WHITE,,,,,,,4,,4,5819,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,154,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,WT-3LL-02,WATER TANK 3 LAYER LIGHT-200 LTR,WHITE,,,,,,,4,,4,3880,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,155,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-364-MB,GARDEN PIPE MILKY BLUE PLAIN 30 MTRS 25MM,,,,,,,,15,,15,11446,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,156,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-364-TB,GARDEN PIPE TRANSPARENT BLUE PLAIN 30 MTRS 25MM,,,,,,,,15,,15,11446,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,157,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-346-MB,GARDEN PIPE MILKY BLUE PLAIN 30 MTRS 20MM,,,,,,,,15,,15,8385,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,158,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-346-TB,GARDEN PIPE TRANSPARNT BLUE PLAIN 30 MTRS 20MM,,,,,,,,15,,15,8385,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,159,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-346-TG,GARDEN PIPE TRANSPARNT GREEN PLAIN 30 MTRS 20MM,,,,,,,,15,,15,8385,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,160,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,BR364TG,1 INCH BRAIDED GREEN PIPE,,,,,,,,40,,40,37124,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,161,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-364-TO,GARDEN PIPE TRANSPARENT ORANGE PLAIN 30 MTRS 25MM,,,,,,,,5,,15,11446,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,162,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-364-TY,GARDEN PIPE TRANSPARENT YELLOW PLAIN 30 MTRS 25MM,,,,,,,,5,,15,11446,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,163,72600073,16-May-2026,BABA ENTERPRISES (DHANBAD),,,GP-364-TG,GARDEN PIPE TRANSPARENT GREEN PLAIN 30 MTRS 25MM,,,,,,,,5,,15,11446,,,,,,GARDEN PIPE,SANDEEP JI,JHARKHAND,GARDEN PIPESANDEEP JIJHARKHAND,SANDEEP JI
report,164,72600074,19-May-2026,SUPREME SYNDICATE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,YELLOW,,,,,,,1,,1,4687,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,165,72600074,19-May-2026,SUPREME SYNDICATE,,,WT-4LC-05,WATER TANK 4 LAYER COLOUR 500 LTR,ORANGE,,,,,,,1,,1,3125,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,166,72600074,19-May-2026,SUPREME SYNDICATE,,,WT-3LC-07,WATER TANK 3 LAYER COLOUR 750 LTR,L.BLUE,,,,,,,1,,2,7275,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,167,72600075,19-May-2026,KARMAKAR ENTERPRISE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,P.GREEN,,,,,,,4,,4,18748,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,168,72600075,19-May-2026,KARMAKAR ENTERPRISE,,,WT-4LC-07,WATER TANK 4 LAYER COLOUR 750 LTR,YELLOW,,,,,,,1,,2,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,169,72600075,19-May-2026,KARMAKAR ENTERPRISE,,,WT-3LC-20,WATER TANK 3 LAYER COLOUR 2000 LTR,L.BLUE,,,,,,,1,,1,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,170,72600075,19-May-2026,KARMAKAR ENTERPRISE,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,L.BLUE,,,,,,,2,,2,2910,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,171,72600075,19-May-2026,KARMAKAR ENTERPRISE,,,WT-4LC-10,WATER TANK 4 LAYER COLOUR 1000 LTR,P.GREEN,,,,,,,1,,4,24997,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,172,72600077,20-May-2026,ASHISH BATH GALAXY,,,WT-3LC-03,WATER TANK 3 LAYER COLOUR 300 LTR,BLUE,,,,,,,1,,1,1455,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,173,72600079,20-May-2026,ASHISH BATH GALAXY,,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,P.GREEN,,,,,,,1,,1,2425,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,174,72600080,20-May-2026,BASUKI COMMOTRADE PVT. LTD.( JAMSHEDPUR),,,WT-3LL-10,WATER TANK 3 LAYER LIGHT 1000 LTR,WHITE,,,,,,,4,,12,58203,,,,,,WATER TANK,SANDEEP JI,JHARKHAND,WATER TANKSANDEEP JIJHARKHAND,SANDEEP JI
report,175,12600828,21-May-2026,MAGADH TUBEWELL,,,1179,"O.H. Shower Square (5"") with Arm & Flange (1178+1841)",WHITE,,,,,,,104,,104,29146,,,,,,PTMT,SANDEEP JI,BIHAR,PTMTSANDEEP JIBIHAR,SANDEEP JI
report,176,12600829,21-May-2026,BALAJI ENTERPRISES (RJ),,,131-DB,"Pillar Cock 12"" Tall Height with Flange",BLACK,,,,,,,12,,12,3286,,,,,,PTMT,PAWAN KUMAR,Rajasthan,PTMTPAWAN KUMARRajasthan,PAWAN KUMAR
report,177,72600082,22-May-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-05,WATER TANK 3 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,7,16976,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,178,72600082,22-May-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-07,WATER TANK 3 LAYER LIGHT 750 LTR,WHITE,,,,,,,1,,3,10913,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,179,72600082,22-May-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LL-20,WATER TANK 3 LAYER LIGHT 2000 LTR,WHITE,,,,,,,1,,1,9701,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,180,72600082,22-May-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-05,WATER TANK 3 LAYER COLOUR 500 LTR,BLUE,,,,,,,3,,8,19401,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,181,72600082,22-May-2026,SAINTHIA PAINTS HOUSE (WB),,,WT-3LC-10,WATER TANK 3 LAYER COLOUR 1000 LTR,BLUE,,,,,,,1,,4,19401,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,182,72600088,23-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LL-07,WATER TANK 4 LAYER LIGHT 750 LTR,WHITE,,,,,,,1,,5,23435,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
report,183,72600088,23-May-2026,TAPAN SMRITI HARDWARE,,,WT-4LL-05,WATER TANK 4 LAYER LIGHT 500 LTR,WHITE,,,,,,,1,,3,9374,,,,,,WATER TANK,SANDEEP JI,W-BENGAL,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI
