id,run_id,item_code,colour,avg_3mo_sale,stock,pending_current,pending_last_month
611,1,5132,,21,0,0,8
612,1,5133,,6461.67,0,0,3342
613,1,5134,,1068.67,0,0,667
614,1,5141,,1662.67,568,0,0
615,1,5142,,16.67,263,0,0
616,1,5143,,6.67,0,0,20
617,1,5144,,18.67,117,0,0
618,1,5145,,10.67,240,0,0
619,1,5151,,702,0,0,839
620,1,5152,,46.67,278,0,0
621,1,5155,,15,0,0,38
622,1,5156,,0,611,0,0
623,1,5157,,2200,0,0,1503
624,1,5158,,301.67,0,0,337
625,1,5161,,4284,0,0,1480
626,1,5162,,8533.33,0,0,7441
627,1,5163,,188.67,0,0,146
628,1,5163-W,,2064,481,0,0
629,1,5164,,100,10656,0,0
630,1,5171,,2000.67,0,0,1748
631,1,5172,,6.67,108,0,0
632,1,5710,,4596.33,532,0,0
633,1,5711,,13980,0,0,12632
634,1,5712,,2566.67,0,0,3426
635,1,5714,,0,488,0,0
636,1,5715,,0,293,0,0
637,1,5721,,4731,0,0,1414
638,1,5722,,300,958,0,0
639,1,5731,,41.67,395,0,0
640,1,5732,,20,36,0,0
641,1,5733,,4037.33,0,0,1960
642,1,5734,,730,0,0,960
643,1,5741,,725.33,256,0,0
644,1,5742,,10,925,0,0
645,1,5743,,10.67,685,0,0
646,1,5744,,16.67,476,0,0
647,1,5745,,30,13,0,0
648,1,5746,,0,75,0,0
649,1,5751,,22,126,0,0
650,1,5752,,0,44,0,0
651,1,5758,,150,320,0,0
652,1,5761,,3491.33,0,0,3701
653,1,5762,,7866.67,0,0,8517
654,1,5763,,647.67,0,0,756
655,1,5763-W,,2814.67,0,0,1968
656,1,5764,,116.67,3000,0,0
657,1,5765,,400,0,0,331
658,1,5771,,1570,0,0,1140
659,1,5772,,0,79,0,0
660,1,5773,,0,53,0,0
661,1,5791,,16.67,79,0,0
662,1,5771-W,,0,1921,0,0
663,1,5611,,282.67,879,0,0
664,1,5633,,126.67,151,0,0
665,1,5651,,188,279,0,0
666,1,5621,,282,158,0,0
667,1,5657,,198.67,0,0,174
668,1,5622,,4,12,0,0
669,1,5661,,53.33,238,0,0
670,1,5662,,520,392,0,0
671,1,5610,,146.67,438,0,0
672,1,5921,,133.33,427,0,0
673,1,5911,,606.67,7,0,0
674,1,5933,,213.33,0,0,85
675,1,5910,,810,137,0,0
676,1,5957,,80,163,0,0
677,1,5941,,113.33,455,0,0
678,1,5922,,0,359,0,0
679,1,5912,,0,281,0,0
680,1,5934,,20,854,0,0
681,1,5964,,0,2520,0,0
682,1,5961,,218,1473,0,0
683,1,5942,,0,100,0,0
684,1,5664,,0,478,0,0
685,1,5612,,26,36,0,0
686,1,5962,,133.33,1573,0,0
687,1,5951,,3.33,123,0,0
688,1,5634,,10.67,61,0,0
689,1,4761,,1016.67,0,0,764
690,1,5963-W,,522.67,0,0,336
691,1,5963,,9.33,12,0,0
692,1,5652,,0,6,0,0
693,1,A-44C,,378.33,0,0,375
694,1,A-45C,,448.33,0,0,515
695,1,A-46C,,50,0,0,38
696,1,A-47C,,30,428,0,0
697,1,A-44A,,1341.33,0,0,662
698,1,A-45A,,1800,0,0,240
699,1,A-52C,,65,0,0,10
700,1,A-49C,,615,0,0,534
701,1,A-51C,,53.33,50,0,0
702,1,A-12C,,25,173,0,0
703,1,A-26C,,575,196,0,0
704,1,A-27C,,610,0,0,482
705,1,A-28C,,305,0,0,4
706,1,A-29C,,1026.67,0,0,583
707,1,A-32C,,175,0,0,154
708,1,A-48C,,138.33,0,0,107
709,1,A-50C,,6.67,38,0,0
710,1,A-31C,,75,0,0,34
711,1,A-46A,,0,1040,0,0
712,1,A-34C,,28,92,0,0
713,1,A-8C,,10.67,149,0,0
714,1,A-9C,,115,0,0,73
715,1,A-54C,,28.33,5,0,0
716,1,A-88C,,0,382,0,0
717,1,A-89C,,0,11,0,0
718,1,A-82A,,458.33,1525,0,0
719,1,A-83A,,0,916,0,0
720,1,A-14C,,13.33,0,0,15
721,1,A-47A,,11.33,66,0,0
722,1,A-49A,,84,0,0,252
723,1,A-9A,,89,0,0,119
724,1,A-48A,,0,80,0,0
725,1,A-81A,,0,944,0,0
726,1,A-242,,9.33,186,0,0
727,1,A-246,,440,641,0,0
