id,upload_id,item_type,item_code,material,requested_pcs,feasible_pcs,shortfall_pcs,requested_kg,feasible_kg,shortfall_kg,machines,note,machine_hrs
718,2,FITTING,5721S,SWR,580,580,0,58.9,58.9,0,A05(U-150),pcs/hr,0
719,2,FITTING,5733,SWR,7044,7044,0,1968.4,1968.4,0,C04(U-250),pcs/hr,0
720,2,FITTING,5734,SWR,1994,1994,0,593.7,593.7,0,C02(U-250),pcs/hr,0
721,2,FITTING,5741,SWR,1411,1411,0,467.4,467.4,0,C02(U-250),pcs/hr,0
722,2,FITTING,5745,SWR,23,23,0,9.7,9.7,0,A05(U-150),pcs/hr,0
723,2,FITTING,5758,SWR,350,350,0,79,79,0,A05(U-150),pcs/hr,0
724,2,FITTING,5761,SWR,4146,4146,0,162.6,162.6,0,D03(U-250),pcs/hr,0
725,2,FITTING,5762,SWR,19447,19447,0,859.6,859.6,0,A05(U-150),pcs/hr,0
726,2,FITTING,5763,SWR,1585,1585,0,650.7,650.7,0,C05(U-250),pcs/hr,0
727,2,FITTING,5763W,SWR,3006,3006,0,904.1,904.1,0,D07(U-250),pcs/hr,0
728,2,FITTING,5764,SWR,4520,4520,0,192.9,192.9,0,A05(U-150),pcs/hr,0
729,2,FITTING,5771,SWR,3378,3378,0,2855.9,2855.9,0,C07(U-250),pcs/hr,0
730,2,FITTING,5910,SWR,1626,1626,0,371.8,371.8,0,C07(U-250),pcs/hr,0
731,2,FITTING,5910S,SWR,1725,1725,0,333,333,0,C05(U-250),pcs/hr,0
732,2,FITTING,5911,SWR,1421,1421,0,384.1,384.1,0,C02(U-250),pcs/hr,0
733,2,FITTING,5912S,SWR,24,24,0,5.7,5.7,0,D02(U-350),pcs/hr,0
734,2,FITTING,5921S,SWR,76,76,0,10.7,10.7,0,A05(U-150),pcs/hr,0
735,2,FITTING,5933,SWR,440,440,0,164.5,164.5,0,C05(U-250),pcs/hr,0
736,2,FITTING,5941S,SWR,431,431,0,175.6,175.6,0,D02(U-350),pcs/hr,0
737,2,FITTING,5963,SWR,44,44,0,19.9,19.9,0,D02(U-350),pcs/hr,0
738,2,FITTING,5963W,SWR,1002,1002,0,410.3,410.3,0,C05(U-250),pcs/hr,0
739,2,FITTING,U101,UPVC,5843,5843,0,88.9,88.9,0,A05(U-150),pcs/hr,0
740,2,FITTING,U102,UPVC,6012,6012,0,140.3,140.3,0,C06(U-250),pcs/hr,0
741,2,FITTING,U103,UPVC,20100,20100,0,876.8,876.8,0,C07(U-250),pcs/hr,0
742,2,FITTING,U104,UPVC,480,480,0,29.2,29.2,0,C07(U-250),pcs/hr,0
743,2,FITTING,U13,UPVC,625,625,0,126.2,126.2,0,C01(U-250),pcs/hr,0
744,2,FITTING,U14,UPVC,293,293,0,79.4,79.4,0,C06(U-250),pcs/hr,0
745,2,FITTING,U15,UPVC,56,56,0,26.3,26.3,0,C06(U-250),pcs/hr,0
746,2,FITTING,U21T,UPVC,679,679,0,48.9,48.9,0,C06(U-250),pcs/hr,0
747,2,FITTING,U221,UPVC,2115,2115,0,118,118,0,C06(U-250),pcs/hr,0
748,2,FITTING,U22L,UPVC,2966,2966,0,352.1,352.1,0,A02(U-150),pcs/hr,0
749,2,FITTING,U22NL,UPVC,2755,2755,0,313,313,0,A02(U-150),pcs/hr,0
750,2,FITTING,U23,UPVC,2002,2002,0,373.7,373.7,0,C06(U-250),pcs/hr,0
751,2,FITTING,U231,UPVC,6171,6171,0,532.1,532.1,0,C07(U-250),pcs/hr,0
752,2,FITTING,U232,UPVC,7479,7479,0,682.9,682.9,0,C06(U-250),pcs/hr,0
753,2,FITTING,U23L,UPVC,9970,9970,0,1931.9,1931.9,0,C06(U-250),pcs/hr,0
754,2,FITTING,U23N,UPVC,1440,1440,0,252.7,252.7,0,C06(U-250),pcs/hr,0
755,2,FITTING,U23NL,UPVC,7890,7890,0,1384.8,1384.8,0,C06(U-250),pcs/hr,0
756,2,FITTING,U241,UPVC,47,47,0,6.2,6.2,0,C06(U-250),pcs/hr,0
757,2,FITTING,U24L,UPVC,251,251,0,69.5,69.5,0,A02(U-150),pcs/hr,0
758,2,FITTING,U24NL,UPVC,1926,1926,0,541.2,541.2,0,A02(U-150),pcs/hr,0
759,2,FITTING,U24T,UPVC,42,42,0,11.1,11.1,0,C06(U-250),pcs/hr,0
760,2,FITTING,U251,UPVC,179,179,0,30,30,0,A02(U-150),pcs/hr,0
761,2,FITTING,U253,UPVC,1525,1525,0,263,263,0,A02(U-150),pcs/hr,0
762,2,FITTING,U254,UPVC,120,120,0,27.4,27.4,0,A02(U-150),pcs/hr,0
763,2,FITTING,U25L,UPVC,3,3,0,1.1,1.1,0,C06(U-250),pcs/hr,0
764,2,FITTING,U25NL,UPVC,881,881,0,399.5,399.5,0,C06(U-250),pcs/hr,0
765,2,FITTING,U262,UPVC,14,14,0,5.5,5.5,0,A02(U-150),pcs/hr,0
766,2,FITTING,U263,UPVC,120,120,0,48.6,48.6,0,A02(U-150),pcs/hr,0
767,2,FITTING,U264,UPVC,100,100,0,38.8,38.8,0,C06(U-250),pcs/hr,0
768,2,FITTING,U26L,UPVC,117,117,0,71.5,71.5,0,C06(U-250),pcs/hr,0
769,2,FITTING,U272N,UPVC,1718,1718,0,141.2,141.2,0,C06(U-250),pcs/hr,0
770,2,FITTING,U273,UPVC,230,230,0,21.7,21.7,0,C06(U-250),pcs/hr,0
771,2,FITTING,U273N,UPVC,16448,16448,0,1501.8,1501.8,0,A02(U-150),pcs/hr,0
772,2,FITTING,U274N,UPVC,803,803,0,105.1,105.1,0,C06(U-250),pcs/hr,0
773,2,FITTING,U275N,UPVC,1027,1027,0,185.5,185.5,0,A02(U-150),pcs/hr,0
774,2,FITTING,U31,UPVC,2433,2433,0,140.7,140.7,0,C06(U-250),pcs/hr,0
775,2,FITTING,U310,UPVC,185,185,0,9.4,9.4,0,C06(U-250),pcs/hr,0
776,2,FITTING,U32,UPVC,5771,5771,0,456.7,456.7,0,A02(U-150),pcs/hr,0
777,2,FITTING,U320,UPVC,423,423,0,28.8,28.8,0,A02(U-150),pcs/hr,0
778,2,FITTING,U321,UPVC,4049,4049,0,258.8,258.8,0,D06(U-250),pcs/hr,0
779,2,FITTING,U322,UPVC,8825,8825,0,716.2,716.2,0,C06(U-250),pcs/hr,0
780,2,FITTING,U323,UPVC,7540,7540,0,833.8,833.8,0,A02(U-150),pcs/hr,0
781,2,FITTING,U33,UPVC,19237,19237,0,2146.8,2146.8,0,C06(U-250),pcs/hr,0
782,2,FITTING,U330,UPVC,635,635,0,70.9,70.9,0,C06(U-250),pcs/hr,0
783,2,FITTING,U34,UPVC,1350,1350,0,230.1,230.1,0,A02(U-150),pcs/hr,0
784,2,FITTING,U340,UPVC,85,85,0,16.1,16.1,0,C06(U-250),pcs/hr,0
785,2,FITTING,U35,UPVC,1249,1249,0,367.5,367.5,0,C06(U-250),pcs/hr,0
786,2,FITTING,U36,UPVC,282,282,0,144.5,144.5,0,A02(U-150),pcs/hr,0
787,2,FITTING,U41,UPVC,23899,23899,0,509.2,509.2,0,A02(U-150),pcs/hr,0
788,2,FITTING,U42,UPVC,38044,38044,0,1196.5,1196.5,0,A02(U-150),pcs/hr,0
789,2,FITTING,U43,UPVC,67717,67717,0,3297.6,3297.6,0,C06(U-250),pcs/hr,0
790,2,FITTING,U44,UPVC,1669,1669,0,121.9,121.9,0,D06(U-250),pcs/hr,0
791,2,FITTING,U45,UPVC,4691,4691,0,437.8,437.8,0,D06(U-250),pcs/hr,0
792,2,FITTING,U46,UPVC,1068,1068,0,145.2,145.2,0,C06(U-250),pcs/hr,0
793,2,FITTING,U48,UPVC,81,81,0,34.3,34.3,0,C06(U-250),pcs/hr,0
794,2,FITTING,U502,UPVC,3813,3813,0,150.9,150.9,0,C06(U-250),pcs/hr,0
795,2,FITTING,U503,UPVC,8006,8006,0,503.6,503.6,0,C06(U-250),pcs/hr,0
796,2,FITTING,U504,UPVC,605,605,0,60.8,60.8,0,C06(U-250),pcs/hr,0
797,2,FITTING,U505,UPVC,1564,1564,0,206.3,206.3,0,C07(U-250),pcs/hr,0
798,2,FITTING,U51,UPVC,46495,46495,0,1415.1,1415.1,0,D06(U-250),pcs/hr,0
799,2,FITTING,U52,UPVC,71225,71225,0,3107.1,3107.1,0,C07(U-250),pcs/hr,0
800,2,FITTING,U521,UPVC,25196,25196,0,1738.2,1738.2,0,C06(U-250),pcs/hr,0
801,2,FITTING,U523,UPVC,7322,7322,0,624,624,0,C06(U-250),pcs/hr,0
802,2,FITTING,U524,UPVC,105,105,0,11.3,11.3,0,C06(U-250),pcs/hr,0
803,2,FITTING,U526,UPVC,23211,23211,0,1295.1,1295.1,0,D06(U-250),pcs/hr,0
804,2,FITTING,U527,UPVC,354,354,0,32.3,32.3,0,A02(U-150),pcs/hr,0
805,2,FITTING,U53,UPVC,132980,132980,0,9983.3,9983.3,0,D06(U-250),pcs/hr,0
806,2,FITTING,U531,UPVC,3556,3556,0,220.1,220.1,0,A02(U-150),pcs/hr,0
807,2,FITTING,U532,UPVC,6337,6337,0,437.2,437.2,0,A02(U-150),pcs/hr,0
808,2,FITTING,U535,UPVC,1067,1067,0,113.7,113.7,0,A02(U-150),pcs/hr,0
809,2,FITTING,U538,UPVC,337,337,0,43.8,43.8,0,C06(U-250),pcs/hr,0
810,2,FITTING,U539,UPVC,20,20,0,3.1,3.1,0,A02(U-150),pcs/hr,0
811,2,FITTING,U54,UPVC,12645,12645,0,1449.6,1449.6,0,D06(U-250),pcs/hr,0
812,2,FITTING,U55,UPVC,7166,7166,0,1076,1076,0,C07(U-250),pcs/hr,0
813,2,FITTING,U56,UPVC,380,380,0,85.6,85.6,0,C07(U-250),pcs/hr,0
814,2,FITTING,U58,UPVC,143,143,0,114,114,0,C06(U-250),pcs/hr,0
815,2,FITTING,U601,UPVC,4833,4833,0,63.7,63.7,0,C06(U-250),pcs/hr,0
816,2,FITTING,U602,UPVC,3579,3579,0,65.4,65.4,0,A02(U-150),pcs/hr,0
817,2,FITTING,U603,UPVC,650,650,0,19.8,19.8,0,A02(U-150),pcs/hr,0
818,2,FITTING,U605,UPVC,544,544,0,33.1,33.1,0,A02(U-150),pcs/hr,0
819,2,FITTING,U61,UPVC,22744,22744,0,969.1,969.1,0,A02(U-150),pcs/hr,0
820,2,FITTING,U62,UPVC,4451,4451,0,266.4,266.4,0,C06(U-250),pcs/hr,0
821,2,FITTING,U63,UPVC,45458,45458,0,4335.1,4335.1,0,C06(U-250),pcs/hr,0
822,2,FITTING,U64,UPVC,4713,4713,0,722,722,0,C07(U-250),pcs/hr,0
823,2,FITTING,U65,UPVC,1694,1694,0,340.3,340.3,0,C06(U-250),pcs/hr,0
824,2,FITTING,U66,UPVC,886,886,0,265.2,265.2,0,C06(U-250),pcs/hr,0
825,2,FITTING,U68,UPVC,45,45,0,45.8,45.8,0,A02(U-150),pcs/hr,0
826,2,FITTING,U71,UPVC,2621,2621,0,186.1,186.1,0,A03(U-150),pcs/hr,0
827,2,FITTING,U72,UPVC,3561,3561,0,364.9,364.9,0,C06(U-250),pcs/hr,0
828,2,FITTING,U73,UPVC,5160,5160,0,811.4,811.4,0,A03(U-150),pcs/hr,0
829,2,FITTING,U731,UPVC,370,370,0,31.2,31.2,0,A02(U-150),pcs/hr,0
830,2,FITTING,U74,UPVC,541,541,0,125.7,125.7,0,C06(U-250),pcs/hr,0
831,2,FITTING,U75,UPVC,752,752,0,195.3,195.3,0,A02(U-150),pcs/hr,0
832,2,FITTING,U81,UPVC,4155,4155,0,193.9,193.9,0,A02(U-150),pcs/hr,0
833,2,FITTING,U82,UPVC,450,450,0,32.9,32.9,0,A02(U-150),pcs/hr,0
834,2,FITTING,U821,UPVC,8200,8200,0,83.2,83.2,0,A02(U-150),pcs/hr,0
835,2,FITTING,U83,UPVC,1320,1320,0,162,162,0,A02(U-150),pcs/hr,0
836,2,FITTING,U831,UPVC,2932,2932,0,71.4,71.4,0,C06(U-250),pcs/hr,0
837,2,FITTING,U832,UPVC,4731,4731,0,76.8,76.8,0,A05(U-150),pcs/hr,0
838,2,FITTING,U84,UPVC,478,478,0,95,95,0,A02(U-150),pcs/hr,0
839,2,FITTING,U841,UPVC,629,629,0,27.4,27.4,0,A02(U-150),pcs/hr,0
840,2,FITTING,U843,UPVC,5378,5378,0,158.2,158.2,0,A02(U-150),pcs/hr,0
841,2,FITTING,U85,UPVC,384,384,0,117.3,117.3,0,A02(U-150),pcs/hr,0
842,2,FITTING,U851,UPVC,150,150,0,8.5,8.5,0,A02(U-150),pcs/hr,0
843,2,FITTING,U854,UPVC,1044,1044,0,32.8,32.8,0,C06(U-250),pcs/hr,0
844,2,FITTING,U862,UPVC,105,105,0,9.8,9.8,0,A02(U-150),pcs/hr,0
845,2,FITTING,U863,UPVC,253,253,0,27,27,0,C06(U-250),pcs/hr,0
846,2,FITTING,U89,UPVC,926,926,0,30.1,30.1,0,A02(U-150),pcs/hr,0
847,2,FITTING,U91,UPVC,767,767,0,16.3,16.3,0,A05(U-150),pcs/hr,0
848,2,FITTING,U92,UPVC,1561,1561,0,47.5,47.5,0,A02(U-150),pcs/hr,0
849,2,FITTING,U920,UPVC,11506,11506,0,572,572,0,A02(U-150),pcs/hr,0
850,2,FITTING,U93,UPVC,14188,14188,0,734.1,734.1,0,A05(U-150),pcs/hr,0
851,2,FITTING,U930,UPVC,2921,2921,0,174.8,174.8,0,A02(U-150),pcs/hr,0
852,2,FITTING,U931,UPVC,3214,3214,0,140.2,140.2,0,A02(U-150),pcs/hr,0
853,2,FITTING,U932,UPVC,6029,6029,0,275.2,275.2,0,A02(U-150),pcs/hr,0
854,2,FITTING,U94,UPVC,635,635,0,44.5,44.5,0,A02(U-150),pcs/hr,0
855,2,FITTING,U943,UPVC,398,398,0,25.4,25.4,0,A02(U-150),pcs/hr,0
856,2,FITTING,U95,UPVC,700,700,0,66.8,66.8,0,A03(U-150),pcs/hr,0
857,2,FITTING,U953,UPVC,416,416,0,34.6,34.6,0,C06(U-250),pcs/hr,0
858,2,FITTING,U954,UPVC,433,433,0,53.2,53.2,0,C06(U-250),pcs/hr,0
859,2,FITTING,U962,UPVC,76,76,0,17.4,17.4,0,A02(U-150),pcs/hr,0
860,2,FITTING,U963,UPVC,122,122,0,29.6,29.6,0,C06(U-250),pcs/hr,0
861,2,FITTING,U964,UPVC,100,100,0,22.4,22.4,0,A02(U-150),pcs/hr,0
862,2,FITTING,U965,UPVC,76,76,0,15.8,15.8,0,A02(U-150),pcs/hr,0
863,2,FITTING,UF13,UPVC,83,83,0,55.2,55.2,0,A02(U-150),pcs/hr,0
