date,plant,machine,run_hours,ideal_hours,output,rejection,unit,period,segment,actual_hours,compound_type,downtime_min,downtime_reason,grain,has_oee,ideal_hours,ideal_hours_sheet,ideal_month_hours,ideal_output,ideal_rate,ideal_source,is_finishing,labour_cost,location,material,mould,output_basis,planned_output,planned_stops_min,power_cost,product,reject_count,reject_denominator,reject_unit,rejection_tracked,runhours_tracked,runner_lumps,secondary_counts,shift,shift_len_min,solar_cost,source_family,source_file,source_row,source_tab,tonnage_band,total_count,source_endpoint,source_requested_period
2026-02-14,PIPE,PIPE Pipe M/C-4,19,22,5386,600,kg,2026-02,Pipe,19,,0,,daily,false,22,0,20,6080,320,derived,false,0,,,,net,0,0,0,,600,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5386,/records,2026-02
2026-02-16,PIPE,PIPE Pipe M/C-4,19,22,5909,340,kg,2026-02,Pipe,19,,0,,daily,false,22,0,20,6080,320,derived,false,0,,,,net,0,0,0,,340,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5909,/records,2026-02
2026-02-17,PIPE,PIPE Pipe M/C-4,24,22,7572,190,kg,2026-02,Pipe,24,,0,,daily,false,22,0,20,7680,320,derived,false,0,,,,net,0,0,0,,190,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,7572,/records,2026-02
2026-02-18,PIPE,PIPE Pipe M/C-4,21,22,6030,380,kg,2026-02,Pipe,21,,0,,daily,false,22,0,20,6720,320,derived,false,0,,,,net,0,0,0,,380,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,6030,/records,2026-02
2026-02-19,PIPE,PIPE Pipe M/C-4,21,22,4071,290,kg,2026-02,Pipe,21,,0,,daily,false,22,0,20,6720,320,derived,false,0,,,,net,0,0,0,,290,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4071,/records,2026-02
2026-02-20,PIPE,PIPE Pipe M/C-4,20,22,4584,400,kg,2026-02,Pipe,20,,0,,daily,false,22,0,20,6400,320,derived,false,0,,,,net,0,0,0,,400,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4584,/records,2026-02
2026-02-21,PIPE,PIPE Pipe M/C-4,22,22,6232,330,kg,2026-02,Pipe,22,,0,,daily,false,22,0,20,7040,320,derived,false,0,,,,net,0,0,0,,330,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,6232,/records,2026-02
2026-02-23,PIPE,PIPE Pipe M/C-4,18,22,6783,470,kg,2026-02,Pipe,18,,0,,daily,false,22,0,20,5760,320,derived,false,0,,,,net,0,0,0,,470,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,6783,/records,2026-02
2026-02-24,PIPE,PIPE Pipe M/C-4,18,22,3521,540,kg,2026-02,Pipe,18,,0,,daily,false,22,0,20,5760,320,derived,false,0,,,,net,0,0,0,,540,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3521,/records,2026-02
2026-02-25,PIPE,PIPE Pipe M/C-4,21,22,3444,355,kg,2026-02,Pipe,21,,0,,daily,false,22,0,20,6720,320,derived,false,0,,,,net,0,0,0,,355,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3444,/records,2026-02
2026-02-26,PIPE,PIPE Pipe M/C-4,21,22,3738,400,kg,2026-02,Pipe,21,,0,,daily,false,22,0,20,6720,320,derived,false,0,,,,net,0,0,0,,400,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3738,/records,2026-02
2026-02-27,PIPE,PIPE Pipe M/C-4,22,22,4420,370,kg,2026-02,Pipe,22,,0,,daily,false,22,0,20,7040,320,derived,false,0,,,,net,0,0,0,,370,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4420,/records,2026-02
2026-02-28,PIPE,PIPE Pipe M/C-4,8,22,1155,280,kg,2026-02,Pipe,8,,0,,daily,false,22,0,20,2560,320,derived,false,0,,,,net,0,0,0,,280,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,1155,/records,2026-02
2026-02-02,PIPE,PIPE Pipe M/C-5,22,22,4946,230,kg,2026-02,Pipe,22,,0,,daily,false,22,0,23.80952380952381,7040,320,derived,false,0,,,,net,0,0,0,,230,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4946,/records,2026-02
2026-02-03,PIPE,PIPE Pipe M/C-5,23,22,5273,130,kg,2026-02,Pipe,23,,0,,daily,false,22,0,23.80952380952381,7360,320,derived,false,0,,,,net,0,0,0,,130,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5273,/records,2026-02
2026-02-04,PIPE,PIPE Pipe M/C-5,21,22,5137,200,kg,2026-02,Pipe,21,,0,,daily,false,22,0,23.80952380952381,6720,320,derived,false,0,,,,net,0,0,0,,200,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5137,/records,2026-02
2026-02-05,PIPE,PIPE Pipe M/C-5,20,22,4604,430,kg,2026-02,Pipe,20,,0,,daily,false,22,0,23.80952380952381,6400,320,derived,false,0,,,,net,0,0,0,,430,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4604,/records,2026-02
2026-02-06,PIPE,PIPE Pipe M/C-5,19,22,4374,515,kg,2026-02,Pipe,19,,0,,daily,false,22,0,23.80952380952381,6080,320,derived,false,0,,,,net,0,0,0,,515,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4374,/records,2026-02
2026-02-07,PIPE,PIPE Pipe M/C-5,22,22,5460,110,kg,2026-02,Pipe,22,,0,,daily,false,22,0,23.80952380952381,7040,320,derived,false,0,,,,net,0,0,0,,110,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5460,/records,2026-02
2026-02-08,PIPE,PIPE Pipe M/C-5,22,22,4963,200,kg,2026-02,Pipe,22,,0,,daily,false,22,0,23.80952380952381,7040,320,derived,false,0,,,,net,0,0,0,,200,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4963,/records,2026-02
2026-02-09,PIPE,PIPE Pipe M/C-5,22,22,5405,190,kg,2026-02,Pipe,22,,0,,daily,false,22,0,23.80952380952381,7040,320,derived,false,0,,,,net,0,0,0,,190,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5405,/records,2026-02
2026-02-10,PIPE,PIPE Pipe M/C-5,16,22,3437,230,kg,2026-02,Pipe,16,,0,,daily,false,22,0,23.80952380952381,5120,320,derived,false,0,,,,net,0,0,0,,230,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3437,/records,2026-02
2026-02-11,PIPE,PIPE Pipe M/C-5,22,22,5431,195,kg,2026-02,Pipe,22,,0,,daily,false,22,0,23.80952380952381,7040,320,derived,false,0,,,,net,0,0,0,,195,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5431,/records,2026-02
2026-02-12,PIPE,PIPE Pipe M/C-5,22,22,5055,212,kg,2026-02,Pipe,22,,0,,daily,false,22,0,23.80952380952381,7040,320,derived,false,0,,,,net,0,0,0,,212,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5055,/records,2026-02
2026-02-13,PIPE,PIPE Pipe M/C-5,22,22,5271,140,kg,2026-02,Pipe,22,,0,,daily,false,22,0,23.80952380952381,7040,320,derived,false,0,,,,net,0,0,0,,140,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5271,/records,2026-02
2026-02-14,PIPE,PIPE Pipe M/C-5,20,22,4530,315,kg,2026-02,Pipe,20,,0,,daily,false,22,0,23.80952380952381,6400,320,derived,false,0,,,,net,0,0,0,,315,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4530,/records,2026-02
2026-02-18,PIPE,PIPE Pipe M/C-5,19,22,3925,280,kg,2026-02,Pipe,19,,0,,daily,false,22,0,23.80952380952381,6080,320,derived,false,0,,,,net,0,0,0,,280,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3925,/records,2026-02
2026-02-19,PIPE,PIPE Pipe M/C-5,14,22,2627,100,kg,2026-02,Pipe,14,,0,,daily,false,22,0,23.80952380952381,4480,320,derived,false,0,,,,net,0,0,0,,100,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,2627,/records,2026-02
2026-02-21,PIPE,PIPE Pipe M/C-5,14,22,2173,270,kg,2026-02,Pipe,14,,0,,daily,false,22,0,23.80952380952381,4480,320,derived,false,0,,,,net,0,0,0,,270,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,2173,/records,2026-02
2026-02-23,PIPE,PIPE Pipe M/C-5,11,22,2095,200,kg,2026-02,Pipe,11,,0,,daily,false,22,0,23.80952380952381,3520,320,derived,false,0,,,,net,0,0,0,,200,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,2095,/records,2026-02
2026-02-25,PIPE,PIPE Pipe M/C-5,3,22,375,210,kg,2026-02,Pipe,3,,0,,daily,false,22,0,23.80952380952381,960,320,derived,false,0,,,,net,0,0,0,,210,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,375,/records,2026-02
2026-02-26,PIPE,PIPE Pipe M/C-5,19,22,3331,200,kg,2026-02,Pipe,19,,0,,daily,false,22,0,23.80952380952381,6080,320,derived,false,0,,,,net,0,0,0,,200,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3331,/records,2026-02
2026-02-27,PIPE,PIPE Pipe M/C-5,23,22,3924,210,kg,2026-02,Pipe,23,,0,,daily,false,22,0,23.80952380952381,7360,320,derived,false,0,,,,net,0,0,0,,210,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3924,/records,2026-02
2026-02-28,PIPE,PIPE Pipe M/C-5,21,22,3748,205,kg,2026-02,Pipe,21,,0,,daily,false,22,0,23.80952380952381,6720,320,derived,false,0,,,,net,0,0,0,,205,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3748,/records,2026-02
2026-02-08,PIPE,PIPE Pipe M/C-6,5,22,1406,380,kg,2026-02,Pipe,5,,0,,daily,false,22,0,31.25,1600,320,derived,false,0,,,,net,0,0,0,,380,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,1406,/records,2026-02
2026-02-09,PIPE,PIPE Pipe M/C-6,9,22,2178,150,kg,2026-02,Pipe,9,,0,,daily,false,22,0,31.25,2880,320,derived,false,0,,,,net,0,0,0,,150,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,2178,/records,2026-02
2026-02-11,PIPE,PIPE Pipe M/C-6,7,22,1020,180,kg,2026-02,Pipe,7,,0,,daily,false,22,0,31.25,2240,320,derived,false,0,,,,net,0,0,0,,180,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,1020,/records,2026-02
2026-02-12,PIPE,PIPE Pipe M/C-6,21,22,4445,300,kg,2026-02,Pipe,21,,0,,daily,false,22,0,31.25,6720,320,derived,false,0,,,,net,0,0,0,,300,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4445,/records,2026-02
2026-02-13,PIPE,PIPE Pipe M/C-6,21,22,4108,230,kg,2026-02,Pipe,21,,0,,daily,false,22,0,31.25,6720,320,derived,false,0,,,,net,0,0,0,,230,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4108,/records,2026-02
2026-02-14,PIPE,PIPE Pipe M/C-6,3,22,908,30,kg,2026-02,Pipe,3,,0,,daily,false,22,0,31.25,960,320,derived,false,0,,,,net,0,0,0,,30,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,908,/records,2026-02
2026-02-16,PIPE,PIPE Pipe M/C-6,20,22,4817,260,kg,2026-02,Pipe,20,,0,,daily,false,22,0,31.25,6400,320,derived,false,0,,,,net,0,0,0,,260,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4817,/records,2026-02
2026-02-17,PIPE,PIPE Pipe M/C-6,23,22,5968,130,kg,2026-02,Pipe,23,,0,,daily,false,22,0,31.25,7360,320,derived,false,0,,,,net,0,0,0,,130,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5968,/records,2026-02
2026-02-18,PIPE,PIPE Pipe M/C-6,13,22,3060,130,kg,2026-02,Pipe,13,,0,,daily,false,22,0,31.25,4160,320,derived,false,0,,,,net,0,0,0,,130,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3060,/records,2026-02
2026-02-19,PIPE,PIPE Pipe M/C-6,19,22,4789,170,kg,2026-02,Pipe,19,,0,,daily,false,22,0,31.25,6080,320,derived,false,0,,,,net,0,0,0,,170,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4789,/records,2026-02
2026-02-20,PIPE,PIPE Pipe M/C-6,16,22,3055,340,kg,2026-02,Pipe,16,,0,,daily,false,22,0,31.25,5120,320,derived,false,0,,,,net,0,0,0,,340,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3055,/records,2026-02
2026-02-21,PIPE,PIPE Pipe M/C-6,22,22,4769,155,kg,2026-02,Pipe,22,,0,,daily,false,22,0,31.25,7040,320,derived,false,0,,,,net,0,0,0,,155,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4769,/records,2026-02
2026-02-24,PIPE,PIPE Pipe M/C-6,21,22,3497,180,kg,2026-02,Pipe,21,,0,,daily,false,22,0,31.25,6720,320,derived,false,0,,,,net,0,0,0,,180,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,3497,/records,2026-02
2026-02-25,PIPE,PIPE Pipe M/C-6,4,22,675,55,kg,2026-02,Pipe,4,,0,,daily,false,22,0,31.25,1280,320,derived,false,0,,,,net,0,0,0,,55,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,675,/records,2026-02
2026-02-27,PIPE,PIPE Pipe M/C-6,8,22,1998,110,kg,2026-02,Pipe,8,,0,,daily,false,22,0,31.25,2560,320,derived,false,0,,,,net,0,0,0,,110,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,1998,/records,2026-02
2026-02-28,PIPE,PIPE Pipe M/C-6,20,22,4973,210,kg,2026-02,Pipe,20,,0,,daily,false,22,0,31.25,6400,320,derived,false,0,,,,net,0,0,0,,210,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,4973,/records,2026-02
2026-02-16,PIPE,PIPE Pipe M/C-7,1,4.4,277,0,kg,2026-02,Pipe,1,,0,,daily,false,4.4,0,100,200,200,derived,false,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,277,/records,2026-02
2026-02-25,PIPE,PIPE Pipe M/C-9,19,22,5700,230,kg,2026-02,Pipe,19,,0,,daily,false,22,0,125,7600,400,derived,false,0,,,,net,0,0,0,,230,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,5700,/records,2026-02
2026-02-26,PIPE,PIPE Pipe M/C-9,22,22,8246,160,kg,2026-02,Pipe,22,,0,,daily,false,22,0,125,8800,400,derived,false,0,,,,net,0,0,0,,160,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,8246,/records,2026-02
2026-02-27,PIPE,PIPE Pipe M/C-9,23,22,8550,280,kg,2026-02,Pipe,23,,0,,daily,false,22,0,125,9200,400,derived,false,0,,,,net,0,0,0,,280,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,8550,/records,2026-02
2026-02-28,PIPE,PIPE Pipe M/C-9,11,22,794,180,kg,2026-02,Pipe,11,,0,,daily,false,22,0,125,4400,400,derived,false,0,,,,net,0,0,0,,180,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,794,/records,2026-02
2026-02-25,PIPE,PIPE Pipe M/C-7,0,4.4,5700,230,kg,2026-02,Pipe,0,,0,,daily,false,4.4,0,100,0,200,derived,false,0,,,,net,0,0,0,,230,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-11,,5700,/records,2026-02
2026-02-26,PIPE,PIPE Pipe M/C-7,0,4.4,8246,160,kg,2026-02,Pipe,0,,0,,daily,false,4.4,0,100,0,200,derived,false,0,,,,net,0,0,0,,160,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-11,,8246,/records,2026-02
2026-02-27,PIPE,PIPE Pipe M/C-7,0,4.4,8550,280,kg,2026-02,Pipe,0,,0,,daily,false,4.4,0,100,0,200,derived,false,0,,,,net,0,0,0,,280,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-11,,8550,/records,2026-02
2026-02-28,PIPE,PIPE Pipe M/C-7,0,4.4,4446,80,kg,2026-02,Pipe,0,,0,,daily,false,4.4,0,100,0,200,derived,false,0,,,,net,0,0,0,,80,0,,true,true,0,{},,0,0,Pipe,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-11,,4446,/records,2026-02
2026-02-01,PIPE,PIPE SOCKET-1,0,0,0,0,kg,2026-02,PIPE – Socketing,0,,0,,monthly,false,0,0,500,0,0,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Socketing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE SOCKET-2,0,0,0,0,kg,2026-02,PIPE – Socketing,0,,0,,monthly,false,0,0,500,0,0,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Socketing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE SOCKET-3,0,0,0,0,kg,2026-02,PIPE – Socketing,0,,0,,monthly,false,0,0,500,0,0,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Socketing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE MIXER-1,0,0,0,0,kg,2026-02,PIPE – Mixing,0,,0,,monthly,false,0,0,500,0,500,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Mixing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE MIXER-2,0,0,0,0,kg,2026-02,PIPE – Mixing,0,,0,,monthly,false,0,0,500,0,500,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Mixing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE MIXER-3,0,0,0,0,kg,2026-02,PIPE – Mixing,0,,0,,monthly,false,0,0,500,0,700,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Mixing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE MIXER-4,0,0,0,0,kg,2026-02,PIPE – Mixing,0,,0,,monthly,false,0,0,500,0,700,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Mixing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE Grinder-1,315,336,72150,0,kg,2026-02,PIPE – Grinding,315,,0,,monthly,false,336,336,300,94500,300,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Grinding,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,72150,/records,2026-02
2026-02-01,PIPE,PIPE Grinder-3,0,336,0,0,kg,2026-02,PIPE – Grinding,0,,0,,monthly,false,336,336,300,0,0,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Grinding,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,0,/records,2026-02
2026-02-01,PIPE,PIPE Pulverizer-2,300,336,64850,0,kg,2026-02,PIPE – Pulverizing,300,,0,,monthly,false,336,336,300,120000,400,derived,true,0,,,,net,0,0,0,,0,0,,true,true,0,{},,0,0,PIPE Pulverizing,1cdrzhx5hYwU8dLo0AT65YWy66J8SmtF_vKRgzPK2UAI,,Report-5,,64850,/records,2026-02
2026-03-11,PIPE,PIPE Pipe M/C-1,9,11,609,400,kg,2026-03,Pipe,9,,0,,daily,false,11,0,41.666666666666664,1080,120,derived,false,0,,,,net,0,0,0,,400,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,609,/records,2026-03
2026-03-12,PIPE,PIPE Pipe M/C-1,14,11,1377,100,kg,2026-03,Pipe,14,,0,,daily,false,11,0,41.666666666666664,1680,120,derived,false,0,,,,net,0,0,0,,100,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,1377,/records,2026-03
2026-03-13,PIPE,PIPE Pipe M/C-1,6,11,696,100,kg,2026-03,Pipe,6,,0,,daily,false,11,0,41.666666666666664,720,120,derived,false,0,,,,net,0,0,0,,100,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,696,/records,2026-03
2026-03-14,PIPE,PIPE Pipe M/C-1,7,11,773,55,kg,2026-03,Pipe,7,,0,,daily,false,11,0,41.666666666666664,840,120,derived,false,0,,,,net,0,0,0,,55,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,773,/records,2026-03
2026-03-16,PIPE,PIPE Pipe M/C-1,6,11,429,120,kg,2026-03,Pipe,6,,0,,daily,false,11,0,41.666666666666664,720,120,derived,false,0,,,,net,0,0,0,,120,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,429,/records,2026-03
2026-03-31,PIPE,PIPE Pipe M/C-1,23,11,2311,160,kg,2026-03,Pipe,23,,0,,daily,false,11,0,41.666666666666664,2760,120,derived,false,0,,,,net,0,0,0,,160,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,2311,/records,2026-03
2026-03-01,PIPE,PIPE Pipe M/C-2,20,14.666666666666666,3418,310,kg,2026-03,Pipe,20,,0,,daily,false,14.666666666666666,0,83.33333333333333,5600,280,derived,false,0,,,,net,0,0,0,,310,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,3418,/records,2026-03
2026-03-02,PIPE,PIPE Pipe M/C-2,22,14.666666666666666,3400,300,kg,2026-03,Pipe,22,,0,,daily,false,14.666666666666666,0,83.33333333333333,6160,280,derived,false,0,,,,net,0,0,0,,300,0,,true,true,0,{},,0,0,Pipe,1waJo0TZivjwg-JLPdV_JXaBH4oBiP16CqY_Wme5l0ns,,Report-5,,3400,/records,2026-03
