source_tab,source_row,Date,Document No.,Location.Name,Customer.Name,GROUP,Old ERP Code,Item.Color,Unit.Name,Quantity,Rate,Taxable Value,Month,STATION,STATE,STATE HEAD,STATE HEAD B,STATE HEAD A,source_col_18,GROUP_2
Combined,12,3-Aug-2026,52600173,GUJRAT,RAHUL ENTERPRISES & SWAGAT COLLECTION,SANITARYWARE,4051,WHITE,,21,1980,18295,Aug-26,Sidhi,MP,RIZVI JI,SANITARYWARERIZVI JIMP,RIZVI JI,RIZVI JISidhi,SANITARYWARE GROUP
Combined,13,3-Aug-2026,52600173,GUJRAT,RAHUL ENTERPRISES & SWAGAT COLLECTION,SANITARYWARE,4011,WHITE,,20,1490,13112,Aug-26,Sidhi,MP,RIZVI JI,SANITARYWARERIZVI JIMP,RIZVI JI,RIZVI JISidhi,SANITARYWARE GROUP
Combined,14,3-Aug-2026,52600173,GUJRAT,RAHUL ENTERPRISES & SWAGAT COLLECTION,SANITARYWARE,4303,WHITE,,2,10780,10101,Aug-26,Sidhi,MP,RIZVI JI,SANITARYWARERIZVI JIMP,RIZVI JI,RIZVI JISidhi,SANITARYWARE GROUP
Combined,15,3-Aug-2026,52600173,GUJRAT,RAHUL ENTERPRISES & SWAGAT COLLECTION,SANITARYWARE,4304,WHITE,,2,10780,10101,Aug-26,Sidhi,MP,RIZVI JI,SANITARYWARERIZVI JIMP,RIZVI JI,RIZVI JISidhi,SANITARYWARE GROUP
Combined,16,3-Aug-2026,52600173,GUJRAT,RAHUL ENTERPRISES & SWAGAT COLLECTION,SANITARYWARE,4303 J,WHITE,,1,11580,5850,Aug-26,Sidhi,MP,RIZVI JI,SANITARYWARERIZVI JIMP,RIZVI JI,RIZVI JISidhi,SANITARYWARE GROUP
Combined,17,3-Aug-2026,62600119,VARANASI,C.K. TRADING CO.,WATER TANK,WT-4LL-10,WHITE,Ltr.,7000,17500,42704,Aug-26,Prayagraj,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIPrayagraj,WATER TANK GROUP
Combined,18,3-Aug-2026,62600120,VARANASI,AGRASEN TRADING CORPORATION,WATER TANK,WT-3LL-10,WHITE,Ltr.,6000,14500,30598,Aug-26,VARANASI,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIVARANASI,WATER TANK GROUP
Combined,19,3-Aug-2026,62600120,VARANASI,AGRASEN TRADING CORPORATION,WATER TANK,WT-4LL-05,WHITE,Ltr.,2000,8750,12201,Aug-26,VARANASI,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIVARANASI,WATER TANK GROUP
Combined,20,3-Aug-2026,62600120,VARANASI,AGRASEN TRADING CORPORATION,WATER TANK,WT-3LL-05,WHITE,Ltr.,2000,7250,10199,Aug-26,VARANASI,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIVARANASI,WATER TANK GROUP
Combined,21,3-Aug-2026,72600357,ANDAL,KARMAKAR ENTERPRISE,GARDEN PIPE,GP-345-TB,,,10,1360,4119,Aug-26,NORTH 24,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JINORTH 24,PLUMBING GROUP
Combined,22,3-Aug-2026,72600357,ANDAL,KARMAKAR ENTERPRISE,GARDEN PIPE,GP-345-TP,,,10,1360,4119,Aug-26,NORTH 24,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JINORTH 24,PLUMBING GROUP
Combined,23,3-Aug-2026,72600357,ANDAL,KARMAKAR ENTERPRISE,WATER TANK,WT-4LC-07,L.BLUE,Ltr.,750,13125,4463,Aug-26,NORTH 24,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JINORTH 24,WATER TANK GROUP
Combined,24,3-Aug-2026,72600357,ANDAL,KARMAKAR ENTERPRISE,WATER TANK,WT-4LC-07,P.GREEN,Ltr.,1500,13125,8925,Aug-26,NORTH 24,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JINORTH 24,WATER TANK GROUP
Combined,25,3-Aug-2026,72600357,ANDAL,KARMAKAR ENTERPRISE,WATER TANK,WT-3LC-10,L.BLUE,Ltr.,2000,14500,9199,Aug-26,NORTH 24,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JINORTH 24,WATER TANK GROUP
Combined,26,3-Aug-2026,72600357,ANDAL,KARMAKAR ENTERPRISE,WATER TANK,WT-3LC-05,L.BLUE,Ltr.,2000,7250,9199,Aug-26,NORTH 24,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JINORTH 24,WATER TANK GROUP
Combined,27,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-346-TT,,,5,1990,2983,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,28,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-346-TY,,,5,1990,2983,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,29,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-346-TG,,,5,1990,2983,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,30,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-346-TO,,,5,1990,2983,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,31,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-364-TT,,,5,2790,4070.6,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,32,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-364-TY,,,5,2790,4070.6,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,33,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-364-TG,,,5,2790,4070.6,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,34,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,GARDEN PIPE,GP-364-TO,,,5,2790,4070.6,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,GARDEN PIPESANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,PLUMBING GROUP
Combined,35,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,WATER TANK,WT-3LC-07,BLUE,Ltr.,750,10875,3449.55,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,WATER TANK GROUP
Combined,36,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,WATER TANK,WT-3LL-07,WHITE,Ltr.,750,10875,3449.55,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,WATER TANK GROUP
Combined,37,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,WATER TANK,WT-4LL-07,WHITE,Ltr.,750,13125,4462.5,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,WATER TANK GROUP
Combined,38,4-Aug-2026,72600358,ANDAL,ASHISH BATH GALAXY,WATER TANK,WT-4LL-10,WHITE,Ltr.,2000,17500,11900,Aug-26,Bardhaman,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JIBardhaman,WATER TANK GROUP
Combined,39,4-Aug-2026,22600814,KEHRANI-2,ASRS TRADERS,CPVC,PS-12S,,,15,540,3240,Aug-26,KOLKATA,GEM,GEM,CPVCGEMGEM,GEM,GEMKOLKATA,PLUMBING GROUP
Combined,40,4-Aug-2026,22600815,KEHRANI-2,AGRASEN TRADING CORPORATION,CPVC,CH24,,,50,58,1069,Aug-26,VARANASI,UP ( R ),RIZVI JI,CPVCRIZVI JIUP ( R ),RIZVI JI,RIZVI JIVARANASI,PLUMBING GROUP
Combined,41,4-Aug-2026,62600121,VARANASI,Monu & Vijay Tails Sanitary,WATER TANK,WT-3LL-10,WHITE,Ltr.,1000,14500,5099.65,Aug-26,Prayagraj,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIPrayagraj,WATER TANK GROUP
Combined,42,4-Aug-2026,62600121,VARANASI,Monu & Vijay Tails Sanitary,WATER TANK,WT-3LL-05,WHITE,Ltr.,1000,7250,5099.64,Aug-26,Prayagraj,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIPrayagraj,WATER TANK GROUP
Combined,43,4-Aug-2026,62600121,VARANASI,Monu & Vijay Tails Sanitary,WATER TANK,WT-4LL-10,WHITE,Ltr.,4000,17500,24402,Aug-26,Prayagraj,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIPrayagraj,WATER TANK GROUP
Combined,44,4-Aug-2026,62600121,VARANASI,Monu & Vijay Tails Sanitary,WATER TANK,WT-4LL-05,WHITE,Ltr.,4500,8750,27452.25,Aug-26,Prayagraj,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIPrayagraj,WATER TANK GROUP
Combined,45,4-Aug-2026,22600816,KEHRANI-2,ANURAG PIPES INDUSTRIES,UPVC,U56,,,100,103.4,3949,Aug-26,Udham Singh Nagar,Uttarakhand,ANANT SINGH,UPVCANANT SINGHUttarakhand,ANANT SINGH,ANANT SINGHUdham Singh Nagar,PLUMBING GROUP
Combined,46,5-Aug-2026,12602633,BHIWADI,MAIYA HARDWARE STORE,C P,5310,,,100,790,36340,Aug-26,UDHAMPUR,JAMMU,NASIR HUSAIN,C PNASIR HUSAINJAMMU,NASIR HUSAIN,NASIR HUSAINUDHAMPUR,CP GROUP
Combined,47,5-Aug-2026,12602634,BHIWADI,STRUCTOS,SINK,823-D,B/D,,8,2970,11167,Aug-26,Kangra,Himachal Pradesh,SULINDER PAL,SINKSULINDER PALHimachal Pradesh,SULINDER PAL,SULINDER PALKangra,SINK GROUP
Combined,48,5-Aug-2026,62600122,VARANASI,RR TRADERS (Prayagraj),WATER TANK,WT-4LL-05,WHITE,Ltr.,8500,8750,51854,Aug-26,Prayagraj,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIPrayagraj,WATER TANK GROUP
Combined,49,5-Aug-2026,72600359,ANDAL,BGS ENTERPRISE,WATER TANK,WT-3LL-10,WHITE,Ltr.,2000,14500,11400,Aug-26,JALPAIGURI,GEM,GEM,WATER TANKGEMGEM,GEM,GEMJALPAIGURI,WATER TANK GROUP
Combined,50,5-Aug-2026,72600360,ANDAL,RBS Trading,WATER TANK,WT-3LL-05,WHITE,Ltr.,2500,7250,14250,Aug-26,CHENNAI,GEM,GEM,WATER TANKGEMGEM,GEM,GEMCHENNAI,WATER TANK GROUP
Combined,51,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LC-07,GREEN,Ltr.,750,13125,4537,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,52,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LC-10,GREEN,Ltr.,1000,17500,6050,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,53,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LC-10,BLUE,Ltr.,3000,17500,18149,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,54,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LC-07,BLUE,Ltr.,2250,13125,13612,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,55,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LL-07,WHITE,Ltr.,2250,13125,13612,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,56,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LL-10,WHITE,Ltr.,3000,17500,18149,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,57,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LC-07,P.GREEN,Ltr.,750,13125,4537,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,58,5-Aug-2026,72600361,ANDAL,MAJI TRADING,WATER TANK,WT-4LC-10,P.GREEN,Ltr.,1000,17500,6050,Aug-26,SANTIPUR,W-BENGAL,SANDEEP JI,WATER TANKSANDEEP JIW-BENGAL,SANDEEP JI,SANDEEP JISANTIPUR,WATER TANK GROUP
Combined,59,5-Aug-2026,42600158,DELHI,Sample Account,CABINET,554,WHITE,,1,3860,1351,Aug-26,OTHER,OTHER,OTHER,CABINETOTHEROTHER,OTHER,OTHEROTHER,PTMT GROUP
Combined,60,5-Aug-2026,62600123,VARANASI,MANOJ HARDWARE AND PAINT STORE,WATER TANK,WT-3LL-05,WHITE,Ltr.,1000,7250,5100,Aug-26,GHAZIPUR,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIGHAZIPUR,WATER TANK GROUP
Combined,61,5-Aug-2026,62600123,VARANASI,MANOJ HARDWARE AND PAINT STORE,WATER TANK,WT-4LL-10,WHITE,Ltr.,5000,17500,30503,Aug-26,GHAZIPUR,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIGHAZIPUR,WATER TANK GROUP
Combined,62,5-Aug-2026,62600123,VARANASI,MANOJ HARDWARE AND PAINT STORE,WATER TANK,WT-4LL-05,WHITE,Ltr.,1000,8750,6101,Aug-26,GHAZIPUR,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIGHAZIPUR,WATER TANK GROUP
Combined,63,5-Aug-2026,62600123,VARANASI,MANOJ HARDWARE AND PAINT STORE,WATER TANK,WT-3LL-10,WHITE,Ltr.,3000,14500,15299,Aug-26,GHAZIPUR,UP ( R ),RIZVI JI,WATER TANKRIZVI JIUP ( R ),RIZVI JI,RIZVI JIGHAZIPUR,WATER TANK GROUP
Combined,64,5-Aug-2026,22600822,KEHRANI-2,PRAYAG VENTURES,CPVC,C502,,,200,28,2120,Aug-26,Kasargod,Kerala,BIJJU,CPVCBIJJUKerala,BIJJU,BIJJUKasargod,PLUMBING GROUP
Combined,65,5-Aug-2026,22600823,KEHRANI-2,BABA PRITAM DASS BUILDING MATERIAL SUPPLIER,SWR,PW93S,,,120,1376,60955,Aug-26,BHIWANI,Haryana,PAWAN KUMAR,SWRPAWAN KUMARHaryana,PAWAN KUMAR,PAWAN KUMARBHIWANI,PLUMBING GROUP
Combined,66,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C273N,,,100,89,3075,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,67,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C62,,,1000,32,11190,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,68,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C865,,,10,106,366,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,69,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C35,,,20,308,2129,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,70,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,PW11S,,,300,966,106062,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,71,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,S4,,,144,178,10253,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,72,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C521,,,600,98,20316,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,73,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C66,,,20,418,2889,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,74,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5792,,,25,158,1446,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,75,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5133S,,,150,222,12188,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,76,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C23L,,,70,327,7905,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,77,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5121S,,,100,88,3220,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,78,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C32,,,300,94,9747,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,79,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5112S,,,40,180,2639,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,80,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C503,,,250,49,4218,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,81,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5712S,,,50,89,1629,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,82,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C52,,,1600,20,11008,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,83,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5141S,,,24,284,2495,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,84,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),AGRI,S46,,,40,358,5728,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,AGRINARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,85,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5111S,,,200,158,11566,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,86,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,PS-4,,,40,927,12813,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,87,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C853,,,10,59,205,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,88,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,C46,,,20,218,1507,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,89,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),CPVC,S3,,,48,108,2074,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,CPVCNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
Combined,90,5-Aug-2026,22600825,KEHRANI-2,M.R. TRADERS (JAIPUR),SWR,5741S,,,35,152,1947,Aug-26,JAIPUR,Rajasthan (N),NARENDRA SHARMA,SWRNARENDRA SHARMARajasthan (N),NARENDRA SHARMA,NARENDRA SHARMAJAIPUR,PLUMBING GROUP
